wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,snw_dpth,stn_pres
345.0, 68.0, 6.2,0.0, -1.6,6.1, 3.8,1.9, 344.0, 0.0, 0.0,80.0,2021-05-21 00:00:00,21,,,,,,,,,,,,,,,,
5.0, 73.0, 5.4,0.0, -1.9,6.1, 2.4,1.3, 343.0, 0.0, 0.0,78.0,2021-05-21 01:00:00,21,,,,,,,,,,,,,,,,
356.0, 80.0, 6.1,0.0, -1.2,6.4, 1.9,1.1, 345.0, 0.0, 0.0,82.0,2021-05-21 02:00:00,21,,,,,,,,,,,,,,,,
349.0, 78.0, 6.1,0.0, -2.1,5.9, 1.3,0.9, 5.0, 0.0, 0.0,84.0,2021-05-21 03:00:00,21,,,,,,,,,,,,,,,,
359.0, 82.0, 6.4,0.0, -1.6,6.3, 1.1,1.1, 356.0, 0.0, 0.0,85.0,2021-05-21 04:00:00,21,,,,,,,,,,,,,,,,
16.0, 84.0, 5.9,0.0, -1.5,2.3, 0.9,2.4, 349.0, 0.0, 0.0,84.0,2021-05-21 05:00:00,21,,,,,,,,,,,,,,,,
175.0, 85.0, 6.3,0.0, -1.1,5.9, 1.1,7.2, 359.0, 0.0, 0.0,60.0,2021-05-21 06:00:00,21,,,,,,,,,,,,,,,,
183.0, 84.0, 2.3,0.0, 0.0,5.9, 2.4,8.7, 16.0, 0.0, 0.0,57.0,2021-05-21 07:00:00,21,,,,,,,,,,,,,,,,
190.0, 60.0, 5.9,0.0, 0.0,7.2, 7.2,9.1, 175.0, 0.0, 0.0,54.0,2021-05-21 08:00:00,21,,,,,,,,,,,,,,,,
232.0, 57.0, 5.9,0.0, 0.7,9.0, 8.7,11.7, 183.0, 0.0, 0.0,40.0,2021-05-21 09:00:00,21,,,,,,,,,,,,,,,,
127.0, 54.0, 7.2,0.0, 0.3,5.4, 9.1,13.4, 190.0, 0.0, 0.0,30.0,2021-05-21 10:00:00,21,,,,,,,,,,,,,,,,
318.0, None, None,0.0, None,9.3, None,13.7, None, None, None,25.0,2021-05-21 11:00:00,21,,,,,,,,,,,,,,,,
28.0, None, None,0.0, None,7.9, None,14.8, None, None, None,25.0,2021-05-21 12:00:00,21,,,,,,,,,,,,,,,,
252.0, 25.0, 9.3,0.0, -6.0,8.3, 13.7,15.5, 318.0, 0.0, 0.0,23.0,2021-05-21 13:00:00,21,,,,,,,,,,,,,,,,
2.0, 25.0, 7.9,0.0, -5.0,10.1, 14.8,15.9, 28.0, 0.0, 0.0,23.0,2021-05-21 14:00:00,21,,,,,,,,,,,,,,,,
193.0, 23.0, 8.3,0.0, -5.5,6.0, 15.5,17.1, 252.0, 0.0, 0.0,24.0,2021-05-21 15:00:00,21,,,,,,,,,,,,,,,,
358.0, None, None,0.0, None,8.0, None,16.6, None, None, None,21.0,2021-05-21 16:00:00,21,,,,,,,,,,,,,,,,
55.0, 24.0, 6.0,0.0, -3.6,5.3, 17.1,16.3, 193.0, 0.0, 0.0,22.0,2021-05-21 17:00:00,21,,,,,,,,,,,,,,,,
18.0, None, None,0.0, None,7.1, None,11.8, None, None, None,37.0,2021-05-21 18:00:00,21,,,,,,,,,,,,,,,,
2.0, 22.0, 5.3,0.0, -5.4,13.2, 16.3,11.3, 55.0, 0.0, None,30.0,2021-05-21 19:00:00,21,,,,,,,,,,,,,,,,
5.0, 37.0, 7.1,0.0, -2.4,9.2, 11.8,10.2, 18.0, 0.0, 0.0,34.0,2021-05-21 20:00:00,21,,,,,,,,,,,,,,,,
6.0, 30.0, 13.2,0.0, -5.6,9.9, 11.3,9.3, 2.0, 0.0, 0.0,37.0,2021-05-21 21:00:00,21,,,,,,,,,,,,,,,,
6.0, None, None,0.0, None,9.1, None,8.0, None, None, None,44.0,2021-05-21 22:00:00,21,,,,,,,,,,,,,,,,
11.0, 37.0, 9.9,0.0, -4.6,9.1, 9.3,7.6, 6.0, 0.0, 0.0,43.0,2021-05-21 23:00:00,21,,,,,,,,,,,,,,,,
11.0, 44.0, 9.1,0.0, -3.5,7.5, 8.0,6.5, 6.0, 0.0, 0.0,48.0,2021-05-22 00:00:00,21,,,,,,,,,,,,,,,,
9.0, 43.0, 9.1,0.0, -4.2,5.7, 7.6,5.2, 11.0, 0.0, 0.0,52.0,2021-05-22 01:00:00,21,,,,,,,,,,,,,,,,
357.0, 48.0, 7.5,0.0, -3.7,6.0, 6.5,4.2, 11.0, 0.0, 0.0,53.0,2021-05-22 02:00:00,21,,,,,,,,,,,,,,,,
12.0, 52.0, 5.7,0.0, -3.8,6.0, 5.2,3.9, 9.0, 0.0, 0.0,55.0,2021-05-22 03:00:00,21,,,,,,,,,,,,,,,,
356.0, 53.0, 6.0,0.0, -4.5,6.4, 4.2,3.4, 357.0, 0.0, 0.0,56.0,2021-05-22 04:00:00,21,,,,,,,,,,,,,,,,
346.0, None, None,0.0, None,1.9, None,4.4, None, None, None,61.0,2021-05-22 05:00:00,21,,,,,,,,,,,,,,,,
170.0, 56.0, 6.4,0.0, -4.5,4.5, 3.4,9.9, 356.0, 0.0, 0.0,34.0,2021-05-22 06:00:00,21,,,,,,,,,,,,,,,,
163.0, 61.0, 1.9,0.0, -2.5,5.6, 4.4,12.0, 346.0, 0.0, 0.0,39.0,2021-05-22 07:00:00,21,,,,,,,,,,,,,,,,
