ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,snw_dpth,MAX_TEMP,week_of_year
None, 782.0, 17.0, None, None,2018-11-19 00:00:00, 3.7, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 01:00:00, 3.7, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 02:00:00, 3.5, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 03:00:00, 3.1, None, 4.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 04:00:00, 3.4, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 05:00:00, 2.9, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 06:00:00, 3.7, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 07:00:00, 3.3, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 08:00:00, 4.0, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 09:00:00, 3.0, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 10:00:00, 3.0, None, 4.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 11:00:00, 3.2, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-19 12:00:00, 2.9, None, 4.0, None,47
None, 781.0, 16.0, None, None,2018-11-19 13:00:00, 3.5, None, 3.0, None,47
None, 781.0, 16.0, None, None,2018-11-19 14:00:00, 3.0, None, 3.0, None,47
None, 781.0, 16.0, None, None,2018-11-19 15:00:00, 2.8, None, 3.0, None,47
None, 781.0, 16.0, None, None,2018-11-19 16:00:00, 3.8, None, 2.0, None,47
None, 781.0, 15.0, None, None,2018-11-19 17:00:00, 5.2, None, 1.0, None,47
None, 781.0, 16.0, None, None,2018-11-19 18:00:00, 6.7, None, 0.0, None,47
None, 781.0, 16.0, None, None,2018-11-19 19:00:00, 8.9, None, 0.0, None,47
None, 782.0, 18.0, None, None,2018-11-19 20:00:00, 9.0, None, 1.0, None,47
None, 782.0, 18.0, None, None,2018-11-19 21:00:00, 10.5, None, None, None,47
None, 782.0, 18.0, None, None,2018-11-19 22:00:00, 9.8, None, None, None,47
None, 782.0, 17.0, None, None,2018-11-19 23:00:00, 4.8, None, 3.0, None,47
None, 782.0, 17.0, None, None,2018-11-20 00:00:00, 4.7, None, 2.0, None,47
None, 782.0, 17.0, None, None,2018-11-20 01:00:00, 3.7, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 02:00:00, 3.6, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 03:00:00, 3.9, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 04:00:00, 4.0, None, 3.0, None,47
None, 781.0, 18.0, None, None,2018-11-20 05:00:00, 4.1, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 06:00:00, 4.0, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 07:00:00, 4.5, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 08:00:00, 3.9, None, 4.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 09:00:00, 4.5, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 10:00:00, 4.2, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 11:00:00, 4.6, None, 3.0, None,47
None, 781.0, 16.0, None, None,2018-11-20 12:00:00, 4.6, None, 3.0, None,47
None, 781.0, 15.0, None, None,2018-11-20 13:00:00, 4.5, None, 3.0, None,47
None, 781.0, 16.0, None, None,2018-11-20 14:00:00, 4.5, None, 3.0, None,47
None, 781.0, 16.0, None, None,2018-11-20 15:00:00, 4.1, None, 3.0, None,47
None, 781.0, 15.0, None, None,2018-11-20 16:00:00, 4.7, None, 3.0, None,47
None, 781.0, 14.0, None, None,2018-11-20 17:00:00, 6.3, None, 2.0, None,47
None, 781.0, 16.0, None, None,2018-11-20 18:00:00, 8.4, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-20 19:00:00, 9.6, None, 2.0, None,47
None, 782.0, 17.0, None, None,2018-11-20 20:00:00, 9.7, None, 1.0, None,47
None, 782.0, 18.0, None, None,2018-11-20 21:00:00, 10.5, None, 1.0, None,47
None, 782.0, 18.0, None, None,2018-11-20 22:00:00, 9.0, None, 2.0, None,47
None, 782.0, 18.0, None, None,2018-11-20 23:00:00, 8.0, None, 2.0, None,47
None, 782.0, 17.0, None, None,2018-11-21 00:00:00, 8.0, None, 2.0, None,47
None, 782.0, 17.0, None, None,2018-11-21 01:00:00, 6.3, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 02:00:00, 6.5, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 03:00:00, 5.1, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 04:00:00, 5.6, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 05:00:00, 5.6, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 06:00:00, 5.6, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 07:00:00, 6.0, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 08:00:00, 5.6, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 09:00:00, 7.4, None, 4.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 10:00:00, 7.4, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 11:00:00, 6.7, None, 2.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 12:00:00, 5.4, None, 3.0, None,47
None, 781.0, 17.0, None, None,2018-11-21 13:00:00, 5.7, None, 2.0, None,47
None, 783.0, 17.0, None, None,2018-11-21 14:00:00, 3.7, None, 3.0, None,47
None, 786.0, 17.0, None, None,2018-11-21 15:00:00, 2.4, None, 3.0, None,47
