station_observations
wind_speed, time, avg_wnd_dir_10m_pst10mts, wind_direction, rel_hum, relative_humidity, rnfl_amt_pst24hrs, rnfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, precipitation
0.0, 2021-01-01 00:00:00, 140.0, 136.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 01:00:00, 136.0, 132.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 02:00:00, None, 136.0, None, 0.0, None, None, None, 0.0
0.0, 2021-01-01 03:00:00, 136.0, 132.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 04:00:00, 132.0, 138.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 05:00:00, 138.0, 137.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 06:00:00, 137.0, 139.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 07:00:00, 139.0, 138.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 08:00:00, 138.0, 135.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 09:00:00, 135.0, 129.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 10:00:00, 129.0, 130.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 11:00:00, 130.0, 131.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 12:00:00, 131.0, 131.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 13:00:00, 131.0, 125.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 14:00:00, 125.0, 134.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 15:00:00, 134.0, 136.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 16:00:00, 136.0, 141.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 17:00:00, 141.0, 139.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 18:00:00, 139.0, 123.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 19:00:00, 123.0, 152.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 20:00:00, 152.0, 157.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 21:00:00, 157.0, 165.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 22:00:00, 165.0, 168.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-01 23:00:00, 168.0, 167.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 00:00:00, 167.0, 160.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 01:00:00, 160.0, 167.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 02:00:00, 167.0, 168.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 03:00:00, 168.0, 169.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 04:00:00, 169.0, 170.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 05:00:00, 170.0, 171.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 06:00:00, 171.0, 169.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 2021-01-02 07:00:00, 169.0, 164.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
