pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,15.5,10.0, 0.0, None,17.6,60.0,2022-07-04 18:00:00,7.0,27
None,15.2,15.2, 0.0, None,16.7,63.0,2022-07-04 19:00:00,8.0,27
None,13.0,12.9, 0.1, None,16.7,75.0,2022-07-04 20:00:00,9.0,27
None,11.1,11.2, 0.0, None,16.7,88.0,2022-07-04 21:00:00,9.0,27
None,10.1,10.1, 0.0, None,16.7,89.0,2022-07-04 22:00:00,8.0,27
None,9.5,9.5, 0.0, None,16.7,91.0,2022-07-04 23:00:00,8.0,27
None,8.6,8.7, 0.0, None,16.7,92.0,2022-07-05 00:00:00,7.0,27
None,7.7,7.6, 0.0, None,16.7,95.0,2022-07-05 01:00:00,7.0,27
None,6.7,6.6, 0.0, None,16.7,96.0,2022-07-05 02:00:00,6.0,27
None,6.0,5.9, 0.0, None,16.7,97.0,2022-07-05 03:00:00,6.0,27
None,5.4,5.2, 0.0, None,16.7,97.0,2022-07-05 04:00:00,5.0,27
None,5.4,5.0, 0.0, None,16.7,96.0,2022-07-05 05:00:00,5.0,27
None,5.0,4.9, 0.0, None,16.7,95.0,2022-07-05 06:00:00,5.0,27
None,6.3,5.1, 0.0, None,6.2,92.0,2022-07-05 07:00:00,5.0,27
None,8.9,5.1, 0.0, None,8.8,85.0,2022-07-05 08:00:00,6.0,27
None,12.8,5.1, 0.0, None,12.5,72.0,2022-07-05 09:00:00,8.0,27
None,14.6,5.1, 0.0, None,14.4,66.0,2022-07-05 10:00:00,8.0,27
None,17.8,5.1, 0.0, None,17.9,50.0,2022-07-05 11:00:00,7.0,27
None,21.0,5.1, 0.0, None,21.1,32.0,2022-07-05 13:00:00,3.0,27
None,22.0,5.1, 0.0, None,22.1,30.0,2022-07-05 14:00:00,2.0,27
