pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 7.655, 91.9, 17.6, 92.0, 6.0, 7.7, 7.6, 6.0, -0.1, None,2022-07-02 00:00:00, None, None,27
None, 6.377, 94.4, 17.6, 94.0, 6.0, 6.4, 6.4, 6.0, 0.0, None,2022-07-02 01:00:00, None, None,27
None, 5.806, 95.3, 17.6, 95.0, 5.0, 5.8, 5.8, 5.0, -0.1, None,2022-07-02 02:00:00, None, None,27
None, 5.284, 96.0, 17.6, 96.0, 5.0, 5.3, 5.2, 5.0, 0.0, None,2022-07-02 03:00:00, None, None,27
None, 4.301, 96.2, 17.6, 96.0, 3.0, 4.3, 4.3, 3.0, -0.1, None,2022-07-02 04:00:00, None, None,27
None, 3.683, 97.0, 17.6, 97.0, 3.0, 3.7, 3.7, 3.0, 0.0, None,2022-07-02 05:00:00, None, None,27
None, 3.604, 97.6, 17.6, 98.0, 3.0, 3.6, 3.4, 3.0, 0.0, None,2022-07-02 06:00:00, None, None,27
None, 5.49, 98.8, 5.4, 99.0, 5.0, 5.5, 3.6, 5.0, 0.1, None,2022-07-02 07:00:00, None, None,27
None, 8.5, 98.4, 8.5, 98.0, 8.0, 8.5, 3.6, 8.0, 0.4, None,2022-07-02 08:00:00, None, None,27
None, 11.31, 87.2, 11.6, 87.0, 9.0, 11.3, 3.6, 9.0, 0.3, None,2022-07-02 09:00:00, None, None,27
None, 12.98, 85.1, 13.0, 85.0, 11.0, 13.0, 3.6, 11.0, 0.1, None,2022-07-02 10:00:00, None, None,27
None, 15.65, 69.9, 16.0, 70.0, 10.0, 15.7, 3.6, 10.0, 0.0, None,2022-07-02 11:00:00, None, None,27
None, 18.08, 56.62, 18.8, 57.0, 9.0, 18.1, 3.6, 9.0, 0.2, None,2022-07-02 12:00:00, None, None,27
None, 13.24, 85.3, 18.9, 85.0, 11.0, 13.2, 3.6, 11.0, 0.8, None,2022-07-02 13:00:00, None, None,27
None, 11.02, 97.7, 18.9, 98.0, 10.0, 11.0, 3.6, 10.0, 12.7, None,2022-07-02 14:00:00, None, None,27
None, 12.7, 97.2, 18.9, 97.0, 12.0, 12.7, 3.6, 12.0, 0.2, None,2022-07-02 15:00:00, None, None,27
None, 14.55, 93.9, 18.9, 94.0, 13.0, 14.6, 3.6, 13.0, 0.3, None,2022-07-02 16:00:00, None, None,27
None, 16.47, 86.0, 18.9, 86.0, 14.0, 16.5, 3.6, 14.0, 0.0, None,2022-07-02 17:00:00, None, None,27
None, 17.04, 84.5, 18.9, 85.0, 15.0, 17.0, 3.6, 15.0, 0.2, None,2022-07-02 18:00:00, None, None,27
None, 14.62, 86.4, 17.4, 86.0, 12.0, 14.6, 14.6, 12.0, -0.2, None,2022-07-02 19:00:00, None, None,27
None, 12.76, 93.7, 17.4, 94.0, 12.0, 12.8, 12.9, 12.0, -0.4, None,2022-07-02 20:00:00, None, None,27
None, 11.26, 95.3, 17.4, 95.0, 10.0, 11.3, 11.3, 10.0, 0.0, None,2022-07-02 21:00:00, None, None,27
