CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
9.63, None, None, None, 33.05, 13.79, 169.9, None, None, 9.6, 9.3, None, None, 18.0, None, None, None, None,2022-07-02 00:00:00, None, None, None, None,27
9.69, None, None, None, 16.1, 18.89, 167.8, None, None, 9.7, 9.3, None, None, 18.0, None, None, None, None,2022-07-02 01:00:00, None, None, None, None,27
9.42, None, None, None, 15.72, 12.11, 166.2, None, None, 9.4, 9.2, None, None, 18.0, None, None, None, None,2022-07-02 02:00:00, None, None, None, None,27
9.2, None, None, None, 10.92, 10.11, 176.5, None, None, 9.2, 9.0, None, None, 18.0, None, None, None, None,2022-07-02 03:00:00, None, None, None, None,27
None, None, None, None, None, None, None, None, None, 8.9, 8.8, None, None, 18.0, None, None, None, None,2022-07-02 04:00:00, None, None, None, None,27
8.68, None, None, None, 7.68, 14.01, 166.7, None, None, 8.7, 8.3, None, None, 18.0, None, None, None, None,2022-07-02 05:00:00, None, None, None, None,27
8.9, None, None, None, 13.68, 11.17, 169.5, None, None, 8.9, 8.3, None, None, 18.0, None, None, None, None,2022-07-02 06:00:00, None, None, None, None,27
10.93, None, None, None, 9.84, 7.691, 179.4, None, None, 10.9, 8.8, None, None, 11.1, None, None, None, None,2022-07-02 07:00:00, None, None, None, None,27
12.48, None, None, None, 13.14, 6.289, 178.4, None, None, 12.5, 8.8, None, None, 12.4, None, None, None, None,2022-07-02 08:00:00, None, None, None, None,27
12.96, None, None, None, 15.68, 7.969, 166.0, None, None, 13.0, 8.8, None, None, 13.4, None, None, None, None,2022-07-02 09:00:00, None, None, None, None,27
15.2, None, None, None, 20.54, 8.79, 160.1, None, None, 15.2, 8.8, None, None, 15.2, None, None, None, None,2022-07-02 10:00:00, None, None, None, None,27
15.47, None, None, None, 28.78, 8.18, 155.8, None, None, 15.5, 8.8, None, None, 15.6, None, None, None, None,2022-07-02 11:00:00, None, None, None, None,27
14.79, None, None, None, 41.28, 9.52, 154.4, None, None, 14.8, 8.8, None, None, 16.0, None, None, None, None,2022-07-02 12:00:00, None, None, None, None,27
16.06, None, None, None, 54.93, 7.919, 188.2, None, None, 16.1, 8.8, None, None, 16.6, None, None, None, None,2022-07-02 13:00:00, None, None, None, None,27
16.87, None, None, None, 54.35, 7.72, 191.4, None, None, 16.9, 8.8, None, None, 17.4, None, None, None, None,2022-07-02 14:00:00, None, None, None, None,27
17.87, None, None, None, 55.47, 8.12, 165.8, None, None, 17.9, 8.8, None, None, 18.4, None, None, None, None,2022-07-02 15:00:00, None, None, None, None,27
18.57, None, None, None, 52.87, 8.08, 153.8, None, None, 18.6, 8.8, None, None, 18.8, None, None, None, None,2022-07-02 16:00:00, None, None, None, None,27
17.28, None, None, None, 60.79, 6.067, 191.7, None, None, 17.3, 8.8, None, None, 18.8, None, None, None, None,2022-07-02 17:00:00, None, None, None, None,27
17.22, None, None, None, 51.19, 5.216, 174.6, None, None, 17.2, 8.8, None, None, 18.8, None, None, None, None,2022-07-02 18:00:00, None, None, None, None,27
None, None, None, None, None, None, None, None, None, 17.4, 16.0, None, None, 17.4, None, None, None, None,2022-07-02 19:00:00, None, None, None, None,27
None, None, None, None, None, None, None, None, None, 19.4, 16.0, None, None, 19.3, None, None, None, None,2022-07-02 20:00:00, None, None, None, None,27
18.17, None, None, None, 15.76, 1.535, 162.5, None, None, 18.2, 16.0, None, None, 19.8, None, None, None, None,2022-07-02 21:00:00, None, None, None, None,27
14.73, None, None, None, 55.38, 5.766, 245.0, None, None, 14.7, 14.7, None, None, 19.8, None, None, None, None,2022-07-02 22:00:00, None, None, None, None,27
13.55, None, None, None, 14.38, 9.35, 348.1, None, None, 13.6, 13.5, None, None, 19.8, None, None, None, None,2022-07-02 23:00:00, None, None, None, None,27
13.46, None, None, None, 13.24, 6.655, 326.7, None, None, 13.5, 13.4, None, None, 19.8, None, None, None, None,2022-07-03 00:00:00, None, None, None, None,27
12.85, None, None, None, 12.67, 7.34, 340.6, None, None, 12.9, 12.8, None, None, 19.8, None, None, None, None,2022-07-03 01:00:00, None, None, None, None,27
12.82, None, None, None, 51.39, 3.033, 244.5, None, None, 12.8, 11.8, None, None, 19.8, None, None, None, None,2022-07-03 02:00:00, None, None, None, None,27
12.14, None, None, None, 36.88, 3.816, 331.0, None, None, 12.1, 11.8, None, None, 19.8, None, None, None, None,2022-07-03 03:00:00, None, None, None, None,27
12.33, None, None, None, 20.72, 2.645, 354.4, None, None, 12.3, 11.8, None, None, 19.8, None, None, None, None,2022-07-03 04:00:00, None, None, None, None,27
11.51, None, None, None, 69.95, 1.469, 230.4, None, None, 11.5, 11.6, None, None, 19.8, None, None, None, None,2022-07-03 05:00:00, None, None, None, None,27
13.02, None, None, None, 62.07, 1.194, 254.5, None, None, 13.0, 11.3, None, None, 19.8, None, None, None, None,2022-07-03 06:00:00, None, None, None, None,27
15.24, None, None, None, 77.37, 0.575, 174.2, None, None, 15.2, 13.0, None, None, 15.7, None, None, None, None,2022-07-03 07:00:00, None, None, None, None,27
14.8, None, None, None, 45.5, 1.036, 31.24, None, None, 14.8, 13.0, None, None, 15.7, None, None, None, None,2022-07-03 08:00:00, None, None, None, None,27
16.22, None, None, None, 45.85, 1.689, 29.87, None, None, 16.2, 13.0, None, None, 17.0, None, None, None, None,2022-07-03 09:00:00, None, None, None, None,27
