WDIR_VECT,BAR_PRESS,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None, 0.558915, None,95.5003,2016-11-04 00:00:00,7.21213,45
None, None, None, 0.794292, None,95.9208,2016-11-04 01:00:00,7.09246,45
None, None, None, 0.561487, None,95.9484,2016-11-04 02:00:00,6.60474,45
None, None, None, 0.696802, None,96.0769,2016-11-04 03:00:00,6.29487,45
None, None, None, 0.781602, None,96.1043,2016-11-04 04:00:00,6.31411,45
None, None, None, 0.510492, None,96.2765,2016-11-04 05:00:00,5.91397,45
None, None, None, 0.510658, None,96.4552,2016-11-04 06:00:00,5.8299,45
None, None, None, 0.57582, None,96.5545,2016-11-04 07:00:00,6.12598,45
None, None, None, 0.60803, None,96.667,2016-11-04 08:00:00,6.14378,45
None, None, None, 1.07126, None,96.5469,2016-11-04 09:00:00,6.8972,45
None, None, None, 0.906229, None,96.0,2016-11-04 10:00:00,7.49432,45
None, None, None, 0.954384, None,91.8361,2016-11-04 11:00:00,8.95192,45
None, None, None, 1.26732, None,87.1432,2016-11-04 12:00:00,9.71057,45
None, None, None, 0.975754, None,85.7775,2016-11-04 13:00:00,10.2234,45
None, None, None, 1.47101, None,84.2028,2016-11-04 14:00:00,10.4946,45
None, None, None, 1.84947, None,80.9469,2016-11-04 15:00:00,10.8502,45
None, None, None, 1.27474, None,80.804,2016-11-04 16:00:00,11.1597,45
None, None, None, 1.92726, None,76.5633,2016-11-04 17:00:00,11.2352,45
None, None, None, 0.890693, None,82.6426,2016-11-04 18:00:00,10.545,45
None, None, None, 0.895439, None,85.3612,2016-11-04 19:00:00,10.3395,45
None, None, None, 1.13081, None,91.1033,2016-11-04 20:00:00,9.70886,45
None, None, None, 1.45218, None,91.8073,2016-11-04 21:00:00,9.87129,45
None, None, None, 1.08381, None,93.4259,2016-11-04 22:00:00,9.94804,45
None, None, None, 1.65414, None,92.8956,2016-11-04 23:00:00,10.2065,45
None, None, None, 2.09813, None,93.8082,2016-11-05 00:00:00,10.25,45
None, None, None, 2.52256, None,92.5285,2016-11-05 01:00:00,11.2507,45
None, None, None, 2.20065, None,92.5488,2016-11-05 02:00:00,11.7367,45
None, None, None, 1.28552, None,94.5858,2016-11-05 03:00:00,11.4832,45
None, None, None, 1.67092, None,94.9684,2016-11-05 04:00:00,11.658,45
None, None, None, 2.00398, None,95.1911,2016-11-05 05:00:00,11.7053,45
None, None, None, 2.16972, None,94.1624,2016-11-05 06:00:00,11.7005,45
None, None, None, 2.27273, None,91.2547,2016-11-05 07:00:00,11.8126,45
None, None, None, 2.51594, None,92.0336,2016-11-05 08:00:00,11.8405,45
None, None, None, 1.74452, None,93.4573,2016-11-05 09:00:00,11.9036,45
None, None, None, 2.44423, None,92.9053,2016-11-05 10:00:00,12.2882,45
None, None, None, 2.80998, None,91.0448,2016-11-05 11:00:00,12.8027,45
None, None, None, 2.30611, None,89.4592,2016-11-05 12:00:00,13.1579,45
None, None, None, 2.36486, None,87.4586,2016-11-05 13:00:00,12.8178,45
