station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, None, 0.614, 2012-01-01 00:00:00, -11.54
None, None, 0.690999, 2012-01-01 01:00:00, -12.01
None, None, 0.683, 2012-01-01 02:00:00, -12.65
None, None, 0.915, 2012-01-01 03:00:00, -12.32
None, None, 1.584, 2012-01-01 04:00:00, -11.89
None, None, 1.199, 2012-01-01 05:00:00, -12.07
None, None, 0.629999, 2012-01-01 06:00:00, -13.23
None, None, 0.930999, 2012-01-01 07:00:00, -13.41
None, None, 0.876999, 2012-01-01 08:00:00, -12.59
None, None, 0.503, 2012-01-01 09:00:00, -13.71
None, None, 0.555, 2012-01-01 10:00:00, -12.79
None, None, 1.044, 2012-01-01 11:00:00, -11.17
None, None, 2.729, 2012-01-01 12:00:00, -8.67
None, None, 2.281, 2012-01-01 13:00:00, -7.07
None, None, 1.906, 2012-01-01 14:00:00, -6.522
None, None, 2.522, 2012-01-01 15:00:00, -4.999
None, None, 2.319, 2012-01-01 16:00:00, -4.551
None, None, 2.197, 2012-01-01 17:00:00, -4.328
None, None, 2.005, 2012-01-01 18:00:00, -4.523
None, None, 1.82, 2012-01-01 19:00:00, -4.386
None, None, 2.056, 2012-01-01 20:00:00, -4.135
None, None, 1.518, 2012-01-01 21:00:00, -4.144
None, None, 2.117, 2012-01-01 22:00:00, -4.109
None, None, 2.238, 2012-01-01 23:00:00, -3.764
None, None, 2.561, 2012-01-02 00:00:00, -3.306
None, None, 3.137, 2012-01-02 01:00:00, 0.27
None, None, 5.953, 2012-01-02 02:00:00, 4.127
None, None, 4.94, 2012-01-02 03:00:00, 4.214
None, None, 2.464, 2012-01-02 04:00:00, 3.821
None, None, 3.269, 2012-01-02 05:00:00, 3.763
None, None, 5.89, 2012-01-02 06:00:00, 4.574
None, None, 6.173, 2012-01-02 07:00:00, 4.598
None, None, 5.672, 2012-01-02 08:00:00, 4.539
None, None, 5.779, 2012-01-02 09:00:00, 4.854
None, None, 5.928, 2012-01-02 10:00:00, 5.186
None, None, 6.551, 2012-01-02 11:00:00, 5.117
None, None, 4.657, 2012-01-02 12:00:00, 5.161
None, None, 3.639, 2012-01-02 13:00:00, 5.251
None, None, 4.658, 2012-01-02 14:00:00, 5.005
None, None, 4.051, 2012-01-02 15:00:00, 4.878
None, None, 2.576, 2012-01-02 16:00:00, 4.81
None, None, 1.541, 2012-01-02 17:00:00, 3.875
None, None, 1.925, 2012-01-02 18:00:00, 3.657
None, None, 1.467, 2012-01-02 19:00:00, 2.919
None, None, 2.086, 2012-01-02 20:00:00, 2.071
None, None, 1.59, 2012-01-02 21:00:00, 1.739
None, None, 0.91, 2012-01-02 22:00:00, 1.333
None, None, 1.191, 2012-01-02 23:00:00, 0.92
None, None, 1.292, 2012-01-03 00:00:00, 0.652999
None, None, 1.7, 2012-01-03 01:00:00, 0.837
None, None, 1.592, 2012-01-03 02:00:00, 1.178
None, None, 1.577, 2012-01-03 03:00:00, 1.096
None, None, 1.81, 2012-01-03 04:00:00, 1.132
None, None, 1.504, 2012-01-03 05:00:00, 1.0
None, None, 1.73, 2012-01-03 06:00:00, 0.876999
None, None, 1.398, 2012-01-03 07:00:00, 1.362
None, None, 2.228, 2012-01-03 08:00:00, 2.705
None, None, 4.792, 2012-01-03 09:00:00, 4.024
None, None, 1.743, 2012-01-03 10:00:00, 3.578
None, None, 3.592, 2012-01-03 11:00:00, 5.289
None, None, 4.813, 2012-01-03 12:00:00, 5.688
None, None, 5.079, 2012-01-03 13:00:00, 6.58
None, None, 5.389, 2012-01-03 14:00:00, 7.02
None, None, 6.192, 2012-01-03 15:00:00, 7.09
None, None, 5.282, 2012-01-03 16:00:00, 7.15
None, None, 5.207, 2012-01-03 17:00:00, 7.16
None, None, 5.708, 2012-01-03 18:00:00, 6.974
None, None, 6.413, 2012-01-03 19:00:00, 6.8
None, None, 5.14, 2012-01-03 20:00:00, 6.969
None, None, 4.479, 2012-01-03 21:00:00, 7.44
None, None, 6.611, 2012-01-03 22:00:00, 7.16
None, None, 4.296, 2012-01-03 23:00:00, 7.4
None, None, 2.801, 2012-01-04 00:00:00, 5.915
None, None, 2.345, 2012-01-04 01:00:00, 3.709
None, None, 3.462, 2012-01-04 02:00:00, 6.882
None, None, 6.395, 2012-01-04 03:00:00, 8.37
None, None, 6.886, 2012-01-04 04:00:00, 8.4
