station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, PRECIP_TOTAL, avg_rel_hum_pst1hr, time, HUMIDITY, avg_air_temp_pst1hr
None, None, 3.422, None, 74.5, 2012-01-01 00:00:00, None, -9.11
None, None, 4.455, None, 72.9, 2012-01-01 01:00:00, None, -8.44
None, None, 5.652, None, 70.4, 2012-01-01 02:00:00, None, -7.27
None, None, 5.506, None, 69.59, 2012-01-01 03:00:00, None, -6.52
None, None, 6.09, None, 68.15, 2012-01-01 04:00:00, None, -5.882
None, None, 6.45, None, 66.46, 2012-01-01 05:00:00, None, -5.413
None, None, 6.103, None, 66.08, 2012-01-01 06:00:00, None, -5.374
None, None, 5.993, None, 65.41, 2012-01-01 07:00:00, None, -5.278
None, None, 6.106, None, 66.39, 2012-01-01 08:00:00, None, -5.494
None, None, 7.34, None, 66.91, 2012-01-01 09:00:00, None, -5.424
None, None, 7.06, None, 65.36, 2012-01-01 10:00:00, None, -4.744
None, None, 7.01, None, 63.6, 2012-01-01 11:00:00, None, -3.9
None, None, 7.86, None, 61.59, 2012-01-01 12:00:00, None, -3.046
None, None, 8.57, None, 60.83, 2012-01-01 13:00:00, None, -2.48
None, None, 8.43, None, 61.2, 2012-01-01 14:00:00, None, -2.245
None, None, 7.93, None, 62.09, 2012-01-01 15:00:00, None, -2.14
None, None, 8.76, None, 62.85, 2012-01-01 16:00:00, None, -1.785
None, None, 9.48, None, 65.17, 2012-01-01 17:00:00, None, -1.633
None, None, 8.95, None, 68.15, 2012-01-01 18:00:00, None, -1.613
None, None, 8.89, None, 67.62, 2012-01-01 19:00:00, None, -1.388
None, None, 9.29, None, 66.64, 2012-01-01 20:00:00, None, -1.243
None, None, 9.15, None, 66.15, 2012-01-01 21:00:00, None, -1.134
None, None, 8.92, None, 66.62, 2012-01-01 22:00:00, None, -1.019
None, None, 8.95, None, 67.78, 2012-01-01 23:00:00, None, -1.335
None, None, 8.83, None, 68.55, 2012-01-02 00:00:00, None, -1.467
None, None, 7.85, None, 68.1, 2012-01-02 01:00:00, None, -1.44
None, None, 7.85, None, 67.36, 2012-01-02 02:00:00, None, -1.298
None, None, 8.59, None, 66.28, 2012-01-02 03:00:00, None, -1.171
None, None, 8.49, None, 66.3, 2012-01-02 04:00:00, None, -1.335
None, None, 8.17, None, 63.16, 2012-01-02 05:00:00, None, -0.615999
None, None, 8.68, None, 60.56, 2012-01-02 06:00:00, None, 0.054
None, None, 9.27, None, 60.47, 2012-01-02 07:00:00, None, 0.223
None, None, 8.0, None, 62.42, 2012-01-02 08:00:00, None, -0.149
None, None, 8.4, None, 60.91, 2012-01-02 09:00:00, None, 0.307
None, None, 7.91, None, 59.37, 2012-01-02 10:00:00, None, 0.92
None, None, 7.87, None, 55.78, 2012-01-02 11:00:00, None, 2.133
None, None, 8.48, None, 50.86, 2012-01-02 12:00:00, None, 3.557
None, None, 8.29, None, 49.42, 2012-01-02 13:00:00, None, 4.168
None, None, 7.14, None, 48.14, 2012-01-02 14:00:00, None, 4.712
None, None, 7.86, None, 47.5, 2012-01-02 15:00:00, None, 4.951
None, None, 6.324, None, 49.65, 2012-01-02 16:00:00, None, 4.545
None, None, 7.39, None, 52.17, 2012-01-02 17:00:00, None, 3.714
None, None, 9.68, None, 51.8, 2012-01-02 18:00:00, None, 3.805
None, None, 8.9, None, 54.22, 2012-01-02 19:00:00, None, 3.38
None, None, 9.12, None, 55.92, 2012-01-02 20:00:00, None, 3.223
None, None, 9.6, None, 58.5, 2012-01-02 21:00:00, None, 2.951
None, None, 9.33, None, 61.06, 2012-01-02 22:00:00, None, 2.682
None, None, 9.75, None, 63.89, 2012-01-02 23:00:00, None, 2.194
None, None, 9.19, None, 67.8, 2012-01-03 00:00:00, None, 1.71
None, None, 5.034, None, 70.3, 2012-01-03 01:00:00, None, 1.219
None, None, 3.128, None, 71.8, 2012-01-03 02:00:00, None, 1.015
None, None, 2.485, None, 72.4, 2012-01-03 03:00:00, None, 1.52
None, None, 7.57, None, 73.9, 2012-01-03 04:00:00, None, 1.603
None, None, 9.68, None, 74.2, 2012-01-03 05:00:00, None, 1.928
None, None, 6.753, None, 74.5, 2012-01-03 06:00:00, None, 1.975
None, None, 8.59, None, 71.8, 2012-01-03 07:00:00, None, 2.364
None, None, 10.09, None, 69.32, 2012-01-03 08:00:00, None, 2.564
None, None, 9.08, None, 64.73, 2012-01-03 09:00:00, None, 2.641
None, None, 8.47, None, 62.52, 2012-01-03 10:00:00, None, 2.636
None, None, 8.33, None, 62.16, 2012-01-03 11:00:00, None, 2.938
None, None, 9.43, None, 61.54, 2012-01-03 12:00:00, None, 3.25
None, None, 9.02, None, 59.44, 2012-01-03 13:00:00, None, 3.75
None, None, 9.29, None, 54.71, 2012-01-03 14:00:00, None, 4.902
None, None, 8.89, None, 54.64, 2012-01-03 15:00:00, None, 4.912
None, None, 8.73, None, 55.12, 2012-01-03 16:00:00, None, 4.885
None, None, 8.15, None, 57.8, 2012-01-03 17:00:00, None, 4.552
None, None, 8.77, None, 61.17, 2012-01-03 18:00:00, None, 4.185
None, None, 8.36, None, 63.41, 2012-01-03 19:00:00, None, 4.037
None, None, 8.65, None, 63.59, 2012-01-03 20:00:00, None, 4.284
None, None, 8.19, None, 64.91, 2012-01-03 21:00:00, None, 4.223
None, None, 8.32, None, 67.59, 2012-01-03 22:00:00, None, 3.795
None, None, 8.31, None, 67.79, 2012-01-03 23:00:00, None, 4.122
None, None, 8.81, None, 66.9, 2012-01-04 00:00:00, None, 4.9
None, None, 8.55, None, 68.89, 2012-01-04 01:00:00, None, 4.831
None, None, 9.24, None, 70.1, 2012-01-04 02:00:00, None, 4.642
None, None, 9.46, None, 70.9, 2012-01-04 03:00:00, None, 4.608
None, None, 7.81, None, 73.0, 2012-01-04 04:00:00, None, 4.009
None, None, 7.15, None, 76.5, 2012-01-04 05:00:00, None, 3.46
None, None, 7.0, None, 76.3, 2012-01-04 06:00:00, None, 3.89
None, None, 6.105, None, 73.0, 2012-01-04 07:00:00, None, 4.994
None, None, 6.706, None, 71.7, 2012-01-04 08:00:00, None, 5.266
None, None, 9.3, None, 67.41, 2012-01-04 09:00:00, None, 6.398
None, None, 11.22, None, 65.78, 2012-01-04 10:00:00, None, 6.722
None, None, 11.43, None, 64.96, 2012-01-04 11:00:00, None, 6.828
None, None, 11.3, None, 63.75, 2012-01-04 12:00:00, None, 7.08
