station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 2.469, None, 70.9, 2012-01-01 00:00:00, -7.2
None, None, 2.203, None, 71.9, 2012-01-01 01:00:00, -7.25
None, None, 1.981, None, 70.1, 2012-01-01 02:00:00, -6.446
None, None, 2.495, None, 69.04, 2012-01-01 03:00:00, -5.804
None, None, 3.125, None, 67.99, 2012-01-01 04:00:00, -5.307
None, None, 3.184, None, 65.99, 2012-01-01 05:00:00, -4.893
None, None, 2.63, None, 63.28, 2012-01-01 06:00:00, -4.475
None, None, 3.721, None, 59.48, 2012-01-01 07:00:00, -3.661
None, None, 4.135, None, 56.26, 2012-01-01 08:00:00, -2.867
None, None, 4.213, None, 56.32, 2012-01-01 09:00:00, -2.767
None, None, 6.45, None, 53.01, 2012-01-01 10:00:00, -1.68
None, None, 6.704, None, 52.27, 2012-01-01 11:00:00, -1.131
None, None, 8.09, None, 50.62, 2012-01-01 12:00:00, -0.368999
None, None, 8.69, None, 49.56, 2012-01-01 13:00:00, 0.223
None, None, 8.97, None, 49.51, 2012-01-01 14:00:00, 0.699999
None, None, 8.66, None, 49.92, 2012-01-01 15:00:00, 1.17
None, None, 8.96, None, 50.31, 2012-01-01 16:00:00, 1.51
None, None, 8.45, None, 51.55, 2012-01-01 17:00:00, 1.623
None, None, 8.39, None, 52.88, 2012-01-01 18:00:00, 1.798
None, None, 7.71, None, 54.51, 2012-01-01 19:00:00, 1.962
None, None, 8.31, None, 55.06, 2012-01-01 20:00:00, 2.134
None, None, 7.92, None, 54.62, 2012-01-01 21:00:00, 2.386
None, None, 7.6, None, 54.63, 2012-01-01 22:00:00, 2.473
None, None, 7.12, None, 54.51, 2012-01-01 23:00:00, 2.623
None, None, 7.37, None, 54.63, 2012-01-02 00:00:00, 2.665
None, None, 8.6, None, 54.84, 2012-01-02 01:00:00, 2.585
None, None, 8.28, None, 54.56, 2012-01-02 02:00:00, 2.585
None, None, 6.848, None, 53.79, 2012-01-02 03:00:00, 2.693
None, None, 5.847, None, 52.55, 2012-01-02 04:00:00, 2.925
None, None, 6.537, None, 50.92, 2012-01-02 05:00:00, 3.263
None, None, 6.022, None, 50.78, 2012-01-02 06:00:00, 3.321
None, None, 6.922, None, 50.4, 2012-01-02 07:00:00, 3.516
None, None, 6.542, None, 50.14, 2012-01-02 08:00:00, 3.747
None, None, 6.582, None, 49.82, 2012-01-02 09:00:00, 3.925
None, None, 6.289, None, 49.39, 2012-01-02 10:00:00, 4.226
None, None, 5.281, None, 47.79, 2012-01-02 11:00:00, 4.863
None, None, 3.601, None, 47.05, 2012-01-02 12:00:00, 5.373
None, None, 2.153, None, 46.7, 2012-01-02 13:00:00, 5.985
None, None, 1.284, None, 45.66, 2012-01-02 14:00:00, 6.393
None, None, 2.909, None, 44.85, 2012-01-02 15:00:00, 6.759
None, None, 1.878, None, 47.42, 2012-01-02 16:00:00, 6.291
None, None, 2.372, None, 48.04, 2012-01-02 17:00:00, 6.1
None, None, 2.164, None, 51.37, 2012-01-02 18:00:00, 5.552
None, None, 2.526, None, 51.06, 2012-01-02 19:00:00, 5.636
None, None, 2.289, None, 52.55, 2012-01-02 20:00:00, 5.208
None, None, 2.273, None, 53.96, 2012-01-02 21:00:00, 4.85
None, None, 2.133, None, 57.44, 2012-01-02 22:00:00, 4.152
None, None, 1.971, None, 58.97, 2012-01-02 23:00:00, 3.888
None, None, 2.234, None, 61.66, 2012-01-03 00:00:00, 3.451
None, None, 2.237, None, 64.63, 2012-01-03 01:00:00, 3.001
None, None, 2.475, None, 66.26, 2012-01-03 02:00:00, 2.994
None, None, 2.562, None, 64.53, 2012-01-03 03:00:00, 3.546
None, None, 2.122, None, 66.41, 2012-01-03 04:00:00, 3.092
None, None, 4.001, None, 64.4, 2012-01-03 05:00:00, 3.723
None, None, 3.049, None, 67.24, 2012-01-03 06:00:00, 3.262
None, None, 2.398, None, 68.68, 2012-01-03 07:00:00, 3.277
None, None, 2.293, None, 67.61, 2012-01-03 08:00:00, 3.791
None, None, 2.853, None, 64.88, 2012-01-03 09:00:00, 4.472
None, None, 3.86, None, 58.28, 2012-01-03 10:00:00, 5.346
None, None, 4.312, None, 52.67, 2012-01-03 11:00:00, 6.034
None, None, 6.306, None, 48.3, 2012-01-03 12:00:00, 7.05
None, None, 5.311, None, 49.1, 2012-01-03 13:00:00, 7.26
None, None, 6.538, None, 48.86, 2012-01-03 14:00:00, 7.52
None, None, 6.184, None, 48.46, 2012-01-03 15:00:00, 7.66
None, None, 6.321, None, 48.02, 2012-01-03 16:00:00, 7.81
None, None, 5.944, None, 48.65, 2012-01-03 17:00:00, 7.65
None, None, 6.385, None, 49.47, 2012-01-03 18:00:00, 7.59
None, None, 6.498, None, 51.76, 2012-01-03 19:00:00, 7.27
None, None, 6.045, None, 54.02, 2012-01-03 20:00:00, 6.948
None, None, 6.434, None, 55.55, 2012-01-03 21:00:00, 6.839
None, None, 5.86, None, 56.67, 2012-01-03 22:00:00, 6.822
None, None, 6.549, None, 57.27, 2012-01-03 23:00:00, 6.924
None, None, 6.516, None, 58.09, 2012-01-04 00:00:00, 7.04
None, None, 5.964, None, 59.12, 2012-01-04 01:00:00, 7.21
None, None, 6.0, None, 60.46, 2012-01-04 02:00:00, 7.34
None, None, 5.964, None, 61.45, 2012-01-04 03:00:00, 7.33
None, None, 5.334, None, 61.51, 2012-01-04 04:00:00, 7.32
None, None, 3.989, None, 61.61, 2012-01-04 05:00:00, 7.26
None, None, 2.632, None, 62.51, 2012-01-04 06:00:00, 7.19
None, None, 1.987, None, 64.71, 2012-01-04 07:00:00, 6.844
None, None, 1.699, None, 66.32, 2012-01-04 08:00:00, 6.682
None, None, 2.077, None, 64.03, 2012-01-04 09:00:00, 7.49
None, None, 1.251, None, 65.61, 2012-01-04 10:00:00, 7.16
None, None, 0.797999, None, 65.51, 2012-01-04 11:00:00, 7.29
None, None, 1.38, None, 63.84, 2012-01-04 12:00:00, 7.8
None, None, 1.51, None, 59.9, 2012-01-04 13:00:00, 8.81
None, None, 1.205, None, 57.62, 2012-01-04 14:00:00, 9.54
None, None, 2.701, None, 48.1, 2012-01-04 15:00:00, 10.83
None, None, 1.194, None, 53.72, 2012-01-04 16:00:00, 9.55
None, None, 1.86, None, 59.8, 2012-01-04 17:00:00, 7.87
None, None, 1.207, None, 63.44, 2012-01-04 18:00:00, 6.796
None, None, 1.39, None, 65.58, 2012-01-04 19:00:00, 6.166
None, None, 1.731, None, 69.95, 2012-01-04 20:00:00, 5.043
None, None, 1.549, None, 69.72, 2012-01-04 21:00:00, 5.437
None, None, 2.818, None, 77.2, 2012-01-04 22:00:00, 5.832
None, None, 0.944999, None, 80.9, 2012-01-04 23:00:00, 5.203
None, None, 1.962, None, 83.4, 2012-01-05 00:00:00, 4.035
None, None, 2.202, None, 87.2, 2012-01-05 01:00:00, 2.731
None, None, 2.596, None, 90.2, 2012-01-05 02:00:00, 2.252
None, None, 2.613, None, 91.4, 2012-01-05 03:00:00, 1.371
None, None, 2.154, None, 93.1, 2012-01-05 04:00:00, 0.495
None, None, 2.789, None, 94.4, 2012-01-05 05:00:00, -0.017
None, None, 1.729, None, 93.2, 2012-01-05 06:00:00, -0.351999
