station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, 1.023, 85.9, 2012-01-03 10:00:00, 2.376
None, None, 1.334, 82.5, 2012-01-03 11:00:00, 3.286
None, None, 0.987999, 78.9, 2012-01-03 12:00:00, 4.084
None, None, 0.889999, 81.0, 2012-01-03 13:00:00, 4.003
None, None, 0.861, 84.0, 2012-01-03 14:00:00, 3.953
None, None, 0.842, 78.8, 2012-01-03 15:00:00, 4.51
None, None, 0.740999, 81.1, 2012-01-03 16:00:00, 4.415
None, None, 0.763999, 85.8, 2012-01-03 17:00:00, 3.431
None, None, 0.741999, 89.7, 2012-01-03 18:00:00, 2.739
None, None, 1.117, 91.6, 2012-01-03 19:00:00, 2.311
None, None, 0.890999, 92.4, 2012-01-03 20:00:00, 2.013
None, None, 0.625, 94.1, 2012-01-03 21:00:00, 1.792
None, None, 0.643999, 96.4, 2012-01-03 22:00:00, 1.61
None, None, 0.851999, 97.7, 2012-01-03 23:00:00, 1.504
None, None, 0.79, 98.7, 2012-01-04 00:00:00, 1.451
None, None, 0.771, 99.3, 2012-01-04 01:00:00, 1.345
None, None, 1.008, 99.4, 2012-01-04 02:00:00, 1.249
None, None, 0.922999, 99.8, 2012-01-04 03:00:00, 1.126
None, None, 0.723999, 100.0, 2012-01-04 04:00:00, 0.86
None, None, 0.542999, 100.0, 2012-01-04 05:00:00, 0.843999
None, None, 1.152, 100.0, 2012-01-04 06:00:00, 0.949999
None, None, 1.695, 100.0, 2012-01-04 07:00:00, 1.089
None, None, 2.217, 99.4, 2012-01-04 08:00:00, 1.096
None, None, 2.054, 99.8, 2012-01-04 09:00:00, 0.382999
None, None, 2.329, 98.0, 2012-01-04 10:00:00, 0.596
None, None, 0.967999, 99.1, 2012-01-04 11:00:00, 1.588
None, None, 1.423, 93.7, 2012-01-04 12:00:00, 3.562
None, None, 1.139, 87.4, 2012-01-04 13:00:00, 4.898
None, None, 1.219, 92.5, 2012-01-04 14:00:00, 4.165
None, None, 0.921999, 86.1, 2012-01-04 15:00:00, 5.159
None, None, 1.038, 88.8, 2012-01-04 16:00:00, 4.682
None, None, 1.417, 93.0, 2012-01-04 17:00:00, 3.829
None, None, 1.375, 87.1, 2012-01-04 18:00:00, 4.486
None, None, 1.367, 92.0, 2012-01-04 19:00:00, 3.474
None, None, 1.611, 90.4, 2012-01-04 20:00:00, 3.672
None, None, 1.362, 88.5, 2012-01-04 21:00:00, 3.829
None, None, 1.775, 68.44, 2012-01-04 22:00:00, 6.967
None, None, 1.839, 67.98, 2012-01-04 23:00:00, 8.49
None, None, 2.231, 70.4, 2012-01-05 00:00:00, 8.22
None, None, 1.845, 67.76, 2012-01-05 01:00:00, 8.9
None, None, 2.341, 70.0, 2012-01-05 02:00:00, 8.64
None, None, 2.905, 60.52, 2012-01-05 03:00:00, 9.11
None, None, 3.728, 54.25, 2012-01-05 04:00:00, 9.03
None, None, 4.008, 47.76, 2012-01-05 05:00:00, 8.78
None, None, 3.995, 46.64, 2012-01-05 06:00:00, 8.41
None, None, 3.82, 45.78, 2012-01-05 07:00:00, 8.06
None, None, 2.393, 47.63, 2012-01-05 08:00:00, 7.55
None, None, 4.593, 52.97, 2012-01-05 09:00:00, 6.877
None, None, 3.374, 49.34, 2012-01-05 10:00:00, 6.989
None, None, 3.044, 45.6, 2012-01-05 11:00:00, 7.2
None, None, 3.505, 42.2, 2012-01-05 12:00:00, 7.81
None, None, 5.02, 39.76, 2012-01-05 13:00:00, 8.41
None, None, 4.837, 67.58, 2012-01-05 14:00:00, 5.333
None, None, 2.932, 70.6, 2012-01-05 15:00:00, 4.981
None, None, 2.258, 61.18, 2012-01-05 16:00:00, 5.274
None, None, 2.588, 53.07, 2012-01-05 17:00:00, 5.407
None, None, 2.053, 65.7, 2012-01-05 18:00:00, 4.229
None, None, 1.529, 65.9, 2012-01-05 19:00:00, 3.903
None, None, 2.169, 66.53, 2012-01-05 20:00:00, 3.604
None, None, 1.788, 64.17, 2012-01-05 21:00:00, 3.953
None, None, 1.738, 65.73, 2012-01-05 22:00:00, 3.318
None, None, 1.867, 59.95, 2012-01-05 23:00:00, 3.079
None, None, 1.439, 56.19, 2012-01-06 00:00:00, 3.08
None, None, 1.898, 57.7, 2012-01-06 01:00:00, 2.388
None, None, 2.052, 55.52, 2012-01-06 02:00:00, 2.631
None, None, 2.209, 58.92, 2012-01-06 03:00:00, 1.943
None, None, 1.716, 60.78, 2012-01-06 04:00:00, 1.654
None, None, 1.025, 66.45, 2012-01-06 05:00:00, 0.749
None, None, 0.968999, 73.6, 2012-01-06 06:00:00, -0.446999
None, None, 0.612999, 73.2, 2012-01-06 07:00:00, -0.204999
None, None, 1.067, 73.6, 2012-01-06 08:00:00, -0.163
None, None, 2.145, 78.8, 2012-01-06 09:00:00, -1.104
None, None, 1.569, 73.9, 2012-01-06 10:00:00, 0.287
None, None, 1.665, 72.1, 2012-01-06 11:00:00, 0.98
None, None, 1.075, 74.7, 2012-01-06 12:00:00, 1.29
None, None, 1.517, 71.7, 2012-01-06 13:00:00, 1.829
None, None, 3.408, 62.86, 2012-01-06 14:00:00, 2.814
None, None, 2.767, 62.24, 2012-01-06 15:00:00, 2.731
None, None, 2.182, 66.82, 2012-01-06 16:00:00, 2.153
None, None, 2.289, 69.08, 2012-01-06 17:00:00, 1.495
None, None, 2.086, 66.64, 2012-01-06 18:00:00, 1.38
None, None, 2.158, 66.3, 2012-01-06 19:00:00, 0.856
None, None, 1.829, 65.17, 2012-01-06 20:00:00, 0.372
None, None, 2.018, 71.2, 2012-01-06 21:00:00, -0.625
None, None, 2.393, 76.5, 2012-01-06 22:00:00, -1.374
None, None, 1.855, 77.5, 2012-01-06 23:00:00, -1.713
None, None, 0.898999, 78.7, 2012-01-07 00:00:00, -2.128
None, None, 0.713999, 78.7, 2012-01-07 01:00:00, -2.334
None, None, 0.744, 77.1, 2012-01-07 02:00:00, -2.264
None, None, 0.709999, 79.0, 2012-01-07 03:00:00, -2.913
None, None, 1.302, 79.3, 2012-01-07 04:00:00, -3.102
None, None, 1.084, 80.6, 2012-01-07 05:00:00, -3.696
None, None, 1.277, 80.6, 2012-01-07 06:00:00, -3.499
None, None, 0.884, 83.5, 2012-01-07 07:00:00, -3.816
None, None, 1.934, 81.5, 2012-01-07 08:00:00, -3.644
None, None, 0.712, 82.4, 2012-01-07 09:00:00, -3.621
None, None, 0.855, 77.6, 2012-01-07 10:00:00, -2.409
None, None, 0.582, 73.9, 2012-01-07 11:00:00, -0.919
None, None, 0.492, 67.71, 2012-01-07 12:00:00, 0.693
None, None, 1.179, 74.3, 2012-01-07 13:00:00, 0.114
None, None, 1.503, 77.0, 2012-01-07 14:00:00, 0.097999
None, None, 1.446, 76.2, 2012-01-07 15:00:00, 0.082999
None, None, 0.663999, 73.9, 2012-01-07 16:00:00, 0.485
None, None, 1.544, 70.6, 2012-01-07 17:00:00, 0.786
None, None, 1.953, 69.16, 2012-01-07 18:00:00, 0.838999
None, None, 2.249, 69.84, 2012-01-07 19:00:00, 0.869
None, None, 1.414, 71.3, 2012-01-07 20:00:00, 0.726999
None, None, 1.112, 71.9, 2012-01-07 21:00:00, 0.726
None, None, 0.653999, 74.6, 2012-01-07 22:00:00, 0.551999
None, None, 0.744, 79.7, 2012-01-07 23:00:00, 0.186
None, None, 0.684, 81.1, 2012-01-08 00:00:00, 0.18
None, None, 0.856999, 82.5, 2012-01-08 01:00:00, 0.228
None, None, 1.354, 81.5, 2012-01-08 02:00:00, 0.356999
None, None, 0.785, 84.6, 2012-01-08 03:00:00, -0.122
None, None, 0.375, 86.2, 2012-01-08 04:00:00, -0.432
None, None, 0.598999, 86.4, 2012-01-08 05:00:00, -0.388999
None, None, 0.321, 87.7, 2012-01-08 06:00:00, -0.517
None, None, 0.467, 87.3, 2012-01-08 07:00:00, -0.509999
None, None, 0.683, 87.7, 2012-01-08 08:00:00, -0.416
None, None, 0.774999, 86.7, 2012-01-08 09:00:00, -0.217999
None, None, 0.625, 86.1, 2012-01-08 10:00:00, -0.026
None, None, 0.693, 85.1, 2012-01-08 11:00:00, 0.533999
None, None, 0.453, 84.1, 2012-01-08 12:00:00, 0.994
None, None, 0.291999, 84.3, 2012-01-08 13:00:00, 1.154
None, None, 0.564, 83.3, 2012-01-08 14:00:00, 1.553
None, None, 0.527, 85.5, 2012-01-08 15:00:00, 1.385
None, None, 0.545, 84.1, 2012-01-08 16:00:00, 1.745
None, None, 0.804, 85.7, 2012-01-08 17:00:00, 1.543
None, None, 0.671999, 85.9, 2012-01-08 18:00:00, 1.543
None, None, 0.824, 85.6, 2012-01-08 19:00:00, 1.569
None, None, 2.595, 82.8, 2012-01-08 20:00:00, 2.042
None, None, 1.733, 82.8, 2012-01-08 21:00:00, 2.116
None, None, 0.657999, 82.0, 2012-01-08 22:00:00, 2.281
None, None, 0.490999, 78.1, 2012-01-08 23:00:00, 2.824
None, None, 0.694, 77.2, 2012-01-09 00:00:00, 2.959
None, None, 1.48, 80.2, 2012-01-09 01:00:00, 2.548
None, None, 1.078, 82.7, 2012-01-09 02:00:00, 2.201
None, None, 1.363, 86.0, 2012-01-09 03:00:00, 1.693
None, None, 1.032, 85.9, 2012-01-09 04:00:00, 1.792
None, None, 0.759, 86.7, 2012-01-09 05:00:00, 1.61
None, None, 1.854, 89.0, 2012-01-09 06:00:00, 1.029
None, None, 1.364, 87.3, 2012-01-09 07:00:00, 1.079
None, None, 1.182, 87.5, 2012-01-09 08:00:00, 0.845
None, None, 1.358, 89.2, 2012-01-09 09:00:00, 0.54
None, None, 1.017, 83.0, 2012-01-09 10:00:00, 1.759
None, None, 0.885999, 78.4, 2012-01-09 11:00:00, 3.026
None, None, 1.442, 77.2, 2012-01-09 12:00:00, 3.341
None, None, 1.236, 73.9, 2012-01-09 13:00:00, 4.24
None, None, 0.611, 70.7, 2012-01-09 14:00:00, 5.006
None, None, 1.17, 66.47, 2012-01-09 15:00:00, 5.681
None, None, 1.012, 61.61, 2012-01-09 16:00:00, 6.188
None, None, 0.856, 60.89, 2012-01-09 17:00:00, 6.012
None, None, 0.938, 63.79, 2012-01-09 18:00:00, 5.401
None, None, 1.071, 69.04, 2012-01-09 19:00:00, 4.506
None, None, 0.958, 66.51, 2012-01-09 20:00:00, 4.933
None, None, 1.883, 74.1, 2012-01-09 21:00:00, 3.645
None, None, 2.744, 73.1, 2012-01-09 22:00:00, 3.959
None, None, 3.483, 79.1, 2012-01-09 23:00:00, 4.619
None, None, 1.937, 86.9, 2012-01-10 00:00:00, 3.889
None, None, 1.072, 91.1, 2012-01-10 01:00:00, 3.281
None, None, 0.647, 94.4, 2012-01-10 02:00:00, 2.501
None, None, 0.916, 96.5, 2012-01-10 03:00:00, 2.088
None, None, 0.779999, 97.5, 2012-01-10 04:00:00, 1.821
None, None, 0.721, 98.4, 2012-01-10 05:00:00, 1.557
None, None, 1.039, 98.6, 2012-01-10 06:00:00, 1.6
None, None, 1.295, 97.0, 2012-01-10 07:00:00, 1.761
None, None, 1.874, 94.0, 2012-01-10 08:00:00, 2.0
None, None, 1.069, 91.3, 2012-01-10 09:00:00, 1.954
None, None, 2.918, 66.42, 2012-01-10 10:00:00, 2.316
None, None, 3.056, 46.44, 2012-01-10 11:00:00, 2.606
None, None, 4.501, 40.77, 2012-01-10 12:00:00, 2.385
None, None, 6.308, 39.1, 2012-01-10 13:00:00, 1.979
None, None, 6.987, 39.17, 2012-01-10 14:00:00, 1.715
None, None, 6.369, 39.02, 2012-01-10 15:00:00, 1.553
None, None, 6.233, 38.42, 2012-01-10 16:00:00, 0.824
None, None, 4.558, 40.38, 2012-01-10 17:00:00, 0.098999
None, None, 3.989, 41.83, 2012-01-10 18:00:00, -0.31
None, None, 3.849, 42.66, 2012-01-10 19:00:00, -0.549
None, None, 3.579, 44.56, 2012-01-10 20:00:00, -0.879999
None, None, 4.351, 46.23, 2012-01-10 21:00:00, -1.171
None, None, 3.236, 48.69, 2012-01-10 22:00:00, -1.608
None, None, 1.324, 55.58, 2012-01-10 23:00:00, -2.975
None, None, 0.954999, 57.66, 2012-01-11 00:00:00, -4.095
None, None, 1.384, 56.28, 2012-01-11 01:00:00, -4.173
None, None, 0.662999, 59.14, 2012-01-11 02:00:00, -4.626
None, None, 0.338999, 66.26, 2012-01-11 03:00:00, -5.538
None, None, 1.027, 68.8, 2012-01-11 04:00:00, -5.976
None, None, 0.555, 72.3, 2012-01-11 05:00:00, -6.559
None, None, 0.866999, 71.3, 2012-01-11 06:00:00, -6.625
None, None, 0.550999, 73.6, 2012-01-11 07:00:00, -6.777
None, None, 0.957, 75.9, 2012-01-11 08:00:00, -7.21
None, None, 0.856, 68.91, 2012-01-11 09:00:00, -6.446
None, None, 1.151, 74.2, 2012-01-11 10:00:00, -6.081
None, None, 1.176, 65.42, 2012-01-11 11:00:00, -4.871
None, None, 0.926999, 62.1, 2012-01-11 12:00:00, -4.097
None, None, 0.976, 62.08, 2012-01-11 13:00:00, -3.596
None, None, 1.139, 60.16, 2012-01-11 14:00:00, -3.083
None, None, 0.884999, 57.61, 2012-01-11 15:00:00, -2.505
None, None, 1.221, 59.85, 2012-01-11 16:00:00, -3.273
None, None, 1.769, 66.86, 2012-01-11 17:00:00, -4.361
None, None, 1.33, 70.2, 2012-01-11 18:00:00, -5.192
None, None, 1.108, 75.0, 2012-01-11 19:00:00, -6.046
None, None, 0.796999, 73.8, 2012-01-11 20:00:00, -5.648
None, None, 0.591, 72.6, 2012-01-11 21:00:00, -5.616
None, None, 1.005, 74.7, 2012-01-11 22:00:00, -5.793
None, None, 0.349999, 73.5, 2012-01-11 23:00:00, -5.57
None, None, 0.829999, 73.4, 2012-01-12 00:00:00, -5.819
None, None, 0.802999, 77.7, 2012-01-12 01:00:00, -6.557
None, None, 0.986, 77.7, 2012-01-12 02:00:00, -6.802
None, None, 0.676999, 78.6, 2012-01-12 03:00:00, -6.795
None, None, 0.814999, 79.1, 2012-01-12 04:00:00, -6.855
None, None, 0.418999, 81.3, 2012-01-12 05:00:00, -6.822
None, None, 0.358999, 83.5, 2012-01-12 06:00:00, -6.546
None, None, 0.750999, 83.4, 2012-01-12 07:00:00, -6.553
None, None, 0.897, 73.5, 2012-01-12 08:00:00, -6.283
None, None, 0.880999, 67.62, 2012-01-12 09:00:00, -5.675
None, None, 1.766, 66.62, 2012-01-12 10:00:00, -5.307
None, None, 2.202, 66.28, 2012-01-12 11:00:00, -5.23
None, None, 1.901, 65.58, 2012-01-12 12:00:00, -4.784
None, None, 1.721, 67.93, 2012-01-12 13:00:00, -4.494
None, None, 1.76, 68.17, 2012-01-12 14:00:00, -3.923
None, None, 0.855, 67.44, 2012-01-12 15:00:00, -3.543
None, None, 0.73, 69.81, 2012-01-12 16:00:00, -3.608
None, None, 0.792999, 72.8, 2012-01-12 17:00:00, -4.126
None, None, 0.649999, 78.7, 2012-01-12 18:00:00, -5.249
None, None, 0.570999, 79.9, 2012-01-12 19:00:00, -5.47
None, None, 0.435999, 80.2, 2012-01-12 20:00:00, -5.556
None, None, 0.577, 80.8, 2012-01-12 21:00:00, -5.876
None, None, 0.892, 83.7, 2012-01-12 22:00:00, -6.589
None, None, 0.713999, 82.7, 2012-01-12 23:00:00, -6.197
None, None, 1.121, 82.5, 2012-01-13 00:00:00, -6.493
None, None, 1.243, 84.1, 2012-01-13 01:00:00, -7.04
None, None, 0.774999, 84.0, 2012-01-13 02:00:00, -7.28
None, None, 0.92, 81.7, 2012-01-13 03:00:00, -7.51
None, None, 0.365999, 86.4, 2012-01-13 04:00:00, -8.13
None, None, 0.574, 82.7, 2012-01-13 05:00:00, -7.73
None, None, 1.157, 81.7, 2012-01-13 06:00:00, -8.18
None, None, 0.939, 80.8, 2012-01-13 07:00:00, -7.77
None, None, 0.73, 79.3, 2012-01-13 08:00:00, -7.49
None, None, 0.606999, 78.1, 2012-01-13 09:00:00, -6.891
None, None, 0.550999, 73.5, 2012-01-13 10:00:00, -5.568
None, None, 0.750999, 76.5, 2012-01-13 11:00:00, -6.064
None, None, 0.938, 70.1, 2012-01-13 12:00:00, -4.321
None, None, 1.17, 68.0, 2012-01-13 13:00:00, -2.847
None, None, 1.636, 66.82, 2012-01-13 14:00:00, -2.281
None, None, 2.479, 68.28, 2012-01-13 15:00:00, -2.097
None, None, 2.462, 71.8, 2012-01-13 16:00:00, -2.696
None, None, 1.797, 75.6, 2012-01-13 17:00:00, -3.27
None, None, 1.024, 76.8, 2012-01-13 18:00:00, -3.426
None, None, 0.662999, 78.5, 2012-01-13 19:00:00, -3.577
None, None, 0.712999, 79.5, 2012-01-13 20:00:00, -3.804
None, None, 0.987999, 81.0, 2012-01-13 21:00:00, -4.241
None, None, 0.963999, 79.5, 2012-01-13 22:00:00, -4.149
None, None, 1.44, 79.1, 2012-01-13 23:00:00, -4.552
None, None, 1.344, 77.8, 2012-01-14 00:00:00, -4.308
None, None, 1.347, 77.8, 2012-01-14 01:00:00, -4.19
None, None, 0.912999, 91.5, 2012-01-14 02:00:00, -4.675
None, None, 0.823, 94.7, 2012-01-14 03:00:00, -4.675
None, None, 2.543, 88.9, 2012-01-14 04:00:00, -3.987
None, None, 2.223, 88.8, 2012-01-14 05:00:00, -4.05
None, None, 2.471, 88.8, 2012-01-14 06:00:00, -4.175
None, None, 1.797, 87.6, 2012-01-14 07:00:00, -3.865
None, None, 0.703, 88.7, 2012-01-14 08:00:00, -4.22
None, None, 1.773, 90.0, 2012-01-14 09:00:00, -4.285
None, None, 1.809, 88.7, 2012-01-14 10:00:00, -3.758
None, None, 2.265, 87.8, 2012-01-14 11:00:00, -3.194
None, None, 0.739, 86.5, 2012-01-14 12:00:00, -2.638
None, None, 1.147, 83.9, 2012-01-14 13:00:00, -1.95
None, None, 0.889999, 79.4, 2012-01-14 14:00:00, -0.674
None, None, 1.253, 74.6, 2012-01-14 15:00:00, 0.643999
None, None, 1.116, 66.07, 2012-01-14 16:00:00, 2.319
None, None, 1.061, 72.4, 2012-01-14 17:00:00, 1.647
None, None, 2.869, 85.1, 2012-01-14 18:00:00, 0.936999
None, None, 2.579, 78.7, 2012-01-14 19:00:00, 1.463
None, None, 2.191, 78.8, 2012-01-14 20:00:00, 1.477
None, None, 2.689, 66.83, 2012-01-14 21:00:00, 1.405
None, None, 3.455, 45.3, 2012-01-14 22:00:00, 1.476
None, None, 1.996, 48.85, 2012-01-14 23:00:00, 0.261999
None, None, 2.136, 44.93, 2012-01-15 00:00:00, -0.386
None, None, 2.098, 38.75, 2012-01-15 01:00:00, -0.762
None, None, 2.276, 46.05, 2012-01-15 02:00:00, -1.691
None, None, 2.736, 67.22, 2012-01-15 03:00:00, -2.59
None, None, 1.254, 67.96, 2012-01-15 04:00:00, -2.527
None, None, 1.869, 70.0, 2012-01-15 05:00:00, -3.027
None, None, 2.405, 71.8, 2012-01-15 06:00:00, -3.802
None, None, 1.773, 71.3, 2012-01-15 07:00:00, -4.059
None, None, 0.75, 74.7, 2012-01-15 08:00:00, -5.119
None, None, 0.625, 75.8, 2012-01-15 09:00:00, -5.244
None, None, 1.671, 67.9, 2012-01-15 10:00:00, -3.816
None, None, 1.481, 64.4, 2012-01-15 11:00:00, -2.73
None, None, 2.045, 57.78, 2012-01-15 12:00:00, -1.602
None, None, 2.934, 53.92, 2012-01-15 13:00:00, -1.032
None, None, 2.679, 51.81, 2012-01-15 14:00:00, -0.760999
None, None, 2.817, 50.82, 2012-01-15 15:00:00, -0.629999
None, None, 2.337, 51.84, 2012-01-15 16:00:00, -1.596
None, None, 1.337, 54.32, 2012-01-15 17:00:00, -2.419
None, None, 1.787, 57.97, 2012-01-15 18:00:00, -2.849
None, None, 1.826, 60.81, 2012-01-15 19:00:00, -3.666
None, None, 1.033, 63.88, 2012-01-15 20:00:00, -4.344
None, None, 1.076, 66.92, 2012-01-15 21:00:00, -4.392
None, None, 1.91, 89.5, 2012-01-15 22:00:00, -5.588
None, None, 0.954999, 92.7, 2012-01-15 23:00:00, -6.353
None, None, 1.004, 92.3, 2012-01-16 00:00:00, -6.84
None, None, 1.111, 91.8, 2012-01-16 01:00:00, -6.968
None, None, 0.943, 93.7, 2012-01-16 02:00:00, -7.63
None, None, 0.619, 91.0, 2012-01-16 03:00:00, -7.49
None, None, 1.129, 92.7, 2012-01-16 04:00:00, -7.92
None, None, 0.804, 92.6, 2012-01-16 05:00:00, -8.64
None, None, 0.549, 91.8, 2012-01-16 06:00:00, -8.55
None, None, 0.644999, 90.1, 2012-01-16 07:00:00, -8.13
None, None, 1.196, 88.5, 2012-01-16 08:00:00, -7.92
None, None, 1.543, 82.7, 2012-01-16 09:00:00, -8.31
None, None, 1.415, 77.1, 2012-01-16 10:00:00, -7.64
None, None, 1.639, 74.9, 2012-01-16 11:00:00, -6.551
None, None, 1.813, 75.5, 2012-01-16 12:00:00, -6.035
None, None, 2.533, 77.1, 2012-01-16 13:00:00, -4.634
None, None, 2.571, 64.46, 2012-01-16 14:00:00, -3.077
None, None, 3.525, 59.21, 2012-01-16 15:00:00, -2.834
None, None, 4.292, 68.71, 2012-01-16 16:00:00, -3.237
None, None, 4.15, 66.16, 2012-01-16 17:00:00, -3.626
None, None, 3.207, 57.97, 2012-01-16 18:00:00, -3.613
None, None, 2.487, 62.29, 2012-01-16 19:00:00, -3.943
None, None, 3.238, 69.51, 2012-01-16 20:00:00, -4.156
None, None, 3.869, 80.9, 2012-01-16 21:00:00, -4.465
None, None, 4.623, 83.1, 2012-01-16 22:00:00, -4.338
None, None, 3.509, 82.4, 2012-01-16 23:00:00, -3.967
None, None, 1.928, 80.5, 2012-01-17 00:00:00, -3.571
None, None, 1.097, 82.8, 2012-01-17 01:00:00, -3.657
None, None, 1.201, 84.6, 2012-01-17 02:00:00, -3.743
None, None, 2.288, 83.9, 2012-01-17 03:00:00, -3.444
None, None, 1.883, 82.3, 2012-01-17 04:00:00, -3.168
None, None, 1.99, 85.0, 2012-01-17 05:00:00, -3.122
None, None, 2.271, 84.1, 2012-01-17 06:00:00, -2.905
None, None, 2.869, 71.1, 2012-01-17 07:00:00, -1.722
None, None, 2.128, 77.0, 2012-01-17 08:00:00, -1.987
None, None, 2.363, 75.2, 2012-01-17 09:00:00, -1.647
None, None, 2.471, 74.2, 2012-01-17 10:00:00, -1.342
None, None, 2.76, 81.2, 2012-01-17 11:00:00, -1.653
None, None, 3.62, 82.0, 2012-01-17 12:00:00, -1.453
None, None, 3.833, 79.8, 2012-01-17 13:00:00, -1.082
None, None, 3.157, 77.5, 2012-01-17 14:00:00, -0.663999
None, None, 2.681, 75.0, 2012-01-17 15:00:00, -0.425
None, None, 3.15, 88.3, 2012-01-17 16:00:00, -1.583
None, None, 2.949, 94.8, 2012-01-17 17:00:00, -2.194
None, None, 1.714, 91.6, 2012-01-17 18:00:00, -2.884
None, None, 1.831, 85.7, 2012-01-17 19:00:00, -2.884
None, None, 1.109, 79.8, 2012-01-17 20:00:00, -3.579
None, None, 1.73, 75.0, 2012-01-17 21:00:00, -4.606
None, None, 1.277, 72.1, 2012-01-17 22:00:00, -5.005
None, None, 0.925, 68.02, 2012-01-17 23:00:00, -5.043
None, None, 0.623, 61.05, 2012-01-18 00:00:00, -4.942
None, None, 1.331, 61.7, 2012-01-18 01:00:00, -5.203
None, None, 0.97, 63.8, 2012-01-18 02:00:00, -6.048
None, None, 1.252, 60.5, 2012-01-18 03:00:00, -5.92
None, None, 1.11, 64.14, 2012-01-18 04:00:00, -6.362
None, None, 0.852999, 70.7, 2012-01-18 05:00:00, -7.18
None, None, 1.206, 69.12, 2012-01-18 06:00:00, -7.11
None, None, 1.973, 71.5, 2012-01-18 07:00:00, -8.27
