station_observations
WDIR_VECT, BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, None, None, 0.749226, None, 81.4643, 2012-01-01 00:00:00, -1.90264
None, None, None, 0.840248, None, 80.5306, 2012-01-01 01:00:00, -1.70059
None, None, None, 0.818346, None, 82.7041, 2012-01-01 02:00:00, -1.69891
None, None, None, 0.758897, None, 80.9021, 2012-01-01 03:00:00, -1.442
None, None, None, 3.06944, None, 77.5176, 2012-01-01 04:00:00, -0.672841
None, None, None, 1.77892, None, 75.6063, 2012-01-01 05:00:00, -0.508647
None, None, None, 1.10052, None, 80.0902, 2012-01-01 06:00:00, -0.584301
None, None, None, 0.563199, None, 80.7125, 2012-01-01 07:00:00, -0.386561
None, None, None, 1.05614, None, 82.7367, 2012-01-01 08:00:00, -0.270207
None, None, None, 0.703715, None, 84.0877, 2012-01-01 09:00:00, -0.244805
None, None, None, 3.45429, None, 74.5348, 2012-01-01 10:00:00, 0.829166
None, None, None, 3.46596, None, 74.0733, 2012-01-01 11:00:00, 0.92288
None, None, None, 3.36725, None, 72.64, 2012-01-01 12:00:00, 1.38975
None, None, None, 2.94571, None, 72.0004, 2012-01-01 13:00:00, 1.8289
None, None, None, 3.12804, None, 71.4371, 2012-01-01 14:00:00, 2.03025
None, None, None, 2.88114, None, 71.288, 2012-01-01 15:00:00, 2.23087
None, None, None, 3.08907, None, 73.0015, 2012-01-01 16:00:00, 1.97497
None, None, None, 3.00231, None, 75.589, 2012-01-01 17:00:00, 1.59296
None, None, None, 3.11979, None, 77.3422, 2012-01-01 18:00:00, 1.32017
None, None, None, 2.88825, None, 75.3706, 2012-01-01 19:00:00, 1.34557
None, None, None, 3.60818, None, 77.9235, 2012-01-01 20:00:00, 0.838868
None, None, None, 3.49838, None, 78.6892, 2012-01-01 21:00:00, 0.758206
None, None, None, 3.52284, None, 73.167, 2012-01-01 22:00:00, 1.1284
None, None, None, 4.33436, None, 82.4828, 2012-01-01 23:00:00, -0.257952
None, None, None, 4.45611, None, 82.6161, 2012-01-02 00:00:00, -0.326379
None, None, None, 4.05163, None, 81.5772, 2012-01-02 01:00:00, -0.369255
None, None, None, 4.18958, None, 79.7017, 2012-01-02 02:00:00, -0.162819
None, None, None, 4.13355, None, 77.7385, 2012-01-02 03:00:00, -0.343492
None, None, None, 3.40707, None, 79.251, 2012-01-02 04:00:00, -0.584889
None, None, None, 2.46699, None, 82.886, 2012-01-02 05:00:00, -1.25636
None, None, None, 1.44498, None, 84.5427, 2012-01-02 06:00:00, -1.81811
None, None, None, 1.28114, None, 85.3985, 2012-01-02 07:00:00, -2.06449
