AirTemperature,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
8.7,0.0, 31.9,2017-10-22 00:00:00, 241.0,99.0,43
8.8,1.016, 29.8,2017-10-22 00:15:00, 242.0,100.0,43
8.8,0.762, 31.7,2017-10-22 00:30:00, 239.0,100.0,43
8.1,0.762, 36.6,2017-10-22 00:45:00, 239.0,100.0,43
7.8,0.254, 35.8,2017-10-22 01:00:00, 243.0,100.0,43
7.2,0.0, 36.1,2017-10-22 01:15:00, 244.0,100.0,43
7.3,0.254, 33.3,2017-10-22 01:30:00, 248.0,100.0,43
7.3,0.0, 29.2,2017-10-22 01:45:00, 243.0,100.0,43
7.5,0.0, 29.0,2017-10-22 02:00:00, 237.0,100.0,43
7.6,0.254, 36.0,2017-10-22 02:15:00, 240.0,100.0,43
7.6,0.0, 36.0,2017-10-22 02:30:00, 239.0,100.0,43
7.2,0.0, 37.9,2017-10-22 02:45:00, 242.0,100.0,43
7.1,0.0, 35.5,2017-10-22 03:00:00, 241.0,100.0,43
7.1,0.0, 35.7,2017-10-22 03:15:00, 244.0,100.0,43
7.2,0.0, 36.1,2017-10-22 03:30:00, 242.0,100.0,43
7.3,0.0, 34.1,2017-10-22 03:45:00, 243.0,100.0,43
7.3,0.0, 34.7,2017-10-22 04:00:00, 237.0,100.0,43
7.3,0.0, 38.9,2017-10-22 04:15:00, 233.0,100.0,43
7.1,0.0, 38.9,2017-10-22 04:30:00, 238.0,99.0,43
6.9,0.0, 35.5,2017-10-22 04:45:00, 237.0,100.0,43
6.9,0.0, 35.0,2017-10-22 05:00:00, 236.0,100.0,43
6.8,0.0, 38.5,2017-10-22 05:15:00, 240.0,100.0,43
6.8,0.0, 35.7,2017-10-22 05:30:00, 241.0,100.0,43
6.7,0.0, 37.0,2017-10-22 05:45:00, 240.0,100.0,43
6.9,0.0, 33.9,2017-10-22 06:00:00, 230.0,100.0,43
6.9,0.0, 28.6,2017-10-22 06:15:00, 233.0,100.0,43
6.9,0.0, 29.8,2017-10-22 06:30:00, 239.0,100.0,43
6.1,0.762, 39.3,2017-10-22 06:45:00, 244.0,96.0,43
5.6,0.254, 31.2,2017-10-22 07:00:00, 242.0,98.0,43
5.3,0.0, 26.3,2017-10-22 07:15:00, 239.0,100.0,43
5.3,0.0, 26.3,2017-10-22 07:30:00, 239.0,100.0,43
5.8,0.0, 32.1,2017-10-22 07:45:00, 247.0,100.0,43
6.0,0.0, 22.7,2017-10-22 08:00:00, 243.0,100.0,43
6.1,0.0, 25.7,2017-10-22 08:15:00, 239.0,100.0,43
6.2,0.0, 26.1,2017-10-22 08:30:00, 234.0,100.0,43
6.2,0.0, 23.7,2017-10-22 08:45:00, 235.0,100.0,43
6.3,0.0, 23.8,2017-10-22 09:00:00, 232.0,100.0,43
6.8,0.254, 21.8,2017-10-22 09:15:00, 226.0,100.0,43
7.1,0.0, 21.4,2017-10-22 09:30:00, 234.0,100.0,43
7.5,0.0, 19.1,2017-10-22 09:45:00, 236.0,100.0,43
7.5,0.0, 21.7,2017-10-22 10:00:00, 235.0,100.0,43
7.7,0.0, 20.4,2017-10-22 10:15:00, 234.0,100.0,43
7.6,0.0, 22.8,2017-10-22 10:30:00, 225.0,100.0,43
7.8,0.0, 20.0,2017-10-22 10:45:00, 220.0,98.0,43
8.5,0.0, 25.3,2017-10-22 11:00:00, 235.0,94.0,43
8.9,0.0, 24.9,2017-10-22 11:15:00, 234.0,90.0,43
9.4,0.0, 26.8,2017-10-22 11:30:00, 233.0,88.0,43
8.5,0.0, 21.2,2017-10-22 11:45:00, 226.0,97.0,43
8.4,0.254, 25.3,2017-10-22 12:00:00, 229.0,97.0,43
8.6,0.0, 29.5,2017-10-22 12:15:00, 226.0,90.0,43
9.3,0.0, 26.5,2017-10-22 12:30:00, 226.0,84.0,43
9.5,0.0, 25.7,2017-10-22 12:45:00, 229.0,86.0,43
8.7,0.0, 25.4,2017-10-22 13:00:00, 230.0,90.0,43
8.5,0.0, 26.1,2017-10-22 13:15:00, 237.0,90.0,43
8.8,0.0, 27.3,2017-10-22 13:30:00, 236.0,85.0,43
8.9,0.0, 28.9,2017-10-22 13:45:00, 231.0,82.0,43
9.0,0.0, 20.2,2017-10-22 14:00:00, 234.0,85.0,43
9.0,0.0, 19.8,2017-10-22 14:15:00, 238.0,87.0,43
9.0,0.0, 25.0,2017-10-22 14:30:00, 231.0,87.0,43
8.8,0.0, 28.8,2017-10-22 14:45:00, 231.0,84.0,43
8.4,0.0, 23.5,2017-10-22 15:00:00, 230.0,86.0,43
7.6,0.254, 22.1,2017-10-22 15:15:00, 240.0,95.0,43
8.0,0.0, 16.5,2017-10-22 15:30:00, 225.0,96.0,43
7.3,0.0, 18.2,2017-10-22 15:45:00, 223.0,95.0,43
6.9,0.0, 18.8,2017-10-22 16:00:00, 229.0,97.0,43
6.5,0.254, 17.1,2017-10-22 16:15:00, 226.0,95.0,43
6.3,0.254, 18.5,2017-10-22 16:30:00, 237.0,99.0,43
6.4,0.0, 24.4,2017-10-22 16:45:00, 233.0,100.0,43
6.3,0.254, 19.5,2017-10-22 17:00:00, 230.0,100.0,43
6.2,0.0, 17.7,2017-10-22 17:15:00, 219.0,100.0,43
6.2,0.0, 19.3,2017-10-22 17:30:00, 218.0,100.0,43
6.1,0.0, 18.9,2017-10-22 17:45:00, 222.0,100.0,43
6.0,0.0, 20.7,2017-10-22 18:00:00, 225.0,100.0,43
6.0,0.0, 20.0,2017-10-22 18:15:00, 223.0,100.0,43
6.0,0.0, 20.1,2017-10-22 18:30:00, 230.0,100.0,43
6.0,0.0, 17.8,2017-10-22 18:45:00, 233.0,100.0,43
6.2,0.0, 16.9,2017-10-22 19:00:00, 225.0,100.0,43
6.5,0.0, 18.7,2017-10-22 19:15:00, 231.0,100.0,43
6.5,0.0, 20.6,2017-10-22 19:30:00, 232.0,100.0,43
6.5,0.0, 24.4,2017-10-22 19:45:00, 238.0,100.0,43
6.5,0.0, 22.0,2017-10-22 20:00:00, 235.0,100.0,43
6.6,0.0, 24.1,2017-10-22 20:15:00, 236.0,100.0,43
6.7,0.0, 22.0,2017-10-22 20:30:00, 233.0,100.0,43
6.6,0.0, 23.7,2017-10-22 20:45:00, 236.0,100.0,43
6.8,0.0, 22.2,2017-10-22 21:00:00, 233.0,100.0,43
6.9,0.0, 21.0,2017-10-22 21:15:00, 237.0,100.0,43
7.0,0.0, 17.8,2017-10-22 21:30:00, 231.0,100.0,43
7.0,0.0, 20.8,2017-10-22 21:45:00, 238.0,100.0,43
7.0,0.0, 15.3,2017-10-22 22:00:00, 235.0,100.0,43
7.0,0.0, 14.7,2017-10-22 22:15:00, 228.0,100.0,43
7.2,0.0, 15.7,2017-10-22 22:30:00, 239.0,100.0,43
7.4,0.0, 11.8,2017-10-22 22:45:00, 230.0,100.0,43
7.4,0.0, 10.7,2017-10-22 23:00:00, 241.0,100.0,43
7.5,0.0, 10.5,2017-10-22 23:15:00, 227.0,100.0,43
7.4,0.0, 9.5,2017-10-22 23:30:00, 231.0,100.0,43
7.6,0.0, 8.4,2017-10-22 23:45:00, 224.0,100.0,43
7.6,0.0, 9.5,2017-10-23 00:00:00, 221.0,100.0,43
7.6,0.0, 9.0,2017-10-23 00:15:00, 219.0,100.0,43
7.6,0.0, 10.6,2017-10-23 00:30:00, 205.0,100.0,43
7.6,0.0, 8.4,2017-10-23 00:45:00, 213.0,100.0,43
7.6,0.0, 5.9,2017-10-23 01:00:00, 214.0,100.0,43
7.5,0.0, 7.5,2017-10-23 01:15:00, 195.0,100.0,43
7.3,0.254, 10.4,2017-10-23 01:30:00, 161.0,100.0,43
6.8,0.0, 10.3,2017-10-23 01:45:00, 154.0,100.0,43
6.6,0.0, 10.2,2017-10-23 02:00:00, 147.0,100.0,43
6.6,0.0, 11.3,2017-10-23 02:15:00, 146.0,100.0,43
6.7,0.0, 11.7,2017-10-23 02:30:00, 148.0,100.0,43
6.7,0.0, 11.9,2017-10-23 02:45:00, 152.0,100.0,43
6.8,0.0, 11.9,2017-10-23 03:00:00, 152.0,100.0,43
6.9,0.0, 11.6,2017-10-23 03:15:00, 146.0,100.0,43
7.1,0.0, 10.9,2017-10-23 03:30:00, 143.0,100.0,43
7.0,0.0, 9.7,2017-10-23 03:45:00, 142.0,100.0,43
7.1,0.0, 9.7,2017-10-23 04:00:00, 141.0,100.0,43
7.0,0.0, 8.7,2017-10-23 04:15:00, 144.0,100.0,43
7.0,0.0, 9.1,2017-10-23 04:30:00, 135.0,100.0,43
6.9,0.0, 9.6,2017-10-23 04:45:00, 131.0,100.0,43
6.9,0.0, 10.0,2017-10-23 05:00:00, 128.0,100.0,43
6.8,0.0, 8.1,2017-10-23 05:15:00, 129.0,100.0,43
6.8,0.0, 11.6,2017-10-23 05:30:00, 114.0,100.0,43
6.8,0.0, 11.1,2017-10-23 05:45:00, 116.0,100.0,43
6.8,0.0, 9.2,2017-10-23 06:00:00, 119.0,100.0,43
6.8,0.0, 11.6,2017-10-23 06:15:00, 112.0,100.0,43
6.8,0.0, 9.7,2017-10-23 06:30:00, 114.0,100.0,43
6.7,0.0, 10.7,2017-10-23 06:45:00, 117.0,100.0,43
6.9,0.0, 9.1,2017-10-23 07:00:00, 111.0,99.0,43
7.0,0.0, 7.4,2017-10-23 07:15:00, 97.0,100.0,43
7.0,0.0, 7.2,2017-10-23 07:30:00, 97.0,100.0,43
7.0,0.0, 2.8,2017-10-23 07:45:00, 81.0,100.0,43
7.1,0.0, 6.9,2017-10-23 08:00:00, 71.0,100.0,43
7.0,0.0, 8.7,2017-10-23 08:15:00, 94.0,100.0,43
7.2,0.0, 7.4,2017-10-23 08:30:00, 97.0,100.0,43
7.3,0.0, 10.1,2017-10-23 08:45:00, 97.0,100.0,43
7.6,0.0, 5.1,2017-10-23 09:00:00, 96.0,100.0,43
7.8,0.0, 3.6,2017-10-23 09:15:00, 82.0,100.0,43
7.7,0.0, 2.9,2017-10-23 09:30:00, 114.0,100.0,43
7.7,0.0, 9.5,2017-10-23 09:45:00, 75.0,100.0,43
7.9,0.0, 5.6,2017-10-23 10:00:00, 76.0,100.0,43
8.2,0.0, 5.4,2017-10-23 10:15:00, 75.0,100.0,43
8.3,0.0, 6.8,2017-10-23 10:30:00, 63.0,100.0,43
8.5,0.0, 4.5,2017-10-23 10:45:00, 43.0,100.0,43
9.2,0.0, 4.1,2017-10-23 11:00:00, 48.0,97.0,43
9.8,0.0, 4.0,2017-10-23 11:15:00, 48.0,88.0,43
10.3,0.0, 2.6,2017-10-23 11:30:00, 357.0,90.0,43
10.6,0.0, 5.0,2017-10-23 11:45:00, 56.0,90.0,43
10.5,0.0, 7.0,2017-10-23 12:00:00, 52.0,90.0,43
10.2,0.0, 5.8,2017-10-23 12:15:00, 55.0,91.0,43
10.6,0.0, 3.6,2017-10-23 12:30:00, 41.0,88.0,43
11.2,0.0, 3.0,2017-10-23 12:45:00, 48.0,88.0,43
11.6,0.0, 4.2,2017-10-23 13:00:00, 58.0,84.0,43
11.9,0.0, 7.5,2017-10-23 13:15:00, 54.0,85.0,43
12.4,0.0, 6.9,2017-10-23 13:30:00, 59.0,83.0,43
