CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
5.831,81.8,2021-09-24 00:00:00,3.0,39
5.374,84.0,2021-09-24 01:00:00,3.0,39
6.346,81.7,2021-09-24 02:00:00,4.0,39
8.85,75.68,2021-09-24 03:00:00,5.0,39
8.64,77.7,2021-09-24 04:00:00,5.0,39
7.69,81.6,2021-09-24 05:00:00,5.0,39
7.875,80.9,2021-09-24 06:00:00,5.0,39
7.383,81.9,2021-09-24 08:00:00,4.0,39
9.69,73.32,2021-09-24 09:00:00,5.0,39
10.38,69.65,2021-09-24 10:00:00,6.0,39
11.69,63.51,2021-09-24 11:00:00,6.0,39
13.24,57.88,2021-09-24 12:00:00,5.0,39
14.17,54.39,2021-09-24 13:00:00,5.0,39
14.75,51.16,2021-09-24 14:00:00,5.0,39
14.24,53.12,2021-09-24 15:00:00,5.0,39
14.5,51.25,2021-09-24 16:00:00,4.0,39
14.39,53.3,2021-09-24 17:00:00,5.0,39
13.88,55.11,2021-09-24 18:00:00,5.0,39
13.51,57.28,2021-09-24 19:00:00,5.0,39
12.8,61.07,2021-09-24 20:00:00,6.0,39
11.6,66.7,2021-09-24 21:00:00,6.0,39
12.76,61.11,2021-09-24 22:00:00,6.0,39
11.72,65.49,2021-09-24 23:00:00,6.0,39
10.68,69.69,2021-09-25 00:00:00,5.0,39
8.67,79.49,2021-09-25 01:00:00,5.0,39
7.547,82.8,2021-09-25 02:00:00,5.0,39
7.593,82.7,2021-09-25 03:00:00,5.0,39
6.427,86.7,2021-09-25 04:00:00,4.0,39
5.64,88.2,2021-09-25 05:00:00,4.0,39
4.53,90.6,2021-09-25 06:00:00,3.0,39
3.841,92.7,2021-09-25 07:00:00,3.0,39
5.623,88.7,2021-09-25 08:00:00,4.0,39
7.446,87.0,2021-09-25 09:00:00,6.0,39
8.52,88.4,2021-09-25 10:00:00,7.0,39
11.5,75.73,2021-09-25 11:00:00,7.0,39
12.63,69.26,2021-09-25 12:00:00,7.0,39
13.83,66.02,2021-09-25 13:00:00,8.0,39
15.34,59.3,2021-09-25 14:00:00,7.0,39
18.62,47.61,2021-09-25 15:00:00,7.0,39
19.96,40.99,2021-09-25 16:00:00,7.0,39
18.88,44.58,2021-09-25 17:00:00,6.0,39
18.78,44.5,2021-09-25 18:00:00,6.0,39
16.69,52.8,2021-09-25 19:00:00,7.0,39
14.02,61.89,2021-09-25 20:00:00,7.0,39
15.69,49.86,2021-09-25 21:00:00,5.0,39
14.26,53.22,2021-09-25 22:00:00,5.0,39
14.96,47.19,2021-09-25 23:00:00,4.0,39
13.68,49.14,2021-09-26 00:00:00,3.0,39
15.75,32.81,2021-09-26 01:00:00,-1.0,39
15.23,32.89,2021-09-26 02:00:00,-1.0,39
14.9,30.64,2021-09-26 03:00:00,-2.0,39
13.75,35.81,2021-09-26 04:00:00,-1.0,39
12.95,52.57,2021-09-26 05:00:00,3.0,39
12.67,47.54,2021-09-26 06:00:00,2.0,39
11.41,51.16,2021-09-26 07:00:00,2.0,39
13.18,39.44,2021-09-26 08:00:00,0.0,39
12.61,47.49,2021-09-26 09:00:00,1.0,39
13.21,52.94,2021-09-26 10:00:00,4.0,39
16.51,40.86,2021-09-26 11:00:00,4.0,39
14.93,42.39,2021-09-26 12:00:00,2.0,39
14.89,44.35,2021-09-26 13:00:00,3.0,39
15.77,43.09,2021-09-26 14:00:00,3.0,39
15.64,44.58,2021-09-26 15:00:00,4.0,39
15.41,47.16,2021-09-26 16:00:00,4.0,39
14.36,51.5,2021-09-26 17:00:00,5.0,39
13.43,55.59,2021-09-26 18:00:00,5.0,39
