air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
14.2,14.2,2021-09-24 00:00:00,17.4,39
14.5,14.0,2021-09-24 01:00:00,17.4,39
14.6,14.0,2021-09-24 02:00:00,17.4,39
13.9,13.8,2021-09-24 03:00:00,17.4,39
14.9,13.8,2021-09-24 04:00:00,17.4,39
14.6,13.8,2021-09-24 05:00:00,17.4,39
15.0,13.8,2021-09-24 06:00:00,17.4,39
13.8,13.6,2021-09-24 07:00:00,15.0,39
13.3,13.2,2021-09-24 08:00:00,15.0,39
14.1,13.2,2021-09-24 09:00:00,15.0,39
14.9,13.2,2021-09-24 10:00:00,15.1,39
16.8,13.2,2021-09-24 11:00:00,16.8,39
18.0,13.2,2021-09-24 12:00:00,18.0,39
20.0,13.2,2021-09-24 13:00:00,20.1,39
20.6,13.2,2021-09-24 14:00:00,21.8,39
20.4,13.2,2021-09-24 15:00:00,21.8,39
21.2,13.2,2021-09-24 16:00:00,21.8,39
20.5,13.2,2021-09-24 17:00:00,21.8,39
19.5,13.2,2021-09-24 18:00:00,21.8,39
18.7,18.7,2021-09-24 19:00:00,19.5,39
17.4,17.4,2021-09-24 20:00:00,19.5,39
16.4,16.4,2021-09-24 21:00:00,19.5,39
16.7,15.7,2021-09-24 22:00:00,19.5,39
15.7,15.4,2021-09-24 23:00:00,19.5,39
15.8,15.4,2021-09-25 00:00:00,19.5,39
15.4,15.4,2021-09-25 01:00:00,19.5,39
15.1,14.8,2021-09-25 02:00:00,19.5,39
14.7,14.7,2021-09-25 03:00:00,19.5,39
15.4,14.7,2021-09-25 04:00:00,19.5,39
15.1,14.7,2021-09-25 05:00:00,19.5,39
14.8,14.7,2021-09-25 06:00:00,19.5,39
14.6,14.5,2021-09-25 07:00:00,14.8,39
14.0,13.9,2021-09-25 08:00:00,14.8,39
15.2,13.9,2021-09-25 09:00:00,15.2,39
16.7,13.9,2021-09-25 10:00:00,16.8,39
18.0,13.9,2021-09-25 11:00:00,18.0,39
18.2,13.9,2021-09-25 12:00:00,18.6,39
19.2,-859.0,2021-09-25 13:00:00,19.8,39
20.4,-859.0,2021-09-25 14:00:00,20.5,39
20.7,-859.0,2021-09-25 15:00:00,20.9,39
21.1,-859.0,2021-09-25 16:00:00,21.1,39
21.3,-859.0,2021-09-25 17:00:00,21.7,39
21.0,-859.0,2021-09-25 18:00:00,22.0,39
19.6,19.6,2021-09-25 19:00:00,21.0,39
19.4,18.6,2021-09-25 20:00:00,21.0,39
19.1,18.6,2021-09-25 21:00:00,21.0,39
17.8,17.7,2021-09-25 22:00:00,21.0,39
16.8,16.7,2021-09-25 23:00:00,21.0,39
17.3,16.6,2021-09-26 00:00:00,21.0,39
16.2,16.0,2021-09-26 01:00:00,21.0,39
13.4,13.4,2021-09-26 02:00:00,21.0,39
14.3,13.3,2021-09-26 03:00:00,21.0,39
14.9,13.3,2021-09-26 04:00:00,21.0,39
14.1,13.3,2021-09-26 05:00:00,21.0,39
14.4,-570.0,2021-09-26 06:00:00,14.5,39
13.6,13.6,2021-09-26 07:00:00,14.3,39
13.2,13.2,2021-09-26 08:00:00,14.3,39
13.1,13.0,2021-09-26 09:00:00,14.3,39
12.8,12.7,2021-09-26 10:00:00,14.3,39
13.0,12.7,2021-09-26 11:00:00,14.3,39
13.4,12.7,2021-09-26 12:00:00,14.3,39
13.4,12.7,2021-09-26 13:00:00,14.3,39
13.4,12.7,2021-09-26 14:00:00,14.3,39
13.6,12.7,2021-09-26 15:00:00,14.3,39
13.6,12.7,2021-09-26 16:00:00,14.3,39
13.0,12.7,2021-09-26 17:00:00,14.3,39
13.1,12.7,2021-09-26 18:00:00,14.3,39
13.3,13.1,2021-09-26 19:00:00,13.5,39
13.4,13.1,2021-09-26 20:00:00,13.5,39
14.2,13.1,2021-09-26 21:00:00,14.6,39
14.1,13.1,2021-09-26 22:00:00,14.6,39
14.3,13.1,2021-09-26 23:00:00,14.6,39
14.5,13.1,2021-09-27 00:00:00,14.6,39
14.9,13.1,2021-09-27 01:00:00,15.0,39
13.7,13.1,2021-09-27 02:00:00,15.0,39
14.4,13.1,2021-09-27 03:00:00,15.0,39
14.1,13.1,2021-09-27 04:00:00,15.0,39
15.1,13.1,2021-09-27 05:00:00,15.2,39
14.3,13.1,2021-09-27 06:00:00,15.2,39
13.9,13.9,2021-09-27 07:00:00,14.4,39
13.3,13.3,2021-09-27 08:00:00,14.4,39
14.4,13.2,2021-09-27 09:00:00,14.4,39
14.1,13.2,2021-09-27 10:00:00,14.7,39
14.2,13.2,2021-09-27 11:00:00,14.7,39
14.4,13.2,2021-09-27 12:00:00,14.7,39
14.1,13.2,2021-09-27 13:00:00,14.7,39
14.3,13.2,2021-09-27 14:00:00,14.7,39
12.9,12.9,2021-09-27 15:00:00,14.7,39
12.2,12.0,2021-09-27 16:00:00,14.7,39
13.1,12.0,2021-09-27 17:00:00,14.7,39
13.2,12.0,2021-09-27 18:00:00,14.7,39
