pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, 7.725, 71.58, 11.5, None, 39.95, 3.253, 342.4, 3.0, None, 7.7, 6.5, 3.0, 0.0, None, 0.0, 72.0,2021-09-24 00:00:00, None, None,39
None, 7.027, 76.24, 11.5, None, 39.35, 2.931, 324.5, 3.0, None, 7.0, 6.5, 3.0, 0.0, None, 0.0, 76.0,2021-09-24 01:00:00, None, None,39
None, 6.107, 82.2, 11.5, None, 71.74, 0.732, 349.8, 3.0, None, 6.1, 6.0, 3.0, 0.0, None, 0.0, 82.0,2021-09-24 02:00:00, None, None,39
None, 5.98, 82.1, 11.5, None, 61.18, 0.81, 171.7, 3.0, None, 6.0, 6.0, 3.0, 0.0, None, 0.0, 82.0,2021-09-24 03:00:00, None, None,39
None, 5.615, 84.7, 11.5, None, 73.12, 0.846, 7.7, 3.0, None, 5.6, 5.5, 3.0, 0.0, None, 0.0, 85.0,2021-09-24 04:00:00, None, None,39
None, 5.409, 86.3, 11.5, None, 68.27, 0.613, 250.4, 3.0, None, 5.4, 5.4, 3.0, 0.0, None, 0.0, 86.0,2021-09-24 05:00:00, None, None,39
None, 5.333, 86.2, 11.5, None, 69.22, 1.126, 138.8, 3.0, None, 5.3, 5.1, 3.0, 0.0, None, 0.0, 86.0,2021-09-24 06:00:00, None, None,39
None, 4.961, 87.8, 5.4, None, 76.25, 1.205, 313.8, 3.0, None, 5.0, 5.0, 3.0, 0.0, None, 0.0, 88.0,2021-09-24 07:00:00, None, None,39
None, 6.031, 84.4, 6.2, None, 60.54, 1.072, 159.2, 4.0, None, 6.0, 4.9, 4.0, 0.0, None, 0.0, 84.0,2021-09-24 08:00:00, None, None,39
None, 9.12, 75.93, 8.8, None, 74.66, 1.322, 153.0, 5.0, None, 9.1, 4.9, 5.0, 0.0, None, 0.0, 76.0,2021-09-24 09:00:00, None, None,39
None, 10.91, 62.01, 11.0, None, 67.69, 4.175, 173.2, 4.0, None, 10.9, 4.9, 4.0, 0.0, None, 0.0, 62.0,2021-09-24 10:00:00, None, None,39
None, 17.06, 46.94, 17.2, None, 61.32, 5.421, 117.0, 5.0, None, 17.1, 4.9, 5.0, 0.0, None, 0.0, 47.0,2021-09-24 11:00:00, None, None,39
None, 17.69, 46.37, 18.1, None, 52.0, 6.343, 13.85, 6.0, None, 17.7, 4.9, 6.0, 0.0, None, 0.0, 46.0,2021-09-24 12:00:00, None, None,39
None, 18.2, 44.85, 18.5, None, 36.35, 9.56, 357.2, 6.0, None, 18.2, 4.9, 6.0, 0.0, None, 0.0, 45.0,2021-09-24 13:00:00, None, None,39
None, 18.69, 45.33, 18.6, None, 36.76, 9.35, 4.159, 6.0, None, 18.7, 4.9, 6.0, 0.0, None, 0.0, 45.0,2021-09-24 14:00:00, None, None,39
None, 18.54, 44.57, 18.9, None, 45.99, 6.853, 16.93, 7.0, None, 18.5, 4.9, 7.0, 0.0, None, 0.0, 45.0,2021-09-24 15:00:00, None, None,39
None, 18.88, 43.78, 18.9, None, 64.5, 5.515, 27.49, 6.0, None, 18.9, 4.9, 6.0, 0.0, None, 0.0, 44.0,2021-09-24 16:00:00, None, None,39
None, 18.52, 43.16, 19.2, None, 33.93, 12.59, 0.888, 6.0, None, 18.5, 4.9, 6.0, 0.0, None, 0.0, 43.0,2021-09-24 17:00:00, None, None,39
None, 17.92, 45.47, 19.2, None, 35.45, 9.45, 359.0, 6.0, None, 17.9, 4.9, 6.0, 0.0, None, 0.0, 45.0,2021-09-24 18:00:00, None, None,39
None, 16.79, 51.78, 18.0, None, 56.14, 3.018, 16.66, 7.0, None, 16.8, 16.7, 7.0, 0.0, None, 0.0, 52.0,2021-09-24 19:00:00, None, None,39
None, 16.64, 52.59, 18.0, None, 48.61, 2.892, 35.99, 7.0, None, 16.6, 15.9, 7.0, 0.0, None, 0.0, 53.0,2021-09-24 20:00:00, None, None,39
None, 15.17, 58.08, 18.0, None, 64.63, 2.106, 67.64, 7.0, None, 15.2, 15.0, 7.0, 0.0, None, 0.0, 58.0,2021-09-24 21:00:00, None, None,39
None, 16.05, 57.03, 18.0, None, 64.31, 2.745, 109.9, 7.0, None, 16.1, 14.9, 7.0, 0.0, None, 0.0, 57.0,2021-09-24 22:00:00, None, None,39
None, 16.84, 49.53, 18.0, None, 63.75, 5.371, 43.66, 6.0, None, 16.8, 14.9, 6.0, 0.0, None, 0.0, 50.0,2021-09-24 23:00:00, None, None,39
None, 16.46, 51.91, 18.0, None, 65.78, 2.749, 26.58, 7.0, None, 16.5, 14.9, 7.0, 0.0, None, 0.0, 52.0,2021-09-25 00:00:00, None, None,39
None, 15.01, 59.31, 18.0, None, 47.16, 4.707, 31.11, 7.0, None, 15.0, 14.9, 7.0, 0.0, None, 0.0, 59.0,2021-09-25 01:00:00, None, None,39
None, 14.13, 64.47, 18.0, None, 38.99, 4.758, 8.69, 8.0, None, 14.1, 13.9, 8.0, 0.0, None, 0.0, 64.0,2021-09-25 02:00:00, None, None,39
None, 12.17, 71.8, 18.0, None, 22.26, 8.16, 349.0, 7.0, None, 12.2, 12.2, 7.0, 0.0, None, 0.0, 72.0,2021-09-25 03:00:00, None, None,39
None, 10.15, 78.95, 18.0, None, 47.33, 6.238, 339.5, 6.0, None, 10.2, 10.2, 6.0, 0.0, None, 0.0, 79.0,2021-09-25 04:00:00, None, None,39
None, 8.18, 85.4, 18.0, None, 54.0, 0.45, 186.1, 6.0, None, 8.2, 8.2, 6.0, 0.0, None, 0.0, 85.0,2021-09-25 05:00:00, None, None,39
None, 9.32, 76.69, 18.0, None, 61.78, 3.53, 19.49, 5.0, None, 9.3, 7.9, 5.0, 0.0, None, 0.0, 77.0,2021-09-25 06:00:00, None, None,39
None, 9.15, 76.41, 9.5, None, 42.12, 3.664, 325.9, 5.0, None, 9.2, 8.6, 5.0, 0.0, None, 0.0, 76.0,2021-09-25 07:00:00, None, None,39
None, 9.05, 77.11, 9.5, None, 70.87, 1.045, 202.2, 6.0, None, 9.1, 8.5, 6.0, 0.0, None, 0.0, 77.0,2021-09-25 08:00:00, None, None,39
None, 9.73, 73.84, 9.8, None, 77.8, 0.947, 125.4, 5.0, None, 9.7, 8.5, 5.0, 0.0, None, 0.0, 74.0,2021-09-25 09:00:00, None, None,39
None, 10.25, 68.76, 10.4, None, 36.96, 6.429, 340.7, 5.0, None, 10.3, 8.5, 5.0, 0.0, None, 0.0, 69.0,2021-09-25 10:00:00, None, None,39
None, 9.32, 85.6, 10.4, None, 43.23, 4.748, 339.1, 7.0, None, 9.3, 8.5, 7.0, 0.0, None, 0.0, 86.0,2021-09-25 11:00:00, None, None,39
None, 9.49, 92.2, 10.4, None, 65.52, 1.15, 106.8, 8.0, None, 9.5, 8.5, 8.0, 0.0, None, 0.0, 92.0,2021-09-25 12:00:00, None, None,39
None, 10.14, 84.0, 10.4, None, 66.93, 0.797, 216.8, 8.0, None, 10.1, 8.5, 8.0, 0.0, None, 0.0, 84.0,2021-09-25 13:00:00, None, None,39
None, 12.43, 80.5, 12.3, None, 44.03, 2.141, 171.0, 10.0, None, 12.4, 8.5, 10.0, 0.0, None, 0.0, 81.0,2021-09-25 14:00:00, None, None,39
None, 13.51, 81.0, 13.6, None, 70.9, 1.719, 180.1, 11.0, None, 13.5, 8.5, 11.0, 0.0, None, 0.0, 81.0,2021-09-25 15:00:00, None, None,39
None, 13.56, 72.13, 13.7, None, 30.38, 3.356, 350.7, 9.0, None, 13.6, 8.5, 9.0, 0.0, None, 0.0, 72.0,2021-09-25 16:00:00, None, None,39
None, 13.09, 80.8, 13.7, None, 64.68, 1.12, 319.3, 10.0, None, 13.1, 8.5, 10.0, 0.0, None, 0.0, 81.0,2021-09-25 17:00:00, None, None,39
None, 12.94, 85.5, 13.7, None, 76.12, 1.329, 277.8, 10.0, None, 12.9, 8.5, 10.0, 0.0, None, 0.0, 86.0,2021-09-25 18:00:00, None, None,39
None, 11.06, 89.5, 13.0, None, 64.61, 1.157, 192.8, 10.0, None, 11.1, 11.1, 10.0, 0.0, None, 0.0, 90.0,2021-09-25 19:00:00, None, None,39
None, 9.95, 89.6, 13.0, None, 69.56, 1.286, 207.0, 8.0, None, 10.0, 9.9, 8.0, 0.0, None, 0.0, 90.0,2021-09-25 20:00:00, None, None,39
None, 9.47, 91.8, 13.0, None, 75.01, 0.79, 62.69, 8.0, None, 9.5, 9.5, 8.0, 0.0, None, 0.0, 92.0,2021-09-25 21:00:00, None, None,39
None, 9.44, 92.5, 13.0, None, 69.41, 1.024, 131.7, 8.0, None, 9.4, 9.4, 8.0, 0.0, None, 0.0, 93.0,2021-09-25 22:00:00, None, None,39
None, 9.0, 93.9, 13.0, None, 77.77, 0.705, 141.7, 8.0, None, 9.0, 8.9, 8.0, 0.0, None, 0.0, 94.0,2021-09-25 23:00:00, None, None,39
None, 8.08, 94.4, 13.0, None, 77.05, 0.625, 105.3, 7.0, None, 8.1, 8.2, 7.0, 0.0, None, 0.0, 94.0,2021-09-26 00:00:00, None, None,39
None, 7.34, 95.3, 13.0, None, 63.26, 0.632, 6.222, 7.0, None, 7.3, 7.3, 7.0, 0.0, None, 0.0, 95.0,2021-09-26 01:00:00, None, None,39
None, 7.035, 95.8, 13.0, None, 66.23, 0.602, 284.9, 7.0, None, 7.0, 6.9, 7.0, 0.0, None, 0.0, 96.0,2021-09-26 02:00:00, None, None,39
None, 7.789, 95.8, 13.0, None, 74.89, 1.294, 333.0, 7.0, None, 7.8, 6.9, 7.0, 0.0, None, 0.0, 96.0,2021-09-26 03:00:00, None, None,39
None, 9.07, 94.5, 13.0, None, 24.29, 6.207, 337.2, 8.0, None, 9.1, 6.9, 8.0, 0.0, None, 0.0, 95.0,2021-09-26 04:00:00, None, None,39
None, 12.0, 77.74, 13.0, None, 28.88, 8.59, 334.8, 8.0, None, 12.0, 6.9, 8.0, 0.0, None, 0.0, 78.0,2021-09-26 05:00:00, None, None,39
None, 9.92, 94.5, 13.0, None, 27.42, 6.723, 344.3, 9.0, None, 9.9, 6.9, 9.0, 0.0, None, 0.0, 95.0,2021-09-26 06:00:00, None, None,39
None, 9.66, 91.0, 10.7, None, 44.1, 4.671, 359.1, 8.0, None, 9.7, 9.7, 8.0, 0.0, None, 0.0, 91.0,2021-09-26 07:00:00, None, None,39
None, 10.05, 89.0, 10.7, None, 24.82, 6.418, 340.3, 8.0, None, 10.1, 9.4, 8.0, 0.0, None, 0.0, 89.0,2021-09-26 08:00:00, None, None,39
None, 11.16, 79.54, 11.9, None, 32.79, 5.977, 358.3, 8.0, None, 11.2, 9.4, 8.0, 0.0, None, 0.0, 80.0,2021-09-26 09:00:00, None, None,39
None, 13.67, 66.16, 13.7, None, 45.37, 5.7, 21.55, 7.0, None, 13.7, 9.4, 7.0, 0.0, None, 0.0, 66.0,2021-09-26 10:00:00, None, None,39
None, 12.93, 70.01, 14.1, None, 36.02, 7.143, 9.04, 8.0, None, 12.9, 9.4, 8.0, 0.0, None, 0.0, 70.0,2021-09-26 11:00:00, None, None,39
None, 13.55, 58.37, 14.1, None, 33.72, 6.648, 14.17, 5.0, None, 13.6, 9.4, 5.0, 0.0, None, 0.0, 58.0,2021-09-26 12:00:00, None, None,39
None, 14.23, 56.09, 14.8, None, 39.53, 7.632, 20.06, 6.0, None, 14.2, 9.4, 6.0, 0.0, None, 0.0, 56.0,2021-09-26 13:00:00, None, None,39
None, 14.44, 51.99, 14.8, None, 58.96, 6.807, 101.4, 5.0, None, 14.4, 9.4, 5.0, 0.0, None, 0.0, 52.0,2021-09-26 14:00:00, None, None,39
None, 14.24, 52.85, 14.8, None, 60.88, 9.3, 16.68, 5.0, None, 14.2, 9.4, 5.0, 0.0, None, 0.0, 53.0,2021-09-26 15:00:00, None, None,39
None, 14.34, 53.95, 14.8, None, 36.82, 4.752, 136.5, 5.0, None, 14.3, 9.4, 5.0, 0.0, None, 0.0, 54.0,2021-09-26 16:00:00, None, None,39
None, 13.77, 57.0, 14.8, None, 67.93, 3.574, 60.63, 5.0, None, 13.8, 9.4, 5.0, 0.0, None, 0.0, 57.0,2021-09-26 17:00:00, None, None,39
None, 12.85, 62.16, 14.8, None, 45.55, 4.248, 4.385, 6.0, None, 12.9, 9.4, 6.0, 0.0, None, 0.0, 62.0,2021-09-26 18:00:00, None, None,39
None, 11.83, 69.65, 12.9, None, 26.22, 6.317, 336.9, 6.0, None, 11.8, 11.4, 6.0, 0.0, None, 0.0, 70.0,2021-09-26 19:00:00, None, None,39
None, 12.06, 63.97, 12.9, None, 17.3, 9.92, 339.1, 5.0, None, 12.1, 11.4, 5.0, 0.0, None, 0.0, 64.0,2021-09-26 20:00:00, None, None,39
None, 10.36, 77.4, 12.9, None, 24.88, 6.222, 341.7, 7.0, None, 10.4, 10.3, 7.0, 0.0, None, 0.0, 77.0,2021-09-26 21:00:00, None, None,39
None, 9.25, 82.6, 12.9, None, 73.13, 1.01, 283.5, 7.0, None, 9.3, 9.2, 7.0, 0.0, None, 0.0, 83.0,2021-09-26 22:00:00, None, None,39
None, 9.13, 84.4, 12.9, None, 60.89, 2.386, 327.4, 7.0, None, 9.1, 8.9, 7.0, 0.0, None, 0.0, 84.0,2021-09-26 23:00:00, None, None,39
None, 8.69, 84.6, 12.9, None, 74.84, 1.971, 201.4, 6.0, None, 8.7, 8.6, 6.0, 0.0, None, 0.0, 85.0,2021-09-27 00:00:00, None, None,39
None, 8.99, 85.8, 12.9, None, 76.23, 2.623, 214.1, 6.0, None, 9.0, 8.6, 6.0, 0.0, None, 0.0, 86.0,2021-09-27 01:00:00, None, None,39
None, 10.66, 78.91, 12.9, None, 65.11, 3.394, 170.9, 7.0, None, 10.7, 8.5, 7.0, 0.0, None, 0.0, 79.0,2021-09-27 02:00:00, None, None,39
None, 8.77, 92.4, 12.9, None, 73.42, 4.207, 174.6, 7.0, None, 8.8, 8.5, 7.0, 0.0, None, 0.0, 92.0,2021-09-27 03:00:00, None, None,39
None, 8.36, 94.4, 12.9, None, 49.94, 3.81, 173.0, 7.0, None, 8.4, 8.3, 7.0, 0.0, None, 0.0, 94.0,2021-09-27 04:00:00, None, None,39
None, 8.21, 95.2, 12.9, None, 56.0, 1.84, 183.1, 7.0, None, 8.2, 8.2, 7.0, 0.0, None, 0.0, 95.0,2021-09-27 05:00:00, None, None,39
None, 8.12, 96.2, 12.9, None, 69.81, 1.378, 226.9, 8.0, None, 8.1, 8.0, 8.0, 0.0, None, 0.0, 96.0,2021-09-27 06:00:00, None, None,39
None, 8.1, 96.9, 8.1, None, 66.02, 2.58, 170.3, 8.0, None, 8.1, 7.9, 8.0, 0.0, None, 0.0, 97.0,2021-09-27 07:00:00, None, None,39
None, 8.65, 97.3, 8.5, None, 58.82, 3.167, 176.6, 8.0, None, 8.7, 7.9, 8.0, 0.0, None, 0.0, 97.0,2021-09-27 08:00:00, None, None,39
