ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
2.2, 2.2,1.0, None,2016-11-19, None,4.5,47,,,,,,
, None,2.0, None,2016-11-21, None,10.5,47,,,,,,
, None,1.0, None,2016-11-22, None,8.5,47,,,,,,
, None,4.0, None,2016-11-23, None,9.5,47,,,,,,
,,,,2016-11-18 00:00:00,,,47,, None,2.483, None,84.2,2.88
,,,,2016-11-18 01:00:00,,,47,, None,2.207, None,85.1,2.45
,,,,2016-11-18 02:00:00,,,47,, None,2.457, None,84.8,2.374
,,,,2016-11-18 03:00:00,,,47,, None,2.287, None,84.0,2.076
,,,,2016-11-18 04:00:00,,,47,, None,2.821, None,86.2,1.135
,,,,2016-11-18 05:00:00,,,47,, None,2.351, None,89.2,0.976998
,,,,2016-11-18 06:00:00,,,47,, None,2.409, None,91.0,0.43
,,,,2016-11-18 07:00:00,,,47,, None,2.097, None,86.3,0.808
,,,,2016-11-18 08:00:00,,,47,, None,2.465, None,90.6,1.075
,,,,2016-11-18 09:00:00,,,47,, None,1.661, None,86.9,1.963
,,,,2016-11-18 10:00:00,,,47,, None,1.582, None,84.8,3.276
,,,,2016-11-18 11:00:00,,,47,, None,1.409, None,78.56,4.18
,,,,2016-11-18 12:00:00,,,47,, None,0.630999, None,74.36,5.195
,,,,2016-11-18 13:00:00,,,47,, None,0.609, None,70.12,5.629
,,,,2016-11-18 14:00:00,,,47,, None,1.005, None,69.87,5.824
,,,,2016-11-18 15:00:00,,,47,, None,1.609, None,70.78,5.672
,,,,2016-11-18 16:00:00,,,47,, None,1.064, None,70.26,5.553
,,,,2016-11-18 17:00:00,,,47,, None,0.842998, None,72.81,5.264
,,,,2016-11-18 18:00:00,,,47,, None,0.948, None,77.97,4.62
,,,,2016-11-18 19:00:00,,,47,, None,1.126, None,80.6,4.221
,,,,2016-11-18 20:00:00,,,47,, None,0.589999, None,80.9,4.263
,,,,2016-11-18 21:00:00,,,47,, None,0.813, None,82.1,4.056
,,,,2016-11-18 22:00:00,,,47,, None,1.962, None,83.8,4.083
,,,,2016-11-18 23:00:00,,,47,, None,1.135, None,85.5,3.946
,,,,2016-11-19 00:00:00,,,47,, None,1.818, None,86.2,3.689
,,,,2016-11-19 01:00:00,,,47,, None,1.781, None,90.0,2.934
