AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,0.0, None,2020-08-05,7.1,25.3,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,41.5, None,2020-08-06,4.7,17.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2, None,2020-08-07,4.7,13.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-08,2.4,14.6,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-09,1.5,15.6,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-10,4.3,19.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-11,4.1,18.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 00:00:00, None, None,32,663.0,2.0, None, None,22.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 01:00:00, None, None,32,663.0,2.0, None, None,22.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 02:00:00, None, None,32,663.0,3.0, None, None,19.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 03:00:00, None, None,32,664.0,3.0, None, None,15.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 04:00:00, None, None,32,664.0,2.0, None, None,12.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 05:00:00, None, None,32,664.0,2.0, None, None,10.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 06:00:00, None, None,32,664.0,2.0, None, None,9.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 07:00:00, None, None,32,664.0,2.0, None, None,9.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 08:00:00, None, None,32,664.0,1.0, None, None,9.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 09:00:00, None, None,32,665.0,1.0, None, None,8.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 10:00:00, None, None,32,665.0,1.0, None, None,8.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 11:00:00, None, None,32,665.0,1.0, None, None,7.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 12:00:00, None, None,32,665.0,1.0, None, None,7.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 13:00:00, None, None,32,665.0,1.0, None, None,7.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 14:00:00, None, None,32,665.0,0.0, None, None,8.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 15:00:00, None, None,32,665.0,0.0, None, None,11.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 16:00:00, None, None,32,665.0,0.0, 120.0, None,16.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 17:00:00, None, None,32,664.0,0.0, None, None,19.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-05 18:00:00, None, None,32,664.0,0.0, None, None,21.9,,,,,,,,,,,,,,,,,,,,,
