station_observations
AirTemperature, Precipitation, Rain, WindSpeed, SnowDepth, time, WindDirection, RelativeHumidity
2.1, -1.0, 0.0, 7.2, 0.302, 2016-01-01 14:00:00, 222.0, 66.0
2.4, None, 0.0, 9.3, None, 2016-01-01 14:15:00, 355.0, 55.0
2.9, None, 0.0, 4.7, None, 2016-01-01 14:30:00, 341.0, 61.0
3.0, None, 0.0, 6.6, None, 2016-01-01 14:45:00, 348.0, 54.0
3.0, 1.0, 0.0, 5.1, 0.298, 2016-01-01 15:00:00, 152.0, 64.0
3.2, None, 0.0, 4.0, None, 2016-01-01 15:15:00, 224.0, 66.0
2.3, None, 0.0, 4.9, None, 2016-01-01 15:30:00, 220.0, 68.0
2.1, None, 0.0, 4.3, None, 2016-01-01 15:45:00, 212.0, 67.0
1.7, 0.0, 0.0, 3.3, 0.296, 2016-01-01 16:00:00, 180.0, 72.0
0.4, None, 0.0, 2.3, None, 2016-01-01 16:15:00, 221.0, 77.0
-1.2, None, 0.0, 0.5, None, 2016-01-01 16:30:00, 35.0, 86.0
-2.1, None, 0.0, 1.9, None, 2016-01-01 16:45:00, 30.0, 86.0
-2.6, 0.0, 0.0, 0.7, 0.308, 2016-01-01 17:00:00, 53.0, 88.0
-3.0, None, 0.0, 1.9, None, 2016-01-01 17:15:00, 41.0, 89.0
-3.3, None, 0.0, 2.1, None, 2016-01-01 17:30:00, 30.0, 90.0
-3.6, None, 0.0, 1.6, None, 2016-01-01 17:45:00, 328.0, 90.0
-3.6, 0.0, 0.0, 3.5, 0.311, 2016-01-01 18:00:00, 342.0, 89.0
-3.9, None, 0.0, 3.7, None, 2016-01-01 18:15:00, 31.0, 90.0
-3.9, None, 0.0, 2.8, None, 2016-01-01 18:30:00, 4.0, 88.0
-4.3, None, 0.0, 1.5, None, 2016-01-01 18:45:00, 136.0, 90.0
-4.7, 0.0, 0.0, 0.3, 0.31, 2016-01-01 19:00:00, 135.0, 90.0
-4.7, None, 0.0, 2.0, None, 2016-01-01 19:15:00, 161.0, 91.0
-4.6, None, 0.0, 3.6, None, 2016-01-01 19:30:00, 64.0, 89.0
-4.8, None, 0.0, 2.3, None, 2016-01-01 19:45:00, 41.0, 90.0
-5.0, 1.0, 0.0, 3.4, 0.311, 2016-01-01 20:00:00, 34.0, 90.0
-5.2, None, 0.0, 1.1, None, 2016-01-01 20:15:00, 298.0, 89.0
-5.4, None, 0.0, 1.0, None, 2016-01-01 20:30:00, 255.0, 90.0
-5.4, None, 0.0, 2.6, None, 2016-01-01 20:45:00, 307.0, 89.0
-5.6, 0.0, 0.0, 1.9, 0.312, 2016-01-01 21:00:00, 210.0, 90.0
-5.2, None, 0.0, 2.8, None, 2016-01-01 21:15:00, 49.0, 90.0
-5.4, None, 0.0, 1.3, None, 2016-01-01 21:30:00, 296.0, 89.0
-5.4, None, 0.0, 2.5, None, 2016-01-01 21:45:00, 38.0, 87.0
-5.2, 0.0, 0.0, 3.5, 0.311, 2016-01-01 22:00:00, 352.0, 88.0
-5.9, None, 0.0, 0.8, None, 2016-01-01 22:15:00, 286.0, 89.0
-6.3, None, 0.0, 2.2, None, 2016-01-01 22:30:00, 111.0, 91.0
-6.1, None, 0.0, 3.4, None, 2016-01-01 22:45:00, 33.0, 91.0
-6.2, 0.0, 0.0, 1.8, 0.317, 2016-01-01 23:00:00, 317.0, 90.0
-6.2, None, 0.0, 2.4, None, 2016-01-01 23:15:00, 54.0, 90.0
-6.6, None, 0.0, 1.9, None, 2016-01-01 23:30:00, 59.0, 89.0
-6.4, None, 0.0, 2.0, None, 2016-01-01 23:45:00, 273.0, 90.0
-7.0, 0.0, 0.0, 2.4, 0.311, 2016-01-02 00:00:00, 103.0, 90.0
-6.9, None, 0.0, 2.7, None, 2016-01-02 00:15:00, 223.0, 90.0
-6.6, None, 0.0, 2.3, None, 2016-01-02 00:30:00, 31.0, 90.0
-6.7, None, 0.0, 2.1, None, 2016-01-02 00:45:00, 90.0, 90.0
-6.9, 0.0, 0.0, 2.3, 0.31, 2016-01-02 01:00:00, 270.0, 89.0
-6.8, None, 0.0, 2.7, None, 2016-01-02 01:15:00, 355.0, 90.0
-6.7, None, 0.0, 2.1, None, 2016-01-02 01:30:00, 322.0, 90.0
-7.0, None, 0.0, 2.1, None, 2016-01-02 01:45:00, 27.0, 90.0
-6.6, 0.0, 0.0, 2.7, 0.308, 2016-01-02 02:00:00, 54.0, 90.0
-6.8, None, 0.0, 1.8, None, 2016-01-02 02:15:00, 270.0, 90.0
-6.5, None, 0.0, 2.7, None, 2016-01-02 02:30:00, 38.0, 88.0
-6.7, None, 0.0, 2.7, None, 2016-01-02 02:45:00, 11.0, 88.0
-6.9, 0.0, 0.0, 0.5, 0.314, 2016-01-02 03:00:00, 216.0, 90.0
-7.1, None, 0.0, 1.2, None, 2016-01-02 03:15:00, 261.0, 90.0
-6.7, None, 0.0, 3.1, None, 2016-01-02 03:30:00, 44.0, 86.0
-6.8, None, 0.0, 2.7, None, 2016-01-02 03:45:00, 357.0, 90.0
-7.0, 0.0, 0.0, 2.8, 0.31, 2016-01-02 04:00:00, 61.0, 88.0
-6.7, None, 0.0, 1.9, None, 2016-01-02 04:15:00, 22.0, 89.0
-7.0, None, 0.0, 1.4, None, 2016-01-02 04:30:00, 286.0, 89.0
-7.3, None, 0.0, 0.6, None, 2016-01-02 04:45:00, 6.0, 89.0
-6.9, 0.0, 0.0, 3.5, 0.308, 2016-01-02 05:00:00, 37.0, 90.0
-7.5, None, 0.0, 1.8, None, 2016-01-02 05:15:00, 255.0, 89.0
-7.6, None, 0.0, 4.6, None, 2016-01-02 05:30:00, 51.0, 90.0
-7.5, None, 0.0, 2.1, None, 2016-01-02 05:45:00, 305.0, 88.0
-7.5, 0.0, 0.0, 2.1, 0.313, 2016-01-02 06:00:00, 354.0, 89.0
-7.3, None, 0.0, 3.1, None, 2016-01-02 06:15:00, 41.0, 88.0
-7.6, None, 0.0, 0.8, None, 2016-01-02 06:30:00, 185.0, 89.0
-7.4, None, 0.0, 1.5, None, 2016-01-02 06:45:00, 345.0, 90.0
-7.3, 0.0, 0.0, 1.2, 0.307, 2016-01-02 07:00:00, 342.0, 89.0
-7.3, None, 0.0, 1.0, None, 2016-01-02 07:15:00, 200.0, 89.0
-7.3, None, 0.0, 0.3, None, 2016-01-02 07:30:00, 20.0, 90.0
-7.5, None, 0.0, 1.5, None, 2016-01-02 07:45:00, 84.0, 88.0
-7.7, 0.0, 0.0, 1.8, 0.311, 2016-01-02 08:00:00, 14.0, 89.0
-7.8, None, 0.0, 1.0, None, 2016-01-02 08:15:00, 267.0, 89.0
-7.5, None, 0.0, 0.5, None, 2016-01-02 08:30:00, 300.0, 90.0
-7.4, None, 0.0, 2.2, None, 2016-01-02 08:45:00, 349.0, 89.0
-6.1, 0.0, 0.0, 1.3, 0.305, 2016-01-02 09:00:00, 313.0, 85.0
-4.6, None, 0.0, 0.0, None, 2016-01-02 09:15:00, 272.0, 85.0
-3.9, None, 0.0, 1.2, None, 2016-01-02 09:30:00, 102.0, 82.0
-3.2, None, 0.0, 0.5, None, 2016-01-02 09:45:00, 248.0, 82.0
-2.2, 0.0, 0.0, 1.1, 0.295, 2016-01-02 10:00:00, 213.0, 78.0
-1.5, None, 0.0, 0.4, None, 2016-01-02 10:15:00, 170.0, 79.0
-1.9, None, 0.0, 2.6, None, 2016-01-02 10:30:00, 291.0, 82.0
-1.5, None, 0.0, 3.3, None, 2016-01-02 10:45:00, 259.0, 83.0
-0.9, -1.0, 0.0, 2.7, 0.295, 2016-01-02 11:00:00, 248.0, 83.0
-0.5, None, 0.0, 2.8, None, 2016-01-02 11:15:00, 214.0, 80.0
0.4, None, 0.0, 2.5, None, 2016-01-02 11:30:00, 203.0, 79.0
2.3, None, 0.0, 3.2, None, 2016-01-02 11:45:00, 194.0, 74.0
2.1, 0.0, 0.0, 5.4, 0.291, 2016-01-02 12:00:00, 229.0, 71.0
2.6, None, 0.0, 4.7, None, 2016-01-02 12:15:00, 192.0, 69.0
2.7, None, 0.0, 5.2, None, 2016-01-02 12:30:00, 202.0, 69.0
3.0, None, 0.0, 5.4, None, 2016-01-02 12:45:00, 191.0, 68.0
2.7, -1.0, 0.0, 6.8, 0.292, 2016-01-02 13:00:00, 201.0, 67.0
2.5, None, 0.0, 7.6, None, 2016-01-02 13:15:00, 225.0, 66.0
2.6, None, 0.0, 5.9, None, 2016-01-02 13:30:00, 215.0, 66.0
3.1, None, 0.0, 5.1, None, 2016-01-02 13:45:00, 208.0, 61.0
2.9, 0.0, 0.0, 5.8, 0.293, 2016-01-02 14:00:00, 229.0, 62.0
3.3, None, 0.0, 4.1, None, 2016-01-02 14:15:00, 340.0, 59.0
2.9, None, 0.0, 11.0, None, 2016-01-02 14:30:00, 27.0, 60.0
3.0, None, 0.0, 8.4, None, 2016-01-02 14:45:00, 18.0, 60.0
3.6, 1.0, 0.0, 3.9, 0.287, 2016-01-02 15:00:00, 233.0, 60.0
4.0, None, 0.0, 4.6, None, 2016-01-02 15:15:00, 40.0, 55.0
2.8, None, 0.0, 11.5, None, 2016-01-02 15:30:00, 18.0, 53.0
2.5, None, 0.0, 6.4, None, 2016-01-02 15:45:00, 17.0, 58.0
2.1, 0.0, 0.0, 4.7, 0.286, 2016-01-02 16:00:00, 34.0, 65.0
0.8, None, 0.0, 3.0, None, 2016-01-02 16:15:00, 260.0, 74.0
-1.0, None, 0.0, 1.9, None, 2016-01-02 16:30:00, 98.0, 81.0
-1.9, None, 0.0, 1.9, None, 2016-01-02 16:45:00, 309.0, 84.0
-2.1, 0.0, 0.0, 4.5, 0.305, 2016-01-02 17:00:00, 324.0, 80.0
-2.4, None, 0.0, 0.8, None, 2016-01-02 17:15:00, 232.0, 82.0
-3.0, None, 0.0, 1.8, None, 2016-01-02 17:30:00, 248.0, 85.0
-3.0, None, 0.0, 3.3, None, 2016-01-02 17:45:00, 298.0, 84.0
-3.1, 1.0, 0.0, 2.7, 0.299, 2016-01-02 18:00:00, 302.0, 85.0
-3.6, None, 0.0, 3.4, None, 2016-01-02 18:15:00, 310.0, 89.0
-3.9, None, 0.0, 2.9, None, 2016-01-02 18:30:00, 87.0, 90.0
-4.2, None, 0.0, 2.4, None, 2016-01-02 18:45:00, 72.0, 88.0
-4.4, 0.0, 0.0, 2.3, 0.306, 2016-01-02 19:00:00, 322.0, 89.0
-4.4, None, 0.0, 3.7, None, 2016-01-02 19:15:00, 267.0, 91.0
-4.8, None, 0.0, 0.8, None, 2016-01-02 19:30:00, 66.0, 91.0
-4.8, None, 0.0, 2.1, None, 2016-01-02 19:45:00, 96.0, 91.0
-5.0, 0.0, 0.0, 1.1, 0.306, 2016-01-02 20:00:00, 235.0, 91.0
-4.9, None, 0.0, 1.6, None, 2016-01-02 20:15:00, 63.0, 91.0
-5.3, None, 0.0, 1.3, None, 2016-01-02 20:30:00, 174.0, 90.0
-5.2, None, 0.0, 2.7, None, 2016-01-02 20:45:00, 317.0, 91.0
-5.1, 0.0, 0.0, 2.0, 0.305, 2016-01-02 21:00:00, 4.0, 89.0
-5.5, None, 0.0, 3.1, None, 2016-01-02 21:15:00, 262.0, 90.0
-5.7, None, 0.0, 2.6, None, 2016-01-02 21:30:00, 73.0, 91.0
-5.5, None, 0.0, 3.5, None, 2016-01-02 21:45:00, 298.0, 91.0
-5.6, 0.0, 0.0, 3.3, 0.305, 2016-01-02 22:00:00, 44.0, 90.0
-5.6, None, 0.0, 3.2, None, 2016-01-02 22:15:00, 260.0, 89.0
-5.4, None, 0.0, 3.4, None, 2016-01-02 22:30:00, 274.0, 89.0
-5.6, None, 0.0, 4.0, None, 2016-01-02 22:45:00, 264.0, 89.0
-5.0, 0.0, 0.0, 5.0, 0.308, 2016-01-02 23:00:00, 244.0, 86.0
-4.0, None, 0.0, 3.9, None, 2016-01-02 23:15:00, 148.0, 80.0
-4.6, None, 0.0, 4.1, None, 2016-01-02 23:30:00, 256.0, 85.0
-5.1, None, 0.0, 3.4, None, 2016-01-02 23:45:00, 236.0, 87.0
-5.7, 0.0, 0.0, 3.1, 0.306, 2016-01-03 00:00:00, 262.0, 89.0
-5.6, None, 0.0, 3.0, None, 2016-01-03 00:15:00, 267.0, 91.0
-5.9, None, 0.0, 0.7, None, 2016-01-03 00:30:00, 298.0, 91.0
-6.1, None, 0.0, 2.0, None, 2016-01-03 00:45:00, 101.0, 91.0
-6.1, 0.0, 0.0, 2.8, 0.304, 2016-01-03 01:00:00, 18.0, 92.0
-5.9, None, 0.0, 2.4, None, 2016-01-03 01:15:00, 272.0, 91.0
-6.1, None, 0.0, 1.8, None, 2016-01-03 01:30:00, 207.0, 91.0
-6.2, None, 0.0, 3.2, None, 2016-01-03 01:45:00, 261.0, 90.0
-6.3, 0.0, 0.0, 1.7, 0.307, 2016-01-03 02:00:00, 138.0, 89.0
-6.1, None, 0.0, 2.0, None, 2016-01-03 02:15:00, 266.0, 89.0
-5.9, None, 0.0, 1.9, None, 2016-01-03 02:30:00, 46.0, 91.0
-7.0, None, 0.0, 2.8, None, 2016-01-03 02:45:00, 241.0, 89.0
-6.7, 0.0, 0.0, 2.2, 0.303, 2016-01-03 03:00:00, 49.0, 89.0
-7.3, None, 0.0, 2.3, None, 2016-01-03 03:15:00, 266.0, 89.0
-7.0, None, 0.0, 1.2, None, 2016-01-03 03:30:00, 240.0, 89.0
-6.6, None, 0.0, 2.3, None, 2016-01-03 03:45:00, 281.0, 91.0
-6.4, 0.0, 0.0, 1.6, 0.305, 2016-01-03 04:00:00, 171.0, 89.0
-7.3, None, 0.0, 2.9, None, 2016-01-03 04:15:00, 103.0, 88.0
-6.5, None, 0.0, 2.8, None, 2016-01-03 04:30:00, 333.0, 86.0
-6.4, None, 0.0, 2.4, None, 2016-01-03 04:45:00, 41.0, 85.0
-6.5, 0.0, 0.0, 5.0, 0.301, 2016-01-03 05:00:00, 47.0, 82.0
-7.1, None, 0.0, 3.4, None, 2016-01-03 05:15:00, 64.0, 87.0
-6.6, None, 0.0, 5.8, None, 2016-01-03 05:30:00, 65.0, 84.0
-5.7, None, 0.0, 8.3, None, 2016-01-03 05:45:00, 65.0, 85.0
-5.4, 0.0, 0.0, 10.0, 0.305, 2016-01-03 06:00:00, 65.0, 85.0
-5.4, None, 0.0, 10.5, None, 2016-01-03 06:15:00, 50.0, 83.0
-5.5, None, 0.0, 11.1, None, 2016-01-03 06:30:00, 51.0, 84.0
-5.5, None, 0.0, 11.8, None, 2016-01-03 06:45:00, 48.0, 84.0
-5.4, 0.0, 0.0, 10.5, 0.296, 2016-01-03 07:00:00, 41.0, 81.0
-6.0, None, 0.0, 4.5, None, 2016-01-03 07:15:00, 305.0, 85.0
-6.1, None, 0.0, 3.0, None, 2016-01-03 07:30:00, 292.0, 83.0
-5.7, None, 0.0, 3.1, None, 2016-01-03 07:45:00, 7.0, 83.0
-5.6, 0.0, 0.0, 3.6, 0.303, 2016-01-03 08:00:00, 35.0, 82.0
-5.6, None, 0.0, 5.1, None, 2016-01-03 08:15:00, 33.0, 80.0
-6.1, None, 0.0, 2.9, None, 2016-01-03 08:30:00, 271.0, 87.0
-6.2, None, 0.0, 2.5, None, 2016-01-03 08:45:00, 292.0, 88.0
-5.1, 0.0, 0.0, 2.3, 0.293, 2016-01-03 09:00:00, 251.0, 84.0
-3.8, None, 0.0, 2.2, None, 2016-01-03 09:15:00, 262.0, 80.0
-3.0, None, 0.0, 2.6, None, 2016-01-03 09:30:00, 231.0, 79.0
-2.2, None, 0.0, 4.2, None, 2016-01-03 09:45:00, 73.0, 72.0
-2.3, 0.0, 0.0, 3.7, 0.287, 2016-01-03 10:00:00, 98.0, 75.0
-1.8, None, 0.25, 7.1, None, 2016-01-03 10:15:00, 68.0, 70.0
-0.7, None, 0.0, 5.4, None, 2016-01-03 10:30:00, 55.0, 67.0
-0.3, None, 0.0, 7.3, None, 2016-01-03 10:45:00, 80.0, 59.0
0.2, -1.0, 0.0, 7.9, 0.295, 2016-01-03 11:00:00, 75.0, 61.0
0.1, None, 0.0, 10.6, None, 2016-01-03 11:15:00, 39.0, 67.0
0.1, None, 0.0, 10.6, None, 2016-01-03 11:30:00, 52.0, 66.0
0.8, None, 0.0, 13.0, None, 2016-01-03 11:45:00, 39.0, 61.0
0.9, 0.0, 0.0, 10.1, 0.297, 2016-01-03 12:00:00, 65.0, 63.0
1.1, None, 0.0, 10.1, None, 2016-01-03 12:15:00, 43.0, 61.0
1.7, None, 0.0, 5.5, None, 2016-01-03 12:30:00, 97.0, 60.0
1.5, None, 0.0, 9.3, None, 2016-01-03 12:45:00, 52.0, 61.0
1.2, 0.0, 0.0, 8.8, 0.3, 2016-01-03 13:00:00, 53.0, 61.0
1.1, None, 0.0, 10.4, None, 2016-01-03 13:15:00, 69.0, 61.0
1.5, None, 0.0, 7.5, None, 2016-01-03 13:30:00, 74.0, 56.0
1.4, None, 0.0, 10.8, None, 2016-01-03 13:45:00, 98.0, 55.0
1.2, 0.0, 0.0, 11.2, 0.298, 2016-01-03 14:00:00, 72.0, 59.0
1.4, None, 0.0, 7.0, None, 2016-01-03 14:15:00, 78.0, 57.0
1.3, None, 0.0, 9.0, None, 2016-01-03 14:30:00, 88.0, 59.0
1.0, None, 0.0, 11.0, None, 2016-01-03 14:45:00, 77.0, 60.0
1.0, 0.0, 0.0, 12.2, 0.298, 2016-01-03 15:00:00, 69.0, 60.0
1.0, None, 0.0, 10.1, None, 2016-01-03 15:15:00, 62.0, 65.0
0.7, None, 0.0, 10.7, None, 2016-01-03 15:30:00, 70.0, 66.0
0.1, None, 0.0, 13.1, None, 2016-01-03 15:45:00, 74.0, 71.0
-0.3, 0.0, 0.0, 10.9, 0.297, 2016-01-03 16:00:00, 73.0, 75.0
-1.0, None, 0.0, 11.9, None, 2016-01-03 16:15:00, 66.0, 79.0
-1.4, None, 0.0, 8.8, None, 2016-01-03 16:30:00, 75.0, 81.0
-1.6, None, 0.0, 8.4, None, 2016-01-03 16:45:00, 66.0, 83.0
-1.7, 0.0, 0.0, 3.9, 0.3, 2016-01-03 17:00:00, 55.0, 84.0
-1.7, None, 0.0, 5.6, None, 2016-01-03 17:15:00, 49.0, 85.0
-1.6, None, 0.0, 4.6, None, 2016-01-03 17:30:00, 40.0, 85.0
-1.6, None, 0.0, 4.0, None, 2016-01-03 17:45:00, 66.0, 86.0
-1.6, 0.0, 0.0, 4.1, 0.296, 2016-01-03 18:00:00, 55.0, 86.0
-1.6, None, 0.0, 5.0, None, 2016-01-03 18:15:00, 39.0, 86.0
-1.6, None, 0.0, 4.0, None, 2016-01-03 18:30:00, 56.0, 87.0
-1.7, None, 0.0, 5.9, None, 2016-01-03 18:45:00, 325.0, 88.0
-1.9, 0.0, 0.0, 3.1, 0.299, 2016-01-03 19:00:00, 211.0, 89.0
-2.1, None, 0.0, 1.9, None, 2016-01-03 19:15:00, 231.0, 91.0
-2.2, None, 0.0, 5.9, None, 2016-01-03 19:30:00, 268.0, 91.0
-2.4, None, 0.0, 5.5, None, 2016-01-03 19:45:00, 246.0, 93.0
-2.4, 0.0, 0.0, 1.1, 0.302, 2016-01-03 20:00:00, 228.0, 93.0
-2.4, None, 0.0, 2.0, None, 2016-01-03 20:15:00, 193.0, 93.0
-2.5, None, 0.0, 3.3, None, 2016-01-03 20:30:00, 249.0, 93.0
-2.4, None, 0.0, 2.6, None, 2016-01-03 20:45:00, 254.0, 94.0
-2.4, 1.0, 0.0, 1.9, 0.302, 2016-01-03 21:00:00, 169.0, 94.0
-2.4, None, 0.0, 0.2, None, 2016-01-03 21:15:00, 187.0, 94.0
-2.4, None, 0.0, 0.0, None, 2016-01-03 21:30:00, 184.0, 94.0
-2.4, None, 0.0, 0.8, None, 2016-01-03 21:45:00, 160.0, 94.0
-2.4, -1.0, 0.0, 0.2, 0.308, 2016-01-03 22:00:00, 57.0, 94.0
-2.4, None, 0.0, 0.8, None, 2016-01-03 22:15:00, 169.0, 94.0
-2.4, None, 0.0, 0.0, None, 2016-01-03 22:30:00, 172.0, 94.0
-2.3, None, 0.0, 1.0, None, 2016-01-03 22:45:00, 191.0, 94.0
-2.3, 0.0, 0.0, 0.9, 0.3, 2016-01-03 23:00:00, 224.0, 94.0
-2.3, None, 0.0, 0.0, None, 2016-01-03 23:15:00, 86.0, 94.0
-2.3, None, 0.0, 2.7, None, 2016-01-03 23:30:00, 208.0, 94.0
-2.3, None, 0.0, 3.1, None, 2016-01-03 23:45:00, 203.0, 94.0
-2.2, 1.0, 0.0, 2.7, 0.298, 2016-01-04 00:00:00, 237.0, 95.0
-2.2, None, 0.0, 3.0, None, 2016-01-04 00:15:00, 198.0, 95.0
-2.2, None, 0.0, 1.1, None, 2016-01-04 00:30:00, 176.0, 95.0
-2.2, None, 0.0, 2.5, None, 2016-01-04 00:45:00, 280.0, 95.0
-2.2, -1.0, 0.0, 2.0, 0.298, 2016-01-04 01:00:00, 236.0, 95.0
-2.2, None, 0.0, 2.0, None, 2016-01-04 01:15:00, 281.0, 95.0
-2.1, None, 0.0, 1.6, None, 2016-01-04 01:30:00, 89.0, 95.0
-2.1, None, 0.0, 2.9, None, 2016-01-04 01:45:00, 244.0, 95.0
-2.1, 1.0, 0.0, 4.2, 0.298, 2016-01-04 02:00:00, 285.0, 95.0
-2.1, None, 0.0, 1.9, None, 2016-01-04 02:15:00, 258.0, 95.0
-2.1, None, 0.0, 2.4, None, 2016-01-04 02:30:00, 254.0, 95.0
-2.1, None, 0.0, 2.2, None, 2016-01-04 02:45:00, 308.0, 95.0
-2.1, 0.0, 0.0, 2.7, 0.297, 2016-01-04 03:00:00, 161.0, 95.0
-1.9, None, 0.0, 4.1, None, 2016-01-04 03:15:00, 57.0, 95.0
-1.7, None, 0.0, 9.2, None, 2016-01-04 03:30:00, 42.0, 94.0
-1.6, None, 0.0, 7.0, None, 2016-01-04 03:45:00, 46.0, 93.0
-1.6, 0.0, 0.0, 4.2, 0.294, 2016-01-04 04:00:00, 58.0, 92.0
-1.5, None, 0.0, 7.0, None, 2016-01-04 04:15:00, 35.0, 90.0
-1.5, None, 0.0, 5.5, None, 2016-01-04 04:30:00, 45.0, 91.0
-1.6, None, 0.0, 6.1, None, 2016-01-04 04:45:00, 33.0, 91.0
-1.6, 0.0, 0.0, 5.0, 0.293, 2016-01-04 05:00:00, 34.0, 91.0
-1.7, None, 0.0, 3.6, None, 2016-01-04 05:15:00, 82.0, 93.0
-1.7, None, 0.0, 2.3, None, 2016-01-04 05:30:00, 148.0, 93.0
-1.7, None, 0.0, 2.4, None, 2016-01-04 05:45:00, 232.0, 94.0
-1.7, 0.0, 0.0, 4.5, 0.294, 2016-01-04 06:00:00, 330.0, 94.0
