pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
None, None, None, None, None, -7.1, 32.0, None, None, 517.0, 85.0, None,2019-11-26 00:00:00, None,48
None, None, None, None, None, -7.9, 31.0, None, None, 518.0, 85.0, None,2019-11-26 01:00:00, None,48
None, None, None, None, None, -9.4, 32.0, None, None, 518.0, 85.0, None,2019-11-26 02:00:00, None,48
None, None, None, None, None, -11.1, 32.0, None, None, 518.0, 85.0, None,2019-11-26 03:00:00, None,48
None, None, None, None, None, -8.4, 32.0, None, None, 518.0, 85.0, None,2019-11-26 04:00:00, None,48
None, None, None, None, None, -9.1, 32.0, None, None, 518.0, 85.0, None,2019-11-26 05:00:00, None,48
None, None, None, None, None, -10.8, 32.0, None, None, 518.0, 84.0, None,2019-11-26 06:00:00, None,48
None, None, None, None, None, -14.1, 32.0, None, None, 519.0, 84.0, None,2019-11-26 07:00:00, None,48
None, None, None, None, None, -15.6, 32.0, None, None, 519.0, 84.0, None,2019-11-26 08:00:00, None,48
None, None, None, None, None, -16.8, 33.0, None, None, 519.0, 83.0, None,2019-11-26 09:00:00, None,48
None, None, None, None, None, -17.9, 32.0, None, None, 520.0, 83.0, None,2019-11-26 10:00:00, None,48
None, None, None, None, None, -18.2, None, None, None, 520.0, 83.0, None,2019-11-26 11:00:00, None,48
None, None, None, None, None, -18.7, None, None, None, 520.0, 83.0, None,2019-11-26 12:00:00, None,48
None, None, None, None, None, -18.8, None, None, None, 520.0, 82.0, None,2019-11-26 13:00:00, None,48
None, None, None, None, None, -18.9, None, None, None, 520.0, 82.0, None,2019-11-26 14:00:00, None,48
None, None, None, None, None, -19.2, None, None, None, 520.0, 82.0, None,2019-11-26 15:00:00, None,48
None, 461.0, None, None, None, -19.3, None, None, None, 520.0, 82.0, None,2019-11-26 16:00:00, None,48
None, None, None, None, None, -18.1, None, None, None, 520.0, 82.0, None,2019-11-26 17:00:00, None,48
None, None, None, None, None, -13.1, None, None, None, 519.0, 81.0, None,2019-11-26 18:00:00, None,48
None, None, None, None, None, -8.7, None, None, None, 518.0, 81.0, None,2019-11-26 19:00:00, None,48
None, None, None, None, None, -6.4, None, None, None, 517.0, 82.0, None,2019-11-26 20:00:00, None,48
None, None, None, None, None, -6.7, None, None, None, 517.0, 82.0, None,2019-11-26 21:00:00, None,48
None, None, None, None, None, -6.9, None, None, None, 517.0, 83.0, None,2019-11-26 22:00:00, None,48
None, None, None, None, None, -8.0, 32.0, None, None, 517.0, 83.0, None,2019-11-26 23:00:00, None,48
None, None, None, None, None, -12.8, 31.0, None, None, 518.0, 83.0, None,2019-11-27 00:00:00, None,48
None, None, None, None, None, -15.5, 31.0, None, None, 519.0, 82.0, None,2019-11-27 01:00:00, None,48
None, None, None, None, None, -17.4, 31.0, None, None, 519.0, 82.0, None,2019-11-27 02:00:00, None,48
None, None, None, None, None, -18.6, 32.0, None, None, 520.0, 81.0, None,2019-11-27 03:00:00, None,48
None, None, None, None, None, -19.2, 31.0, None, None, 520.0, 81.0, None,2019-11-27 04:00:00, None,48
None, None, None, None, None, -19.2, 31.0, None, None, 520.0, 80.0, None,2019-11-27 05:00:00, None,48
None, None, None, None, None, -19.1, 32.0, None, None, 520.0, 80.0, None,2019-11-27 06:00:00, None,48
None, None, None, None, None, -20.1, 32.0, None, None, 520.0, 78.0, None,2019-11-27 07:00:00, None,48
None, None, None, None, None, -20.4, 31.0, None, None, 520.0, 78.0, None,2019-11-27 08:00:00, None,48
None, None, None, None, None, -20.9, 32.0, None, None, 520.0, 77.0, None,2019-11-27 09:00:00, None,48
None, None, None, None, None, -21.4, 32.0, None, None, 520.0, 76.0, None,2019-11-27 10:00:00, None,48
None, None, None, None, None, -21.5, 32.0, None, None, 520.0, 75.0, None,2019-11-27 11:00:00, None,48
None, None, None, None, None, -21.3, 32.0, None, None, 520.0, 75.0, None,2019-11-27 12:00:00, None,48
None, None, None, None, None, -22.1, 32.0, None, None, 520.0, 74.0, None,2019-11-27 13:00:00, None,48
None, None, None, None, None, -22.7, 32.0, None, None, 520.0, 73.0, None,2019-11-27 14:00:00, None,48
None, None, None, None, None, -22.9, 32.0, None, None, 520.0, 72.0, None,2019-11-27 15:00:00, None,48
None, 454.0, None, None, None, -22.9, 32.0, None, None, 520.0, 72.0, None,2019-11-27 16:00:00, None,48
None, None, None, None, None, -22.0, 32.0, None, None, 520.0, 71.0, None,2019-11-27 17:00:00, None,48
None, None, None, None, None, -13.3, 31.0, None, None, 518.0, 70.0, None,2019-11-27 18:00:00, None,48
None, None, None, None, None, -11.0, 32.0, None, None, 518.0, 70.0, None,2019-11-27 19:00:00, None,48
None, None, None, None, None, -9.0, 32.0, None, None, 517.0, 71.0, None,2019-11-27 20:00:00, None,48
None, None, None, None, None, -9.3, 33.0, None, None, 517.0, 71.0, None,2019-11-27 21:00:00, None,48
None, None, None, None, None, -9.7, 33.0, None, None, 517.0, 71.0, None,2019-11-27 22:00:00, None,48
None, None, None, None, None, -12.2, 33.0, None, None, 518.0, 71.0, None,2019-11-27 23:00:00, None,48
None, None, None, None, None, -15.7, 33.0, None, None, 519.0, 71.0, None,2019-11-28 00:00:00, None,48
None, None, None, None, None, -18.4, 34.0, None, None, 519.0, 71.0, None,2019-11-28 01:00:00, None,48
None, None, None, None, None, -19.8, 35.0, None, None, 520.0, 70.0, None,2019-11-28 02:00:00, None,48
None, None, None, None, None, -20.4, 35.0, None, None, 520.0, 69.0, None,2019-11-28 03:00:00, None,48
None, None, None, None, None, -21.4, 35.0, None, None, 520.0, 68.0, None,2019-11-28 04:00:00, None,48
None, None, None, None, None, -21.5, 34.0, None, None, 520.0, 68.0, None,2019-11-28 05:00:00, None,48
None, None, None, None, None, -21.6, 34.0, None, None, 520.0, 68.0, None,2019-11-28 06:00:00, None,48
None, None, None, None, None, -22.1, 34.0, None, None, 520.0, 68.0, None,2019-11-28 07:00:00, None,48
None, None, None, None, None, -22.3, 35.0, None, None, 520.0, 68.0, None,2019-11-28 08:00:00, None,48
None, None, None, None, None, -22.6, 34.0, None, None, 520.0, 68.0, None,2019-11-28 09:00:00, None,48
None, None, None, None, None, -22.5, 34.0, None, None, 520.0, 68.0, None,2019-11-28 10:00:00, None,48
None, None, None, None, None, -22.8, 34.0, None, None, 520.0, 68.0, None,2019-11-28 11:00:00, None,48
None, None, None, None, None, -22.8, 34.0, None, None, 520.0, 68.0, None,2019-11-28 12:00:00, None,48
None, None, None, None, None, -23.0, 34.0, None, None, 520.0, 68.0, None,2019-11-28 13:00:00, None,48
None, None, None, None, None, -23.3, 34.0, None, None, 520.0, 68.0, None,2019-11-28 14:00:00, None,48
None, None, None, None, None, -23.1, 33.0, None, None, 520.0, 69.0, None,2019-11-28 15:00:00, None,48
None, 450.0, None, None, None, -23.0, 32.0, None, None, 520.0, 70.0, None,2019-11-28 16:00:00, None,48
None, None, None, None, None, -21.9, 33.0, None, None, 520.0, 71.0, None,2019-11-28 17:00:00, None,48
None, None, None, None, None, -15.3, 32.0, None, None, 519.0, 73.0, None,2019-11-28 18:00:00, None,48
None, None, None, None, None, -12.7, 32.0, None, None, 518.0, 75.0, None,2019-11-28 19:00:00, None,48
None, None, None, None, None, -11.4, 32.0, None, None, 517.0, 78.0, None,2019-11-28 20:00:00, None,48
None, None, None, None, None, -12.2, 33.0, None, None, 517.0, 81.0, None,2019-11-28 21:00:00, None,48
None, None, None, None, None, -12.5, 33.0, None, None, 518.0, 82.0, None,2019-11-28 22:00:00, None,48
None, None, None, None, None, -14.4, 33.0, None, None, 518.0, 84.0, None,2019-11-28 23:00:00, None,48
None, None, None, None, None, -18.6, 33.0, None, None, 519.0, 85.0, None,2019-11-29 00:00:00, None,48
None, None, None, None, None, -21.0, 33.0, None, None, 520.0, 85.0, None,2019-11-29 01:00:00, None,48
None, None, None, None, None, -22.0, 33.0, None, None, 520.0, 86.0, None,2019-11-29 02:00:00, None,48
None, None, None, None, None, -22.9, 33.0, None, None, 520.0, 87.0, None,2019-11-29 03:00:00, None,48
None, None, None, None, None, -23.2, 33.0, None, None, 520.0, 87.0, None,2019-11-29 04:00:00, None,48
None, None, None, None, None, -23.2, 33.0, None, None, 520.0, 89.0, None,2019-11-29 05:00:00, None,48
None, None, None, None, None, -23.3, 33.0, None, None, 520.0, 90.0, None,2019-11-29 06:00:00, None,48
None, None, None, None, None, -23.1, 33.0, None, None, 520.0, 91.0, None,2019-11-29 07:00:00, None,48
None, None, None, None, None, -23.1, 33.0, None, None, 520.0, 91.0, None,2019-11-29 08:00:00, None,48
None, None, None, None, None, -23.5, 33.0, None, None, 520.0, 92.0, None,2019-11-29 09:00:00, None,48
None, None, None, None, None, -23.5, 33.0, None, None, 520.0, 93.0, None,2019-11-29 10:00:00, None,48
None, None, None, None, None, -23.3, 33.0, None, None, 520.0, 94.0, None,2019-11-29 11:00:00, None,48
None, None, None, None, None, -23.1, 33.0, None, None, 520.0, 95.0, None,2019-11-29 12:00:00, None,48
None, None, None, None, None, -23.2, 33.0, None, None, 520.0, 96.0, None,2019-11-29 13:00:00, None,48
None, None, None, None, None, -23.2, 33.0, None, None, 520.0, 97.0, None,2019-11-29 14:00:00, None,48
None, None, None, None, None, -23.3, 33.0, None, None, 520.0, 98.0, None,2019-11-29 15:00:00, None,48
None, 450.0, None, None, None, -23.1, 33.0, None, None, 520.0, 98.0, None,2019-11-29 16:00:00, None,48
None, None, None, None, None, -21.6, 32.0, None, None, 520.0, 99.0, None,2019-11-29 17:00:00, None,48
None, None, None, None, None, -17.3, 32.0, None, None, 519.0, 100.0, None,2019-11-29 18:00:00, None,48
None, None, None, None, None, -11.5, 32.0, None, None, 518.0, 102.0, None,2019-11-29 19:00:00, None,48
None, None, None, None, None, -8.0, 31.0, None, None, 517.0, 105.0, None,2019-11-29 20:00:00, None,48
None, None, None, None, None, -8.8, 32.0, None, None, 516.0, 108.0, None,2019-11-29 21:00:00, None,48
None, None, None, None, None, -9.8, 33.0, None, None, 517.0, 110.0, None,2019-11-29 22:00:00, None,48
