WDIR_VECT,time,week_of_year
43.0,2019-08-20 00:00:00,34
36.4,2019-08-20 01:00:00,34
49.0,2019-08-20 02:00:00,34
35.7,2019-08-20 03:00:00,34
66.3,2019-08-20 04:00:00,34
59.1,2019-08-20 05:00:00,34
29.9,2019-08-20 06:00:00,34
55.3,2019-08-20 07:00:00,34
59.5,2019-08-20 08:00:00,34
93.9,2019-08-20 09:00:00,34
113.6,2019-08-20 10:00:00,34
119.8,2019-08-20 11:00:00,34
124.9,2019-08-20 12:00:00,34
125.8,2019-08-20 13:00:00,34
206.5,2019-08-20 14:00:00,34
197.6,2019-08-20 15:00:00,34
122.2,2019-08-20 16:00:00,34
156.0,2019-08-20 17:00:00,34
225.9,2019-08-20 18:00:00,34
142.9,2019-08-20 19:00:00,34
128.6,2019-08-20 20:00:00,34
76.4,2019-08-20 21:00:00,34
60.2,2019-08-20 22:00:00,34
55.3,2019-08-20 23:00:00,34
53.5,2019-08-21 00:00:00,34
59.7,2019-08-21 01:00:00,34
13.4,2019-08-21 02:00:00,34
89.4,2019-08-21 03:00:00,34
63.0,2019-08-21 04:00:00,34
89.5,2019-08-21 05:00:00,34
90.7,2019-08-21 06:00:00,34
89.7,2019-08-21 07:00:00,34
102.2,2019-08-21 08:00:00,34
87.9,2019-08-21 09:00:00,34
62.1,2019-08-21 10:00:00,34
95.0,2019-08-21 11:00:00,34
99.6,2019-08-21 12:00:00,34
113.7,2019-08-21 13:00:00,34
117.0,2019-08-21 14:00:00,34
106.6,2019-08-21 15:00:00,34
102.3,2019-08-21 16:00:00,34
107.4,2019-08-21 17:00:00,34
72.6,2019-08-21 18:00:00,34
57.7,2019-08-21 19:00:00,34
131.7,2019-08-21 20:00:00,34
163.8,2019-08-21 21:00:00,34
167.5,2019-08-21 22:00:00,34
206.1,2019-08-21 23:00:00,34
265.4,2019-08-22 00:00:00,34
167.1,2019-08-22 01:00:00,34
38.4,2019-08-22 02:00:00,34
309.8,2019-08-22 03:00:00,34
316.0,2019-08-22 04:00:00,34
24.3,2019-08-22 05:00:00,34
358.9,2019-08-22 06:00:00,34
65.6,2019-08-22 07:00:00,34
73.5,2019-08-22 08:00:00,34
100.2,2019-08-22 09:00:00,34
147.3,2019-08-22 10:00:00,34
181.4,2019-08-22 11:00:00,34
229.9,2019-08-22 12:00:00,34
250.2,2019-08-22 13:00:00,34
264.4,2019-08-22 14:00:00,34
263.8,2019-08-22 15:00:00,34
263.4,2019-08-22 16:00:00,34
279.0,2019-08-22 17:00:00,34
282.2,2019-08-22 18:00:00,34
268.0,2019-08-22 19:00:00,34
265.9,2019-08-22 20:00:00,34
323.4,2019-08-22 21:00:00,34
7.6,2019-08-22 22:00:00,34
32.8,2019-08-22 23:00:00,34
36.8,2019-08-23 00:00:00,34
49.8,2019-08-23 01:00:00,34
67.8,2019-08-23 02:00:00,34
43.4,2019-08-23 03:00:00,34
42.6,2019-08-23 04:00:00,34
54.9,2019-08-23 05:00:00,34
65.3,2019-08-23 06:00:00,34
62.4,2019-08-23 07:00:00,34
54.7,2019-08-23 08:00:00,34
13.9,2019-08-23 09:00:00,34
74.3,2019-08-23 10:00:00,34
83.4,2019-08-23 11:00:00,34
103.3,2019-08-23 12:00:00,34
99.6,2019-08-23 13:00:00,34
108.5,2019-08-23 14:00:00,34
129.0,2019-08-23 15:00:00,34
220.1,2019-08-23 16:00:00,34
254.8,2019-08-23 17:00:00,34
284.5,2019-08-23 18:00:00,34
258.0,2019-08-23 19:00:00,34
262.0,2019-08-23 20:00:00,34
244.1,2019-08-23 21:00:00,34
4.9,2019-08-23 22:00:00,34
54.3,2019-08-23 23:00:00,34
51.5,2019-08-24 00:00:00,34
39.3,2019-08-24 01:00:00,34
27.2,2019-08-24 02:00:00,34
28.7,2019-08-24 03:00:00,34
38.3,2019-08-24 04:00:00,34
24.7,2019-08-24 05:00:00,34
49.9,2019-08-24 06:00:00,34
59.8,2019-08-24 07:00:00,34
14.3,2019-08-24 08:00:00,34
73.3,2019-08-24 09:00:00,34
90.1,2019-08-24 10:00:00,34
125.3,2019-08-24 11:00:00,34
98.1,2019-08-24 12:00:00,34
122.5,2019-08-24 13:00:00,34
158.5,2019-08-24 14:00:00,34
159.5,2019-08-24 15:00:00,34
145.5,2019-08-24 16:00:00,34
135.7,2019-08-24 17:00:00,34
170.3,2019-08-24 18:00:00,34
97.9,2019-08-24 19:00:00,34
81.2,2019-08-24 20:00:00,34
23.7,2019-08-24 21:00:00,34
23.1,2019-08-24 22:00:00,34
356.7,2019-08-24 23:00:00,34
31.7,2019-08-25 00:00:00,34
10.5,2019-08-25 01:00:00,34
0.5,2019-08-25 02:00:00,34
43.1,2019-08-25 03:00:00,34
29.5,2019-08-25 04:00:00,34
55.3,2019-08-25 05:00:00,34
76.5,2019-08-25 06:00:00,34
94.2,2019-08-25 07:00:00,34
91.6,2019-08-25 08:00:00,34
88.3,2019-08-25 09:00:00,34
96.4,2019-08-25 10:00:00,34
181.7,2019-08-25 11:00:00,34
271.4,2019-08-25 12:00:00,34
252.6,2019-08-25 13:00:00,34
272.4,2019-08-25 14:00:00,34
280.1,2019-08-25 15:00:00,34
266.7,2019-08-25 16:00:00,34
271.0,2019-08-25 17:00:00,34
274.5,2019-08-25 18:00:00,34
277.3,2019-08-25 19:00:00,34
273.8,2019-08-25 20:00:00,34
335.5,2019-08-25 21:00:00,34
37.2,2019-08-25 22:00:00,34
32.3,2019-08-25 23:00:00,34
29.9,2019-08-26 00:00:00,34
26.0,2019-08-26 01:00:00,34
31.2,2019-08-26 02:00:00,34
39.8,2019-08-26 03:00:00,34
29.3,2019-08-26 04:00:00,34
25.3,2019-08-26 05:00:00,34
43.6,2019-08-26 06:00:00,34
30.3,2019-08-26 07:00:00,34
19.6,2019-08-26 08:00:00,34
32.3,2019-08-26 09:00:00,34
179.1,2019-08-26 10:00:00,34
271.1,2019-08-26 11:00:00,34
269.4,2019-08-26 12:00:00,34
261.3,2019-08-26 13:00:00,34
268.2,2019-08-26 14:00:00,34
266.1,2019-08-26 15:00:00,34
272.3,2019-08-26 16:00:00,34
271.2,2019-08-26 17:00:00,34
264.2,2019-08-26 18:00:00,34
282.2,2019-08-26 19:00:00,34
263.9,2019-08-26 20:00:00,34
29.3,2019-08-26 21:00:00,34
58.0,2019-08-26 22:00:00,34
54.2,2019-08-26 23:00:00,34
