AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
4.2, 3.1, 71.9,2022-06-11 00:00:00, 2.4, 13.0,24,,,,,,,,,,,,,,,,,,,,,,
4.2, None, 71.9,2022-06-11 00:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.2, None, 71.9,2022-06-11 00:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.1, None, 71.9,2022-06-11 00:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.1, None, 70.8,2022-06-11 01:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.1, None, 70.8,2022-06-11 01:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.1, None, 70.8,2022-06-11 01:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.3, None, 70.8,2022-06-11 01:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.5, None, 70.8,2022-06-11 02:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.2, None, 69.8,2022-06-11 02:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.1, None, 69.8,2022-06-11 02:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.9, None, 69.8,2022-06-11 02:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.0, None, 69.8,2022-06-11 03:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.8, None, 69.8,2022-06-11 03:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.9, None, 69.8,2022-06-11 03:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.7, None, 69.8,2022-06-11 03:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.7, None, 69.8,2022-06-11 04:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.6, None, 68.7,2022-06-11 04:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.8, None, 68.7,2022-06-11 04:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.7, None, 68.7,2022-06-11 04:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.9, None, 68.7,2022-06-11 05:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.6, None, 67.6,2022-06-11 05:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.3, None, 67.6,2022-06-11 05:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.8, None, 67.6,2022-06-11 05:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.2, None, 67.6,2022-06-11 06:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
5.0, None, 66.6,2022-06-11 06:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
5.6, None, 66.6,2022-06-11 06:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
5.9, None, 66.6,2022-06-11 06:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
6.1, None, 66.6,2022-06-11 07:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
7.0, None, 66.6,2022-06-11 07:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
7.3, None, 66.6,2022-06-11 07:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
6.9, None, 66.6,2022-06-11 07:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
7.1, None, 65.5,2022-06-11 08:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
7.8, None, 65.5,2022-06-11 08:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.1, None, 65.5,2022-06-11 08:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.1, None, 64.5,2022-06-11 08:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.2, None, 64.5,2022-06-11 09:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.1, None, 64.5,2022-06-11 09:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.2, None, 63.4,2022-06-11 09:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.7, None, 63.4,2022-06-11 09:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.6, None, 62.4,2022-06-11 10:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.5, None, 61.3,2022-06-11 10:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.4, None, 60.2,2022-06-11 10:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.5, None, 60.2,2022-06-11 10:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.9, None, 59.2,2022-06-11 11:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.9, None, 58.1,2022-06-11 11:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.5, None, 58.1,2022-06-11 11:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.0, None, 56.0,2022-06-11 11:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
10.3, None, 56.0,2022-06-11 12:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.2, None, 56.0,2022-06-11 12:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.5, None, 55.0,2022-06-11 12:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
10.9, None, 53.9,2022-06-11 12:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
13.0, None, 52.8,2022-06-11 13:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
12.4, None, 51.8,2022-06-11 13:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.0, None, 50.7,2022-06-11 13:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
10.2, None, 49.7,2022-06-11 13:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.9, None, 48.6,2022-06-11 14:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.6, None, 47.6,2022-06-11 14:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.8, None, 46.5,2022-06-11 14:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
12.2, None, 45.5,2022-06-11 14:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.2, None, 44.4,2022-06-11 15:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.9, None, 43.3,2022-06-11 15:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.1, None, 42.3,2022-06-11 15:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.3, None, 41.2,2022-06-11 15:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.9, None, 40.2,2022-06-11 16:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
12.1, None, 39.1,2022-06-11 16:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
12.1, None, 39.1,2022-06-11 16:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.6, None, 39.1,2022-06-11 16:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
11.0, None, 39.1,2022-06-11 17:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
10.2, None, 38.1,2022-06-11 17:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.7, None, 38.1,2022-06-11 17:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.9, None, 37.0,2022-06-11 17:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
10.5, None, 37.0,2022-06-11 18:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
10.3, None, 35.9,2022-06-11 18:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
9.2, None, 35.9,2022-06-11 18:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
8.5, None, 35.9,2022-06-11 18:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
7.7, None, 34.9,2022-06-11 19:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
7.1, None, 34.9,2022-06-11 19:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
6.4, None, 34.9,2022-06-11 19:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
6.0, None, 33.8,2022-06-11 19:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
5.7, None, 33.8,2022-06-11 20:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
5.3, None, 33.8,2022-06-11 20:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
5.1, None, 32.8,2022-06-11 20:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.8, None, 32.8,2022-06-11 20:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.4, None, 32.8,2022-06-11 21:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.3, None, 32.8,2022-06-11 21:15:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.1, None, 31.7,2022-06-11 21:30:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
4.0, None, 31.7,2022-06-11 21:45:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
3.6, None, 31.7,2022-06-11 22:00:00, None, None,24,,,,,,,,,,,,,,,,,,,,,,
