AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
-71.2, 3.2,2022-01-22 00:00:00, -7.7, -0.5,4
-71.2, None,2022-01-22 01:00:00, None, None,4
-71.2, None,2022-01-22 02:00:00, None, None,4
-71.2, None,2022-01-22 03:00:00, None, None,4
-71.4, None,2022-01-22 04:00:00, None, None,4
-71.5, None,2022-01-22 05:00:00, None, None,4
-71.5, None,2022-01-22 06:00:00, None, None,4
-71.5, None,2022-01-22 07:00:00, None, None,4
-71.5, None,2022-01-22 08:00:00, None, None,4
-71.5, None,2022-01-22 09:00:00, None, None,4
-71.9, None,2022-01-22 10:00:00, None, None,4
-72.0, None,2022-01-22 11:00:00, None, None,4
-72.1, None,2022-01-22 12:00:00, None, None,4
-72.0, None,2022-01-22 13:00:00, None, None,4
-72.0, None,2022-01-22 14:00:00, None, None,4
-71.9, None,2022-01-22 15:00:00, None, None,4
-71.9, None,2022-01-22 16:00:00, None, None,4
-71.9, None,2022-01-22 17:00:00, None, None,4
-72.0, None,2022-01-22 18:00:00, None, None,4
-72.1, None,2022-01-22 19:00:00, None, None,4
-72.1, None,2022-01-22 20:00:00, None, None,4
-72.1, None,2022-01-22 21:00:00, None, None,4
-72.2, None,2022-01-22 22:00:00, None, None,4
-72.2, None,2022-01-22 23:00:00, None, None,4
-72.2, 0.0,2022-01-23 00:00:00, -6.3, 3.2,4
-72.2, None,2022-01-23 01:00:00, None, None,4
-72.2, None,2022-01-23 02:00:00, None, None,4
-72.3, None,2022-01-23 03:00:00, None, None,4
-72.3, None,2022-01-23 04:00:00, None, None,4
-72.3, None,2022-01-23 05:00:00, None, None,4
-72.3, None,2022-01-23 06:00:00, None, None,4
-72.3, None,2022-01-23 07:00:00, None, None,4
-72.3, None,2022-01-23 08:00:00, None, None,4
-72.3, None,2022-01-23 09:00:00, None, None,4
-72.3, None,2022-01-23 10:00:00, None, None,4
-72.3, None,2022-01-23 11:00:00, None, None,4
-72.3, None,2022-01-23 12:00:00, None, None,4
-72.1, None,2022-01-23 13:00:00, None, None,4
-72.3, None,2022-01-23 14:00:00, None, None,4
-72.2, None,2022-01-23 15:00:00, None, None,4
-72.2, None,2022-01-23 16:00:00, None, None,4
-72.2, None,2022-01-23 17:00:00, None, None,4
-72.2, None,2022-01-23 18:00:00, None, None,4
-72.2, None,2022-01-23 19:00:00, None, None,4
-72.3, None,2022-01-23 20:00:00, None, None,4
-72.3, None,2022-01-23 21:00:00, None, None,4
-72.3, None,2022-01-23 22:00:00, None, None,4
-72.3, None,2022-01-23 23:00:00, None, None,4
-72.3, 0.2,2022-01-24 00:00:00, -10.0, 0.8,4
-72.3, None,2022-01-24 01:00:00, None, None,4
-72.3, None,2022-01-24 02:00:00, None, None,4
-72.3, None,2022-01-24 03:00:00, None, None,4
-72.4, None,2022-01-24 04:00:00, None, None,4
-72.4, None,2022-01-24 05:00:00, None, None,4
-72.4, None,2022-01-24 06:00:00, None, None,4
-72.4, None,2022-01-24 07:00:00, None, None,4
-72.4, None,2022-01-24 08:00:00, None, None,4
-72.4, None,2022-01-24 09:00:00, None, None,4
-72.4, None,2022-01-24 10:00:00, None, None,4
-72.4, None,2022-01-24 11:00:00, None, None,4
-72.4, None,2022-01-24 12:00:00, None, None,4
-72.4, None,2022-01-24 13:00:00, None, None,4
-72.4, None,2022-01-24 14:00:00, None, None,4
-72.4, None,2022-01-24 15:00:00, None, None,4
-72.4, None,2022-01-24 16:00:00, None, None,4
-72.4, None,2022-01-24 17:00:00, None, None,4
-72.4, None,2022-01-24 18:00:00, None, None,4
-72.4, None,2022-01-24 19:00:00, None, None,4
-72.4, None,2022-01-24 20:00:00, None, None,4
-72.4, None,2022-01-24 21:00:00, None, None,4
-72.4, None,2022-01-24 22:00:00, None, None,4
-72.4, None,2022-01-24 23:00:00, None, None,4
-72.4, 0.0,2022-01-25 00:00:00, -12.6, -1.0,4
-72.4, None,2022-01-25 01:00:00, None, None,4
-72.5, None,2022-01-25 02:00:00, None, None,4
-72.5, None,2022-01-25 03:00:00, None, None,4
-72.5, None,2022-01-25 04:00:00, None, None,4
-72.5, None,2022-01-25 05:00:00, None, None,4
-72.5, None,2022-01-25 06:00:00, None, None,4
-72.5, None,2022-01-25 07:00:00, None, None,4
-72.5, None,2022-01-25 08:00:00, None, None,4
-72.5, None,2022-01-25 09:00:00, None, None,4
-72.5, None,2022-01-25 10:00:00, None, None,4
-72.5, None,2022-01-25 11:00:00, None, None,4
-72.5, None,2022-01-25 12:00:00, None, None,4
-72.4, None,2022-01-25 13:00:00, None, None,4
-72.4, None,2022-01-25 14:00:00, None, None,4
-72.5, None,2022-01-25 15:00:00, None, None,4
-72.5, None,2022-01-25 16:00:00, None, None,4
-72.4, None,2022-01-25 17:00:00, None, None,4
-72.5, None,2022-01-25 18:00:00, None, None,4
-72.5, None,2022-01-25 19:00:00, None, None,4
-72.5, None,2022-01-25 20:00:00, None, None,4
-72.5, None,2022-01-25 21:00:00, None, None,4
-72.5, None,2022-01-25 22:00:00, None, None,4
-72.5, None,2022-01-25 23:00:00, None, None,4
-72.5, 0.1,2022-01-26 00:00:00, -13.7, -0.5,4
-72.5, None,2022-01-26 01:00:00, None, None,4
-72.5, None,2022-01-26 02:00:00, None, None,4
-72.5, None,2022-01-26 03:00:00, None, None,4
-72.5, None,2022-01-26 04:00:00, None, None,4
-72.5, None,2022-01-26 05:00:00, None, None,4
