wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
,100.0, 2.5, None,5.8, None,5.8, None,80.0,0.2, None, None,2022-06-04 00:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98.0, None, None,3.4, None,3.7, None,327.0,0.0, None, None,2022-06-04 02:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100.0, 3.8, None,2.8, None,2.8, None,323.0,0.2, None, None,2022-06-04 03:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93.0, 7.4, None,2.2, None,3.2, None,357.0,0.0, None, None,2022-06-04 04:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98.0, 6.8, None,2.4, None,2.7, None,339.0,0.0, None, None,2022-06-04 05:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98.0, 5.9, None,2.4, None,2.7, None,351.0,0.0, None, None,2022-06-04 06:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,98.0, 3.4, None,3.3, None,3.6, None,150.0,0.0, None, None,2022-06-04 07:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92.0, 3.2, None,5.0, None,6.2, None,347.0,0.0, None, None,2022-06-04 08:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,76.0, 5.1, None,4.0, None,8.0, None,120.0,0.0, None, None,2022-06-04 09:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,74.0, 7.1, None,4.8, None,9.2, None,111.0,0.0, None, None,2022-06-04 10:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,81.0, 8.3, None,6.0, None,9.1, None,136.0,0.0, None, None,2022-06-04 11:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,78.0, 6.9, None,6.5, None,10.2, None,192.0,0.0, None, None,2022-06-04 12:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66.0, 8.6, None,4.5, None,10.6, None,176.0,0.0, None, None,2022-06-04 13:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,75.0, 8.7, None,6.4, None,10.6, None,133.0,0.0, None, None,2022-06-04 14:00:00,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
