time,tasmin,tasmax,pcp,week_of_year
2017-07-30,2.6,13.0,0.0,31
2017-07-31,0.3,19.4,0.0,31
2017-08-01,3.0,20.5,0.0,31
2017-08-02,7.3,24.0,0.0,31
2017-08-03,8.6,24.7,0.0,31
2017-08-04,8.3,22.6,0.0,31
2017-08-05,8.4,24.2,0.0,31
