ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
0.6,0.6,15.5,0.0,2016-07-01,0.0,24.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,15.0,0.0,2016-07-02,0.0,27.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,17.0,0.0,2016-07-03,0.0,25.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.4,14.5,0.0,2016-07-04,0.0,19.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6,11.6,12.0,0.0,2016-07-05,0.0,17.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,11.0,0.0,2016-07-06,0.0,25.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4,0.4,12.5,0.0,2016-07-07,0.0,23.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 00:00:00,,,27,230.0, None, None,0.0, None,8.1, None,21.4, None, None, None,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 01:00:00,,,27,181.0, None, None,0.0, None,5.5, None,20.3, None, None, None,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 02:00:00,,,27,223.0, None, None,0.0, None,5.9, None,19.4, None, None, None,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 03:00:00,,,27,163.0, None, None,0.0, None,8.4, None,17.9, None, None, None,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 04:00:00,,,27,159.0, None, None,0.0, None,3.5, None,17.4, None, None, None,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 05:00:00,,,27,150.0, None, None,0.0, None,6.9, None,17.6, None, None, None,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 06:00:00,,,27,141.0, None, None,0.0, None,6.8, None,19.8, None, None, None,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 07:00:00,,,27,167.0, None, None,0.0, None,8.2, None,19.8, None, None, None,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 08:00:00,,,27,167.0, None, None,0.0, None,6.7, None,20.7, None, None, None,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 09:00:00,,,27,162.0, None, None,0.0, None,6.9, None,21.6, None, None, None,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 10:00:00,,,27,153.0, None, None,0.0, None,7.5, None,22.8, None, None, None,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 11:00:00,,,27,153.0, None, None,0.0, None,6.3, None,23.3, None, None, None,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 12:00:00,,,27,252.0, None, None,0.0, None,7.5, None,21.7, None, None, None,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 13:00:00,,,27,271.0, None, None,0.0, None,11.1, None,18.1, None, None, None,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 14:00:00,,,27,285.0, None, None,0.4, None,3.0, None,19.4, None, None, None,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 15:00:00,,,27,46.0, None, None,0.0, None,5.6, None,20.6, None, None, None,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 16:00:00,,,27,97.0, None, None,0.0, None,6.0, None,23.3, None, None, None,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 17:00:00,,,27,21.0, None, None,0.0, None,7.5, None,22.1, None, None, None,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 18:00:00,,,27,346.0, None, None,0.0, None,5.9, None,22.2, None, None, None,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 19:00:00,,,27,317.0, None, None,0.0, None,7.2, None,18.8, None, None, None,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 20:00:00,,,27,290.0, None, None,0.0, None,8.8, None,17.8, None, None, None,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 21:00:00,,,27,298.0, None, None,0.0, None,8.1, None,16.6, None, None, None,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 22:00:00,,,27,287.0, None, None,0.0, None,7.6, None,17.2, None, None, None,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-01 23:00:00,,,27,283.0, None, None,0.0, None,7.8, None,16.3, None, None, None,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-02 00:00:00,,,27,204.0, None, None,0.0, None,4.0, None,16.1, None, None, None,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-02 01:00:00,,,27,275.0, None, None,0.0, None,8.5, None,16.2, None, None, None,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-02 02:00:00,,,27,258.0, None, None,0.0, None,7.2, None,16.3, None, None, None,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-02 03:00:00,,,27,180.0, None, None,0.0, None,2.8, None,14.3, None, None, None,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-02 04:00:00,,,27,288.0, None, None,0.0, None,2.2, None,14.2, None, None, None,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-02 05:00:00,,,27,313.0, None, None,0.0, None,3.6, None,14.3, None, None, None,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2016-07-02 06:00:00,,,27,234.0, None, None,0.0, None,2.4, None,15.3, None, None, None,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
