ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,snw_dpth,dwpt_temp
0.0,0.0,20.0,0.0,2021-07-16,0.0,32.5,29,,,,,,,,,,,
0.0,0.0,17.0,0.0,2021-07-17,0.0,31.0,29,,,,,,,,,,,
0.0,0.0,18.0,0.0,2021-07-18,0.0,33.0,29,,,,,,,,,,,
0.0,0.0,19.5,0.0,2021-07-19,0.0,34.0,29,,,,,,,,,,,
0.0,0.0,21.0,0.0,2021-07-20,0.0,31.0,29,,,,,,,,,,,
0.0,0.0,18.0,0.0,2021-07-21,0.0,29.0,29,,,,,,,,,,,
0.0,0.0,14.5,0.0,2021-07-22,0.0,29.0,29,,,,,,,,,,,
,,,,2021-07-16 00:00:00,,,29,,14.8, 14.77, 52.52,0.0,0.0,23.6,53.0,14.8,-6999.0,5.0
,,,,2021-07-16 01:00:00,,,29,,14.3, 14.32, 53.74,0.0,0.0,23.6,54.0,14.3,-6999.0,5.0
,,,,2021-07-16 02:00:00,,,29,,14.1, 14.05, 54.34,0.0,0.0,23.6,54.0,13.8,-6999.0,5.0
,,,,2021-07-16 03:00:00,,,29,,14.0, 14.01, 51.16,0.0,0.0,23.6,51.0,13.6,-6999.0,4.0
,,,,2021-07-16 04:00:00,,,29,,13.5, 13.54, 55.01,0.0,0.0,23.6,55.0,13.5,-6999.0,5.0
,,,,2021-07-16 05:00:00,,,29,,12.6, 12.63, 60.97,0.0,0.0,23.6,61.0,12.6,-6999.0,5.0
,,,,2021-07-16 06:00:00,,,29,,12.7, 12.74, 60.93,0.0,0.0,23.6,61.0,12.5,-6999.0,5.0
,,,,2021-07-16 07:00:00,,,29,,13.1, 13.11, 61.0,0.0,0.0,13.1,61.0,12.7,-6999.0,6.0
,,,,2021-07-16 08:00:00,,,29,,13.3, 13.25, 63.76,0.0,0.0,13.3,64.0,12.7,-6999.0,6.0
,,,,2021-07-16 09:00:00,,,29,,15.1, 15.11, 58.62,0.0,0.0,15.0,59.0,12.7,-6999.0,7.0
,,,,2021-07-16 10:00:00,,,29,,16.5, 16.52, 52.13,0.0,0.0,16.7,52.0,12.7,-6999.0,7.0
,,,,2021-07-16 11:00:00,,,29,,18.4, 18.43, 43.89,0.0,0.0,18.8,44.0,12.7,-6999.0,6.0
,,,,2021-07-16 12:00:00,,,29,,20.4, 20.35, 37.75,0.0,0.0,20.2,38.0,12.7,-6999.0,5.0
,,,,2021-07-16 13:00:00,,,29,0.0,21.1, 21.13, 33.58,0.0,0.0,21.4,34.0,12.7,-6999.0,5.0
,,,,2021-07-16 14:00:00,,,29,0.0,21.9, 21.9, 33.95,0.0,0.0,22.2,34.0,12.7,-6999.0,5.0
,,,,2021-07-16 15:00:00,,,29,0.0,22.4, 22.4, 32.64,0.0,0.0,22.8,33.0,12.7,-6999.0,5.0
,,,,2021-07-16 16:00:00,,,29,0.0,23.1, 23.09, 32.45,0.0,0.0,23.1,32.0,12.7,-6999.0,6.0
