station_observations
wind_speed, temperature, avg_wnd_dir_10m_pst10mts, wind_direction, rel_hum, relative_humidity, rnfl_amt_pst24hrs, rnfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, precipitation, time
10.7, -15.1, None, 5.0, None, 96.0, None, None, None, 0.0, 2018-01-01 07:00:00
11.5, -15.6, None, 5.0, None, 96.0, None, None, None, 0.0, 2018-01-01 08:00:00
12.9, -14.9, None, 4.0, None, 96.0, None, None, None, 0.0, 2018-01-01 09:00:00
14.2, -14.7, None, 357.0, None, 96.0, None, None, None, 0.0, 2018-01-01 10:00:00
16.6, -13.9, None, 344.0, None, 97.0, None, None, None, 0.0, 2018-01-01 11:00:00
15.3, -13.6, None, 328.0, None, 97.0, None, None, None, 0.0, 2018-01-01 12:00:00
20.9, -13.4, None, 310.0, None, 97.0, None, None, None, 0.0, 2018-01-01 13:00:00
26.1, -12.5, None, 321.0, None, 97.0, None, None, None, 0.0, 2018-01-01 14:00:00
27.2, -13.5, None, 325.0, None, 97.0, None, None, None, 0.0, 2018-01-01 15:00:00
25.2, -13.0, None, 342.0, None, 97.0, None, None, None, 0.0, 2018-01-01 16:00:00
23.7, -11.8, None, 341.0, None, 98.0, None, None, None, 0.0, 2018-01-01 17:00:00
23.7, -13.1, None, 345.0, None, 97.0, None, None, None, 0.0, 2018-01-01 18:00:00
24.7, -13.6, None, 348.0, None, 97.0, None, None, None, 0.0, 2018-01-01 19:00:00
24.7, -13.1, None, 345.0, None, 96.0, None, None, None, 0.0, 2018-01-01 20:00:00
24.0, -11.9, None, 350.0, None, 93.0, None, None, None, 0.0, 2018-01-01 21:00:00
24.5, -10.8, None, 339.0, None, 60.0, None, None, None, 0.0, 2018-01-01 22:00:00
19.7, -8.4, None, 334.0, None, 40.0, None, None, None, 0.0, 2018-01-01 23:00:00
17.4, -7.8, None, 329.0, None, 36.0, None, None, None, 0.0, 2018-01-02 00:00:00
17.5, -9.1, None, 312.0, None, 46.0, None, None, None, 0.0, 2018-01-02 01:00:00
21.6, -8.4, None, 294.0, None, 45.0, None, None, None, 0.0, 2018-01-02 02:00:00
11.4, -7.7, None, 292.0, None, 48.0, None, None, None, 0.0, 2018-01-02 03:00:00
14.2, -6.6, None, 309.0, None, 53.0, None, None, None, 0.0, 2018-01-02 04:00:00
11.6, -6.9, None, 10.0, None, 35.0, None, None, None, 0.0, 2018-01-02 05:00:00
14.6, -4.9, None, 10.0, None, 45.0, None, None, None, 0.0, 2018-01-02 06:00:00
16.1, -6.9, None, 351.0, None, 46.0, None, None, None, 0.0, 2018-01-02 07:00:00
19.3, -6.9, None, 356.0, None, 50.0, None, None, None, 0.0, 2018-01-02 08:00:00
20.5, -5.3, None, 346.0, None, 56.0, None, None, None, 0.0, 2018-01-02 09:00:00
16.5, -4.3, None, 346.0, None, 61.0, None, None, None, 0.0, 2018-01-02 10:00:00
19.0, -2.0, None, 343.0, None, 64.0, None, None, None, 0.0, 2018-01-02 11:00:00
18.0, -2.0, None, 342.0, None, 66.0, None, None, None, 0.0, 2018-01-02 12:00:00
18.9, -2.3, None, 316.0, None, 71.0, None, None, None, 0.0, 2018-01-02 13:00:00
17.0, -2.7, None, 320.0, None, 73.0, None, None, None, 0.0, 2018-01-02 14:00:00
17.6, -3.2, None, 308.0, None, 76.0, None, None, None, 0.0, 2018-01-02 15:00:00
8.4, -3.6, None, 298.0, None, 77.0, None, None, None, 0.0, 2018-01-02 16:00:00
9.3, -2.4, None, 283.0, None, 74.0, None, None, None, 0.0, 2018-01-02 17:00:00
5.1, -2.4, None, 315.0, None, 74.0, None, None, None, 0.0, 2018-01-02 18:00:00
13.6, -5.2, None, 201.0, None, 78.0, None, None, None, 0.0, 2018-01-02 19:00:00
23.9, -2.7, None, 261.0, None, 80.0, None, None, None, 0.0, 2018-01-02 20:00:00
20.4, -3.5, None, 242.0, None, 78.0, None, None, None, 0.0, 2018-01-02 21:00:00
22.3, -5.1, None, 230.0, None, 82.0, None, None, None, 0.0, 2018-01-02 22:00:00
25.4, -4.7, None, 252.0, None, 82.0, None, None, None, 0.0, 2018-01-02 23:00:00
30.7, -4.3, None, 256.0, None, 79.0, None, None, None, 0.0, 2018-01-03 00:00:00
30.3, -5.3, None, 263.0, None, 100.0, None, None, None, 0.0, 2018-01-03 01:00:00
19.2, -4.3, None, 261.0, None, 100.0, None, None, None, 0.0, 2018-01-03 02:00:00
25.2, -5.3, None, 244.0, None, 100.0, None, None, None, 0.0, 2018-01-03 03:00:00
28.2, -4.7, None, 262.0, None, 100.0, None, None, None, 0.0, 2018-01-03 04:00:00
16.9, -5.0, None, 263.0, None, 100.0, None, None, None, 0.0, 2018-01-03 05:00:00
10.8, -5.1, None, 280.0, None, 100.0, None, None, None, 0.0, 2018-01-03 06:00:00
14.3, -5.5, None, 261.0, None, 100.0, None, None, None, 0.0, 2018-01-03 07:00:00
10.8, -4.9, None, 274.0, None, 100.0, None, None, None, 0.0, 2018-01-03 08:00:00
10.3, -4.5, None, 287.0, None, 100.0, None, None, None, 0.0, 2018-01-03 09:00:00
12.2, -3.8, None, 317.0, None, 92.0, None, None, None, 0.0, 2018-01-03 10:00:00
12.7, -3.5, None, 315.0, None, 84.0, None, None, None, 0.0, 2018-01-03 11:00:00
16.0, -4.4, None, 336.0, None, 84.0, None, None, None, 0.0, 2018-01-03 12:00:00
20.0, -4.0, None, 9.0, None, 90.0, None, None, None, 0.0, 2018-01-03 13:00:00
12.6, -4.6, None, 19.0, None, 95.0, None, None, None, 0.0, 2018-01-03 14:00:00
12.7, -3.7, None, 19.0, None, 94.0, None, None, None, 0.0, 2018-01-03 15:00:00
16.1, -4.4, None, 12.0, None, 98.0, None, None, None, 0.0, 2018-01-03 16:00:00
15.8, -5.0, None, 6.0, None, 100.0, None, None, None, 0.0, 2018-01-03 17:00:00
20.1, -5.3, None, 355.0, None, 100.0, None, None, None, 0.0, 2018-01-03 18:00:00
15.4, -4.3, None, 351.0, None, 99.0, None, None, None, 0.0, 2018-01-03 19:00:00
15.5, -5.7, None, 353.0, None, 100.0, None, None, None, 0.0, 2018-01-03 20:00:00
13.9, -5.5, None, 332.0, None, 100.0, None, None, None, 0.0, 2018-01-03 21:00:00
12.9, -5.0, None, 320.0, None, 100.0, None, None, None, 0.0, 2018-01-03 22:00:00
13.6, -4.2, None, 282.0, None, 96.0, None, None, None, 0.0, 2018-01-03 23:00:00
19.9, -4.8, None, 266.0, None, 97.0, None, None, None, 0.0, 2018-01-04 00:00:00
16.8, -5.7, None, 265.0, None, 100.0, None, None, None, 0.0, 2018-01-04 01:00:00
17.5, -5.4, None, 270.0, None, 100.0, None, None, None, 0.0, 2018-01-04 02:00:00
16.0, -5.4, None, 254.0, None, 100.0, None, None, None, 0.0, 2018-01-04 03:00:00
19.3, -5.3, None, 251.0, None, 100.0, None, None, None, 0.0, 2018-01-04 04:00:00
16.3, -5.2, None, 244.0, None, 100.0, None, None, None, 0.0, 2018-01-04 05:00:00
12.5, -4.8, None, 242.0, None, 100.0, None, None, None, 0.0, 2018-01-04 06:00:00
12.4, -4.4, None, 250.0, None, 100.0, None, None, None, 0.0, 2018-01-04 07:00:00
16.4, -2.9, None, 236.0, None, 95.0, None, None, None, 0.0, 2018-01-04 08:00:00
18.7, -2.2, None, 226.0, None, 93.0, None, None, None, 0.0, 2018-01-04 09:00:00
20.6, -2.6, None, 232.0, None, 95.0, None, None, None, 0.0, 2018-01-04 10:00:00
18.5, -0.6, None, 237.0, None, 87.0, None, None, None, 0.0, 2018-01-04 11:00:00
19.2, -0.7, None, 230.0, None, 84.0, None, None, None, 0.0, 2018-01-04 12:00:00
26.8, -2.4, None, 237.0, None, 93.0, None, None, None, 0.0, 2018-01-04 13:00:00
25.3, -2.6, None, 240.0, None, 93.0, None, None, None, 0.0, 2018-01-04 14:00:00
26.5, -3.1, None, 241.0, None, 95.0, None, None, None, 0.0, 2018-01-04 15:00:00
22.2, -2.9, None, 249.0, None, 90.0, None, None, None, 0.0, 2018-01-04 16:00:00
19.5, -3.5, None, 233.0, None, 95.0, None, None, None, 0.0, 2018-01-04 17:00:00
21.5, -3.9, None, 228.0, None, 99.0, None, None, None, 0.0, 2018-01-04 18:00:00
25.2, -3.7, None, 224.0, None, 100.0, None, None, None, 0.0, 2018-01-04 19:00:00
23.2, -3.5, None, 231.0, None, 100.0, None, None, None, 0.0, 2018-01-04 20:00:00
27.8, -4.0, None, 235.0, None, 98.0, None, None, None, 0.0, 2018-01-04 21:00:00
28.8, -4.6, None, 231.0, None, 98.0, None, None, None, 0.0, 2018-01-04 22:00:00
28.0, -4.8, None, 233.0, None, 95.0, None, None, None, 0.0, 2018-01-04 23:00:00
28.7, -4.5, None, 238.0, None, 96.0, None, None, None, 0.0, 2018-01-05 00:00:00
23.3, -4.3, None, 254.0, None, 96.0, None, None, None, 0.0, 2018-01-05 01:00:00
23.3, -4.6, None, 246.0, None, 100.0, None, None, None, 0.0, 2018-01-05 02:00:00
25.4, -4.5, None, 255.0, None, 100.0, None, None, None, 0.0, 2018-01-05 03:00:00
26.0, -4.6, None, 245.0, None, 100.0, None, None, None, 0.0, 2018-01-05 04:00:00
25.2, -4.0, None, 252.0, None, 100.0, None, None, None, 0.0, 2018-01-05 05:00:00
17.4, -4.1, None, 246.0, None, 100.0, None, None, None, 0.0, 2018-01-05 06:00:00
16.6, -4.0, None, 251.0, None, 100.0, None, None, None, 0.0, 2018-01-05 07:00:00
14.2, -4.1, None, 249.0, None, 100.0, None, None, None, 0.0, 2018-01-05 08:00:00
11.0, -3.4, None, 253.0, None, 100.0, None, None, None, 0.0, 2018-01-05 09:00:00
9.0, -3.1, None, 252.0, None, 100.0, None, None, None, 0.0, 2018-01-05 10:00:00
8.4, -3.3, None, 249.0, None, 100.0, None, None, None, 0.0, 2018-01-05 11:00:00
7.5, -3.1, None, 251.0, None, 100.0, None, None, None, 0.0, 2018-01-05 12:00:00
7.3, -3.2, None, 249.0, None, 100.0, None, None, None, 0.0, 2018-01-05 13:00:00
6.6, -3.4, None, 252.0, None, 100.0, None, None, None, 0.0, 2018-01-05 14:00:00
7.4, -2.6, None, 254.0, None, 100.0, None, None, None, 0.0, 2018-01-05 15:00:00
5.2, -2.9, None, 241.0, None, 100.0, None, None, None, 0.0, 2018-01-05 16:00:00
4.9, -2.5, None, 243.0, None, 100.0, None, None, None, 0.0, 2018-01-05 17:00:00
4.9, -2.8, None, 250.0, None, 100.0, None, None, None, 0.0, 2018-01-05 18:00:00
4.4, -2.2, None, 247.0, None, 100.0, None, None, None, 0.0, 2018-01-05 19:00:00
3.8, -2.7, None, 248.0, None, 100.0, None, None, None, 0.0, 2018-01-05 20:00:00
2.9, -2.9, None, 247.0, None, 100.0, None, None, None, 0.0, 2018-01-05 21:00:00
3.2, -2.9, None, 256.0, None, 100.0, None, None, None, 0.0, 2018-01-05 22:00:00
1.9, -3.1, None, 250.0, None, 100.0, None, None, None, 0.0, 2018-01-05 23:00:00
2.2, -3.0, None, 279.0, None, 100.0, None, None, None, 0.0, 2018-01-06 00:00:00
2.1, -3.2, None, 284.0, None, 100.0, None, None, None, 0.0, 2018-01-06 01:00:00
1.8, -3.2, None, 286.0, None, 100.0, None, None, None, 0.0, 2018-01-06 02:00:00
2.6, -4.1, None, 304.0, None, 100.0, None, None, None, 0.0, 2018-01-06 03:00:00
3.6, -4.6, None, 273.0, None, 100.0, None, None, None, 0.0, 2018-01-06 04:00:00
4.0, -4.8, None, 313.0, None, 100.0, None, None, None, 0.0, 2018-01-06 05:00:00
2.1, -4.8, None, 321.0, None, 100.0, None, None, None, 0.0, 2018-01-06 06:00:00
3.4, -4.9, None, 317.0, None, 100.0, None, None, None, 0.0, 2018-01-06 07:00:00
1.9, -5.2, None, 328.0, None, 100.0, None, None, None, 0.0, 2018-01-06 08:00:00
3.3, -4.9, None, 331.0, None, 100.0, None, None, None, 0.0, 2018-01-06 09:00:00
2.7, -4.6, None, 328.0, None, 100.0, None, None, None, 0.0, 2018-01-06 10:00:00
1.9, -3.8, None, 316.0, None, 100.0, None, None, None, 0.0, 2018-01-06 11:00:00
3.6, -3.8, None, 327.0, None, 100.0, None, None, None, 0.0, 2018-01-06 12:00:00
2.2, -4.1, None, 327.0, None, 100.0, None, None, None, 0.0, 2018-01-06 13:00:00
2.2, -3.6, None, 327.0, None, 100.0, None, None, None, 0.0, 2018-01-06 14:00:00
2.2, -3.8, None, 306.0, None, 100.0, None, None, None, 0.0, 2018-01-06 15:00:00
2.1, -4.6, None, 293.0, None, 100.0, None, None, None, 0.0, 2018-01-06 16:00:00
2.1, -4.8, None, 321.0, None, 100.0, None, None, None, 0.0, 2018-01-06 17:00:00
2.2, -4.8, None, 303.0, None, 100.0, None, None, None, 0.0, 2018-01-06 18:00:00
1.9, -4.9, None, 329.0, None, 100.0, None, None, None, 0.0, 2018-01-06 19:00:00
2.1, -5.3, None, 333.0, None, 100.0, None, None, None, 0.0, 2018-01-06 20:00:00
1.7, -5.5, None, 290.0, None, 100.0, None, None, None, 0.0, 2018-01-06 21:00:00
1.9, -5.7, None, 311.0, None, 100.0, None, None, None, 0.0, 2018-01-06 22:00:00
2.7, -6.2, None, 325.0, None, 100.0, None, None, None, 0.0, 2018-01-06 23:00:00
2.5, -6.6, None, 332.0, None, 100.0, None, None, None, 0.0, 2018-01-07 00:00:00
1.6, -6.7, None, 331.0, None, 100.0, None, None, None, 0.0, 2018-01-07 01:00:00
0.0, -6.6, None, 318.0, None, 100.0, None, None, None, 0.0, 2018-01-07 02:00:00
0.0, -6.9, None, 239.0, None, 100.0, None, None, None, 0.0, 2018-01-07 03:00:00
0.0, -7.0, None, 320.0, None, 100.0, None, None, None, 0.0, 2018-01-07 04:00:00
