station_observations
wind_speed, temperature, avg_wnd_dir_10m_pst10mts, wind_direction, rel_hum, relative_humidity, rnfl_amt_pst24hrs, rnfl_amt_pst1hr, avg_wnd_spd_10m_pst10mts, precipitation, time
0.0, -6.9, None, 311.0, None, 100.0, None, None, None, 0.0, 2018-01-07 05:00:00
0.0, -7.3, None, 320.0, None, 100.0, None, None, None, 0.0, 2018-01-07 06:00:00
0.0, -7.2, None, 330.0, None, 100.0, None, None, None, 0.0, 2018-01-07 07:00:00
0.0, -7.3, None, 258.0, None, 100.0, None, None, None, 0.0, 2018-01-07 08:00:00
0.0, -6.9, None, 220.0, None, 100.0, None, None, None, 0.0, 2018-01-07 09:00:00
0.0, -6.7, None, 216.0, None, 100.0, None, None, None, 0.0, 2018-01-07 10:00:00
0.0, -6.6, None, 209.0, None, 100.0, None, None, None, 0.0, 2018-01-07 11:00:00
0.0, -6.6, None, 315.0, None, 100.0, None, None, None, 0.0, 2018-01-07 12:00:00
0.0, -6.7, None, 319.0, None, 100.0, None, None, None, 0.0, 2018-01-07 13:00:00
0.0, -6.6, None, 311.0, None, 100.0, None, None, None, 0.0, 2018-01-07 14:00:00
0.0, -6.6, None, 321.0, None, 100.0, None, None, None, 0.0, 2018-01-07 15:00:00
0.0, -7.1, None, 318.0, None, 100.0, None, None, None, 0.0, 2018-01-07 16:00:00
0.0, -7.2, None, 326.0, None, 100.0, None, None, None, 0.0, 2018-01-07 17:00:00
0.0, -7.1, None, 320.0, None, 100.0, None, None, None, 0.0, 2018-01-07 18:00:00
0.0, -6.9, None, 319.0, None, 100.0, None, None, None, 0.0, 2018-01-07 19:00:00
0.0, -6.9, None, 315.0, None, 100.0, None, None, None, 0.0, 2018-01-07 20:00:00
0.0, -7.0, None, 310.0, None, 100.0, None, None, None, 0.0, 2018-01-07 21:00:00
0.0, -7.1, None, 318.0, None, 100.0, None, None, None, 0.0, 2018-01-07 22:00:00
0.0, -7.0, None, 277.0, None, 100.0, None, None, None, 0.0, 2018-01-07 23:00:00
0.0, -6.8, None, 319.0, None, 100.0, None, None, None, 0.0, 2018-01-08 00:00:00
0.0, -6.7, None, 229.0, None, 100.0, None, None, None, 0.0, 2018-01-08 01:00:00
0.0, -6.5, None, 197.0, None, 100.0, None, None, None, 0.0, 2018-01-08 02:00:00
0.0, -6.3, None, 197.0, None, 100.0, None, None, None, 0.0, 2018-01-08 03:00:00
0.0, -6.1, None, 189.0, None, 100.0, None, None, None, 0.0, 2018-01-08 04:00:00
0.0, -5.9, None, 209.0, None, 100.0, None, None, None, 0.0, 2018-01-08 05:00:00
0.0, -5.8, None, 210.0, None, 100.0, None, None, None, 0.0, 2018-01-08 06:00:00
0.0, -5.6, None, 217.0, None, 100.0, None, None, None, 0.0, 2018-01-08 07:00:00
0.0, -5.2, None, 276.0, None, 100.0, None, None, None, 0.0, 2018-01-08 08:00:00
0.0, -4.7, None, 267.0, None, 100.0, None, None, None, 0.0, 2018-01-08 09:00:00
0.0, -4.2, None, 286.0, None, 100.0, None, None, None, 0.0, 2018-01-08 10:00:00
0.0, -3.9, None, 289.0, None, 100.0, None, None, None, 0.0, 2018-01-08 11:00:00
0.0, -3.7, None, 180.0, None, 100.0, None, None, None, 0.0, 2018-01-08 12:00:00
0.0, -3.8, None, 165.0, None, 100.0, None, None, None, 0.0, 2018-01-08 13:00:00
0.0, -4.0, None, 184.0, None, 100.0, None, None, None, 0.0, 2018-01-08 14:00:00
3.5, -4.2, None, 194.0, None, 100.0, None, None, None, 0.0, 2018-01-08 15:00:00
4.2, -4.5, None, 142.0, None, 100.0, None, None, None, 0.0, 2018-01-08 16:00:00
7.7, -4.7, None, 144.0, None, 100.0, None, None, None, 0.0, 2018-01-08 17:00:00
8.3, -4.8, None, 149.0, None, 100.0, None, None, None, 0.0, 2018-01-08 18:00:00
7.1, -4.8, None, 146.0, None, 100.0, None, None, None, 0.0, 2018-01-08 19:00:00
7.9, -4.8, None, 121.0, None, 100.0, None, None, None, 0.0, 2018-01-08 20:00:00
6.9, -4.6, None, 142.0, None, 100.0, None, None, None, 0.0, 2018-01-08 21:00:00
5.4, -4.5, None, 147.0, None, 100.0, None, None, None, 0.0, 2018-01-08 22:00:00
6.5, -4.5, None, 146.0, None, 100.0, None, None, None, 0.0, 2018-01-08 23:00:00
6.4, -4.3, None, 140.0, None, 100.0, None, None, None, 0.0, 2018-01-09 00:00:00
6.2, -4.2, None, 154.0, None, 100.0, None, None, None, 0.0, 2018-01-09 01:00:00
7.3, -4.2, None, 164.0, None, 100.0, None, None, None, 0.0, 2018-01-09 02:00:00
7.0, -4.2, None, 158.0, None, 100.0, None, None, None, 0.0, 2018-01-09 03:00:00
5.5, -4.2, None, 166.0, None, 100.0, None, None, None, 0.0, 2018-01-09 04:00:00
6.9, -4.2, None, 159.0, None, 100.0, None, None, None, 0.0, 2018-01-09 05:00:00
6.1, -4.2, None, 169.0, None, 100.0, None, None, None, 0.0, 2018-01-09 06:00:00
7.0, -4.0, None, 186.0, None, 100.0, None, None, None, 0.0, 2018-01-09 07:00:00
6.5, -3.9, None, 154.0, None, 100.0, None, None, None, 0.0, 2018-01-09 08:00:00
7.5, -3.8, None, 154.0, None, 100.0, None, None, None, 0.0, 2018-01-09 09:00:00
8.4, -3.4, None, 146.0, None, 100.0, None, None, None, 0.0, 2018-01-09 10:00:00
4.5, -2.8, None, 140.0, None, 100.0, None, None, None, 0.0, 2018-01-09 11:00:00
4.4, -2.9, None, 142.0, None, 100.0, None, None, None, 0.0, 2018-01-09 12:00:00
2.5, -3.1, None, 142.0, None, 100.0, None, None, None, 0.0, 2018-01-09 13:00:00
2.0, -3.5, None, 151.0, None, 100.0, None, None, None, 0.0, 2018-01-09 14:00:00
1.7, -3.5, None, 145.0, None, 100.0, None, None, None, 0.0, 2018-01-09 15:00:00
4.4, -3.8, None, 144.0, None, 100.0, None, None, None, 0.0, 2018-01-09 16:00:00
2.6, -4.2, None, 147.0, None, 100.0, None, None, None, 0.0, 2018-01-09 17:00:00
4.9, -4.4, None, 141.0, None, 100.0, None, None, None, 0.0, 2018-01-09 18:00:00
2.7, -4.5, None, 146.0, None, 100.0, None, None, None, 0.0, 2018-01-09 19:00:00
1.6, -4.7, None, 155.0, None, 100.0, None, None, None, 0.0, 2018-01-09 20:00:00
3.4, -4.8, None, 142.0, None, 100.0, None, None, None, 0.0, 2018-01-09 21:00:00
1.8, -5.1, None, 150.0, None, 100.0, None, None, None, 0.0, 2018-01-09 22:00:00
2.7, -5.0, None, 131.0, None, 100.0, None, None, None, 0.0, 2018-01-09 23:00:00
1.7, -5.2, None, 147.0, None, 100.0, None, None, None, 0.0, 2018-01-10 00:00:00
6.0, -5.8, None, 158.0, None, 100.0, None, None, None, 0.0, 2018-01-10 01:00:00
4.1, -6.4, None, 152.0, None, 100.0, None, None, None, 0.0, 2018-01-10 02:00:00
3.1, -6.7, None, 159.0, None, 100.0, None, None, None, 0.0, 2018-01-10 03:00:00
2.4, -6.8, None, 155.0, None, 100.0, None, None, None, 0.0, 2018-01-10 04:00:00
2.8, -7.0, None, 341.0, None, 100.0, None, None, None, 0.0, 2018-01-10 05:00:00
3.0, -7.3, None, 157.0, None, 100.0, None, None, None, 0.0, 2018-01-10 06:00:00
1.6, -7.6, None, 344.0, None, 100.0, None, None, None, 0.0, 2018-01-10 07:00:00
1.9, -7.8, None, 155.0, None, 100.0, None, None, None, 0.0, 2018-01-10 08:00:00
1.7, -7.8, None, 342.0, None, 100.0, None, None, None, 0.0, 2018-01-10 09:00:00
1.8, -7.5, None, 150.0, None, 100.0, None, None, None, 0.0, 2018-01-10 10:00:00
5.2, -7.4, None, 155.0, None, 100.0, None, None, None, 0.0, 2018-01-10 11:00:00
4.5, -7.2, None, 149.0, None, 100.0, None, None, None, 0.0, 2018-01-10 12:00:00
6.0, -6.9, None, 129.0, None, 100.0, None, None, None, 0.0, 2018-01-10 13:00:00
4.5, -6.9, None, 358.0, None, 100.0, None, None, None, 0.0, 2018-01-10 14:00:00
4.9, -7.6, None, 20.0, None, 100.0, None, None, None, 0.0, 2018-01-10 15:00:00
3.6, -8.2, None, 142.0, None, 100.0, None, None, None, 0.0, 2018-01-10 16:00:00
2.2, -8.8, None, 135.0, None, 100.0, None, None, None, 0.0, 2018-01-10 17:00:00
5.9, -9.3, None, 9.0, None, 100.0, None, None, None, 0.0, 2018-01-10 18:00:00
2.4, -9.9, None, 4.0, None, 100.0, None, None, None, 0.0, 2018-01-10 19:00:00
1.9, -10.2, None, 4.0, None, 100.0, None, None, None, 0.0, 2018-01-10 20:00:00
2.2, -10.4, None, 6.0, None, 99.0, None, None, None, 0.0, 2018-01-10 21:00:00
1.7, -11.3, None, 11.0, None, 99.0, None, None, None, 0.0, 2018-01-10 22:00:00
1.7, -11.3, None, 10.0, None, 99.0, None, None, None, 0.0, 2018-01-10 23:00:00
1.7, -11.3, None, 12.0, None, 99.0, None, None, None, 0.0, 2018-01-11 00:00:00
1.6, -11.8, None, 12.0, None, 99.0, None, None, None, 0.0, 2018-01-11 01:00:00
1.6, -11.9, None, 12.0, None, 99.0, None, None, None, 0.0, 2018-01-11 02:00:00
1.6, -12.6, None, 15.0, None, 98.0, None, None, None, 0.0, 2018-01-11 03:00:00
0.0, -12.8, None, 15.0, None, 98.0, None, None, None, 0.0, 2018-01-11 04:00:00
0.0, -13.5, None, 14.0, None, 98.0, None, None, None, 0.0, 2018-01-11 05:00:00
0.0, -13.6, None, 14.0, None, 98.0, None, None, None, 0.0, 2018-01-11 06:00:00
0.0, -14.1, None, 14.0, None, 98.0, None, None, None, 0.0, 2018-01-11 07:00:00
0.0, -13.6, None, 14.0, None, 98.0, None, None, None, 0.0, 2018-01-11 08:00:00
0.0, -12.1, None, 14.0, None, 98.0, None, None, None, 0.0, 2018-01-11 09:00:00
1.6, -10.7, None, 14.0, None, 99.0, None, None, None, 0.0, 2018-01-11 10:00:00
0.0, -9.7, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-11 11:00:00
1.6, -9.6, None, 14.0, None, 99.0, None, None, None, 0.0, 2018-01-11 12:00:00
0.0, -8.8, None, 14.0, None, 99.0, None, None, None, 0.0, 2018-01-11 13:00:00
1.6, -9.0, None, 14.0, None, 99.0, None, None, None, 0.0, 2018-01-11 14:00:00
0.0, -9.0, None, 14.0, None, 99.0, None, None, None, 0.0, 2018-01-11 15:00:00
0.0, -9.9, None, 14.0, None, 99.0, None, None, None, 0.0, 2018-01-11 16:00:00
0.0, -10.2, None, 14.0, None, 99.0, None, None, None, 0.0, 2018-01-11 17:00:00
0.0, -9.8, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-11 18:00:00
1.9, -9.8, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-11 19:00:00
1.6, -9.6, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-11 20:00:00
0.0, -9.8, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-11 21:00:00
0.0, -9.5, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-11 22:00:00
0.0, -9.5, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-11 23:00:00
0.0, -9.8, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-12 00:00:00
0.0, -10.0, None, 11.0, None, 100.0, None, None, None, 0.0, 2018-01-12 01:00:00
1.6, -10.0, None, 9.0, None, 100.0, None, None, None, 0.0, 2018-01-12 02:00:00
0.0, -10.1, None, 9.0, None, 100.0, None, None, None, 0.0, 2018-01-12 03:00:00
0.0, -10.5, None, 12.0, None, 99.0, None, None, None, 0.0, 2018-01-12 04:00:00
1.7, -9.6, None, 13.0, None, 100.0, None, None, None, 0.0, 2018-01-12 05:00:00
1.7, -9.6, None, 13.0, None, 100.0, None, None, None, 0.0, 2018-01-12 06:00:00
1.6, -9.7, None, 15.0, None, 100.0, None, None, None, 0.0, 2018-01-12 07:00:00
0.0, -9.5, None, 13.0, None, 100.0, None, None, None, 0.0, 2018-01-12 08:00:00
0.0, -9.1, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-12 09:00:00
0.0, -8.6, None, 20.0, None, 100.0, None, None, None, 0.0, 2018-01-12 10:00:00
1.6, -7.8, None, 22.0, None, 100.0, None, None, None, 0.0, 2018-01-12 11:00:00
0.0, -7.4, None, 22.0, None, 100.0, None, None, None, 0.0, 2018-01-12 12:00:00
0.0, -7.4, None, 23.0, None, 100.0, None, None, None, 0.0, 2018-01-12 13:00:00
0.0, -7.2, None, 11.0, None, 100.0, None, None, None, 0.0, 2018-01-12 14:00:00
0.0, -7.6, None, 13.0, None, 100.0, None, None, None, 0.0, 2018-01-12 15:00:00
0.0, -7.7, None, 14.0, None, 100.0, None, None, None, 0.0, 2018-01-12 16:00:00
0.0, -7.2, None, 11.0, None, 100.0, None, None, None, 0.0, 2018-01-12 17:00:00
0.0, -6.9, None, 9.0, None, 100.0, None, None, None, 0.0, 2018-01-12 18:00:00
0.0, -7.0, None, 22.0, None, 100.0, None, None, None, 0.0, 2018-01-12 19:00:00
0.0, -6.9, None, 26.0, None, 100.0, None, None, None, 0.0, 2018-01-12 20:00:00
0.0, -6.9, None, 22.0, None, 100.0, None, None, None, 0.0, 2018-01-12 21:00:00
1.9, -6.9, None, 50.0, None, 100.0, None, None, None, 0.0, 2018-01-12 22:00:00
1.8, -6.7, None, 42.0, None, 100.0, None, None, None, 0.0, 2018-01-12 23:00:00
1.8, -6.6, None, 39.0, None, 100.0, None, None, None, 0.0, 2018-01-13 00:00:00
1.9, -6.5, None, 64.0, None, 100.0, None, None, None, 0.0, 2018-01-13 01:00:00
5.0, -6.3, None, 102.0, None, 100.0, None, None, None, 0.0, 2018-01-13 02:00:00
3.9, -6.3, None, 92.0, None, 100.0, None, None, None, 0.0, 2018-01-13 03:00:00
4.0, -6.3, None, 61.0, None, 100.0, None, None, None, 0.0, 2018-01-13 04:00:00
0.0, -6.3, None, 57.0, None, 100.0, None, None, None, 0.0, 2018-01-13 05:00:00
