wind_speed,temperature,avg_wnd_dir_10m_pst10mts,wind_direction,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,precipitation,time,week_of_year
5.4, None, None,260.0, None,0.0, None, None, None,0.0,2019-02-19 00:00:00,8
5.0, None, None,279.0, None,0.0, None, None, None,0.0,2019-02-19 01:00:00,8
5.1, None, None,199.0, None,0.0, None, None, None,0.0,2019-02-19 02:00:00,8
9.4, None, None,197.0, None,0.0, None, None, None,0.0,2019-02-19 03:00:00,8
12.1, None, None,206.0, None,0.0, None, None, None,0.0,2019-02-19 04:00:00,8
11.4, None, None,192.0, None,0.0, None, None, None,0.0,2019-02-19 05:00:00,8
10.1, None, None,183.0, None,0.0, None, None, None,0.0,2019-02-19 06:00:00,8
9.1, None, None,182.0, None,0.0, None, None, None,0.0,2019-02-19 07:00:00,8
7.8, None, None,189.0, None,0.0, None, None, None,0.0,2019-02-19 08:00:00,8
8.8, None, None,190.0, None,0.0, None, None, None,0.0,2019-02-19 09:00:00,8
9.1, None, None,201.0, None,0.0, None, None, None,0.0,2019-02-19 10:00:00,8
12.2, None, None,192.0, None,0.0, None, None, None,0.0,2019-02-19 11:00:00,8
11.9, None, None,201.0, None,0.0, None, None, None,0.0,2019-02-19 12:00:00,8
9.5, None, None,180.0, None,0.0, None, None, None,0.0,2019-02-19 13:00:00,8
7.1, None, None,180.0, None,0.0, None, None, None,0.0,2019-02-19 14:00:00,8
8.4, None, None,208.0, None,0.0, None, None, None,0.0,2019-02-19 15:00:00,8
6.8, None, None,258.0, None,0.0, None, None, None,0.0,2019-02-19 16:00:00,8
8.1, None, None,250.0, None,0.0, None, None, None,0.0,2019-02-19 17:00:00,8
6.0, None, None,295.0, None,0.0, None, None, None,0.0,2019-02-19 18:00:00,8
9.4, None, None,293.0, None,0.0, None, None, None,0.0,2019-02-19 19:00:00,8
12.2, None, None,308.0, None,0.0, None, None, None,0.0,2019-02-19 20:00:00,8
8.7, None, None,308.0, None,0.0, None, None, None,0.0,2019-02-19 21:00:00,8
9.1, None, None,312.0, None,0.0, None, None, None,0.0,2019-02-19 22:00:00,8
8.4, None, None,312.0, None,0.0, None, None, None,0.0,2019-02-19 23:00:00,8
7.7, None, None,315.0, None,0.0, None, None, None,0.0,2019-02-20 00:00:00,8
6.8, None, None,334.0, None,0.0, None, None, None,0.0,2019-02-20 01:00:00,8
5.5, None, None,358.0, None,0.0, None, None, None,0.0,2019-02-20 02:00:00,8
4.4, None, None,339.0, None,0.0, None, None, None,0.0,2019-02-20 03:00:00,8
5.0, None, None,345.0, None,0.0, None, None, None,0.0,2019-02-20 04:00:00,8
5.9, None, None,331.0, None,0.0, None, None, None,0.0,2019-02-20 05:00:00,8
5.3, None, None,318.0, None,0.0, None, None, None,0.0,2019-02-20 06:00:00,8
