station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
6.4, 6.4, 0.0, 2015-01-03 00:00:00, None
8.4, 8.4, 0.0, 2015-01-05 00:00:00, 0.0
34.8, 34.8, 0.0, 2015-01-17 00:00:00, None
13.0, 13.0, 0.0, 2015-01-18 00:00:00, 0.0
6.2, 6.2, 0.0, 2015-01-22 00:00:00, 0.0
14.6, 14.6, 0.0, 2015-01-23 00:00:00, 0.0
3.0, 3.0, 0.0, 2015-02-01 00:00:00, 0.0
2.4, 2.4, 0.0, 2015-02-02 00:00:00, 0.0
17.6, 17.6, 0.0, 2015-02-04 00:00:00, None
20.8, 20.8, 0.0, 2015-02-05 00:00:00, 0.0
8.8, 8.8, 0.0, 2015-02-06 00:00:00, 0.0
6.6, 6.6, 0.0, 2015-02-07 00:00:00, 0.0
4.6, 4.6, 0.0, 2015-02-09 00:00:00, 0.0
3.0, 3.0, 0.0, 2015-02-12 00:00:00, 0.0
2.0, 2.0, 0.0, 2015-02-13 00:00:00, 0.0
1.2, 1.2, 0.0, 2015-02-25 00:00:00, None
3.2, 3.2, 0.0, 2015-03-11 00:00:00, 0.0
5.4, 5.4, 0.0, 2015-03-14 00:00:00, 0.0
31.6, 31.6, 0.0, 2015-03-15 00:00:00, 0.0
18.6, 18.6, 0.0, 2015-03-19 00:00:00, None
9.4, 9.4, 0.0, 2015-03-20 00:00:00, 0.0
5.2, 5.2, 0.0, 2015-03-24 00:00:00, None
1.2, 1.2, 0.0, 2015-03-25 00:00:00, 0.0
8.4, 8.4, 0.0, 2015-03-29 00:00:00, 0.0
4.6, 4.6, 0.0, 2015-04-01 00:00:00, None
5.4, 5.4, 0.0, 2015-04-10 00:00:00, None
4.2, 4.2, 0.0, 2015-04-11 00:00:00, 0.0
0.6, 0.6, 0.0, 2015-04-21 00:00:00, None
8.2, 8.2, 0.0, 2015-04-23 00:00:00, None
4.2, 4.2, 0.0, 2015-04-24 00:00:00, 0.0
1.0, 1.0, 0.0, 2015-04-26 00:00:00, None
0.8, 0.8, 0.0, 2015-04-28 00:00:00, None
0.8, 0.8, 0.0, 2015-04-29 00:00:00, 0.0
1.2, 1.2, 0.0, 2015-06-01 00:00:00, None
3.4, 3.4, 0.0, 2015-06-18 00:00:00, None
3.6, 3.6, 0.0, 2015-08-29 00:00:00, 0.0
11.6, 11.6, 0.0, 2015-08-31 00:00:00, 0.0
3.0, 3.0, 0.0, 2015-09-01 00:00:00, 0.0
10.0, 10.0, 0.0, 2015-09-02 00:00:00, 0.0
2.2, 2.2, 0.0, 2015-09-03 00:00:00, 0.0
8.6, 8.6, 0.0, 2015-09-24 00:00:00, None
10.2, 10.2, 0.0, 2015-10-07 00:00:00, 0.0
4.2, 4.2, 0.0, 2015-10-12 00:00:00, 0.0
4.8, 4.8, 0.0, 2015-10-27 00:00:00, 0.0
11.0, 11.0, 0.0, 2015-10-28 00:00:00, 0.0
12.8, 12.8, 0.0, 2015-10-29 00:00:00, 0.0
36.0, 36.0, 0.0, 2015-10-30 00:00:00, 0.0
22.2, 22.2, 0.0, 2015-10-31 00:00:00, 0.0
7.8, 7.8, 0.0, 2015-11-01 00:00:00, 0.0
7.4, 7.4, 0.0, 2015-11-07 00:00:00, 0.0
90.5, 90.5, 0.0, 2015-11-12 00:00:00, None
15.8, 15.8, 0.0, 2015-11-14 00:00:00, 0.0
37.2, 37.2, 0.0, 2015-11-16 00:00:00, 0.0
9.0, 9.0, 0.0, 2015-11-23 00:00:00, None
9.0, 9.0, 0.0, 2015-12-01 00:00:00, 0.0
4.0, 4.0, 0.0, 2015-12-03 00:00:00, 0.0
2.2, 2.2, 0.0, 2015-12-04 00:00:00, 0.0
9.2, 9.2, 0.0, 2015-12-05 00:00:00, 0.0
11.0, 11.0, 0.0, 2015-12-06 00:00:00, 0.0
11.8, 11.8, 0.0, 2015-12-07 00:00:00, 0.0
51.8, 51.8, 0.0, 2015-12-08 00:00:00, 0.0
7.4, 7.4, 0.0, 2015-12-10 00:00:00, None
28.6, 28.6, 0.0, 2015-12-12 00:00:00, None
34.8, 34.8, 0.0, 2015-12-17 00:00:00, 0.0
6.6, 6.6, 0.0, 2015-12-18 00:00:00, 0.0
3.8, 3.8, 0.0, 2015-12-20 00:00:00, 0.0
