Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
17,ARDA,114083,5138,MONTANA 2,6818,BC,-118.273333333333,50.9466666666667,640.0,1969-05-29,1971-03-30,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
