,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
1,1,EC,1120475,232,ARMSTRONG GRANDVIEW,635,BC,-119.283333,50.4,503.0,1959-03-27,1960-06-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
8,1,EC,1128586,245,VERNON SWAN LAKE,648,BC,-119.266667,50.3,490.0,1994-05-01,2007-03-18,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
27,1,EC,1123195,1022,GLENEMMA,1425,BC,-119.316667,50.366667,0.0,1914-11-01,1925-02-28,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
59,1,EC,1128550,1089,VERNON,1492,BC,-119.266667,50.25,422.0,1893-01-01,1960-04-14,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
61,1,EC,1128553,1091,VERNON BELLA VISTA,1494,BC,-119.3097,50.26433,427.0,1984-12-01,2015-06-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
65,1,EC,1128583,1095,VERNON NORTH,1498,BC,-119.2714,50.34444,512.0,1990-07-01,2020-04-13,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
75,1,EC,112HEHD,1106,VERNON SOUTH,1509,BC,-119.266667,50.25,381.0,1974-05-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
137,12,FLNRO-WMB,288,1838,ZZ VERNON  R/S,2241,BC,-119.3,50.3,0.0,1978-05-01,2000-10-01,Daily,Precipitation Amount|Precipitation Climatology|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
192,9,ENV-AQN,E249492,2619,Vernon Science Centre,3022,BC,-119.2702778,50.26083333,385.0,2003-11-26,2023-12-24,Hourly,Relative Humidity|Relative Humidity (Point)|Temperature (Mean)|Wind Direction (Point)|Wind Speed (Point)
281,17,ARDA,112234,4992,BELLAVISTA,6672,BC,-119.295833333333,50.2666666666667,466.0,1971-03-18,1972-10-29,Daily,Precipitation (Cumulative)|Relative Humidity (Mean)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
283,17,ARDA,112245,4995,OKEEFE,6675,BC,-119.299166666667,50.3791666666667,473.0,1971-03-18,1972-10-29,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
514,9,ENV-AQN,Vernon Science Centre,12585,,14607,BC,-119.270723,50.260617,,2020-07-27,2020-11-22,Unspecified,Relative Humidity (Point)|Wind Direction (Point)
