,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
110,1,EC,1167150,1308,SCOTCH CREEK,1711,BC,-119.466667,50.916667,354.0,2004-08-01,2008-01-17,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
115,1,EC,1167590,1315,SORRENTO,1718,BC,-119.483333,50.883333,390.0,1924-01-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)
357,17,ARDA,116169,5648,CRUICKSHANK KAM,7330,BC,-119.529166666667,50.8841666666667,355.0,1971-05-03,1973-09-28,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
364,17,ARDA,116176,5655,CORNING     KAM,7337,BC,-119.538888888889,50.9097222222222,357.0,1971-05-27,1973-10-23,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
365,17,ARDA,116177,5656,SCOTCH CK   KAM,7338,BC,-119.465277777778,50.9319444444444,397.0,1971-05-27,1973-09-28,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
