,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
10,1,EC,1161312,270,CANOE POINT,673,BC,-119.066667,50.8,353.0,1910-06-01,1920-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
112,1,EC,1167275,1312,SICAMOUS,1715,BC,-119.0,50.8,427.0,1954-08-16,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
113,1,EC,1167276,1313,SICAMOUS 2,1716,BC,-118.983333,50.85,355.0,1979-11-06,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
154,12,FLNRO-WMB,347,1892,ZZ SICAMOUS,2295,BC,-119.0,50.8,0.0,1977-05-02,2000-10-01,Daily,Precipitation Amount|Precipitation Climatology|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
178,12,FLNRO-WMB,882,2294,SICAMOUS,2697,BC,-119.0017,50.8636,1050.0,2004-09-28,2024-01-14,Hourly,Dew Point Temperature|Precipitation Amount|Rainfall 1hr|Rainfall 24hr|Relative Humidity|Relative Humidity (Mean)|Temperature|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Speed|Wind Speed (Mean)
196,3,MoTIm,22004,2685,Sicamous,3428,BC,-118.98389,50.83802,350.0,1988-11-10,1999-10-31,Semi-daily,Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)
506,2,MoTIe,22095,12465,Annis Pit,14487,BC,-119.07934,50.78958,420.0,2019-11-21,2024-01-14,Unspecified,Air Pressure|Air Pressure (Point)|Dew Point Temperature|Dew Point Temperature (Mean)|Precipitation 24hr|Precipitation Amount|Relative Humidity|Relative Humidity (Mean)|Sea Level Pressure|Snow Depth|Snowfall|Temperature (Max.)|Temperature (Mean)|Temperature (Min.)|Temperature (Point)|Wind Direction|Wind Direction (Mean)|Wind Direction (Std Dev)|Wind Gust|Wind Speed|Wind Speed (Mean)
