,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
360,17,ARDA,116172,5651,REIENECKER  KAM,7333,BC,-119.245833333333,50.8541666666667,882.0,1971-05-11,1973-10-23,Daily,Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
