,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
6,1,EC,1126135,242,PENNASK LAKE LODGE,645,BC,-120.15,50.0,1420.0,1970-05-01,1972-09-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount
