Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
1,EC,1162682,1261,ENDERBY ASHTON CREEK,1664,BC,-118.916667,50.55,351.0,1965-06-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
17,ARDA,116117,5602,VANCE,7284,BC,-118.966666666667,50.4552777777778,660.0,1971-05-30,1972-07-31,Irregular,Precipitation (Cumulative)
17,ARDA,116119,5603,OLEEN,7285,BC,-118.957222222222,50.5208333333333,536.0,1971-07-30,1972-09-29,Irregular,Precipitation (Cumulative)
17,ARDA,116123,5606,KINGFISHER,7288,BC,-118.870833333333,50.5891666666667,393.0,1971-05-30,1972-08-31,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
