,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
19,1,EC,116CQAK,292,KAMLOOPS DALLAS,695,BC,-120.166667,50.666667,346.0,1989-06-01,1989-11-30,Daily,Precipitation Amount|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)
93,1,EC,1163873,1278,KAMLOOPS TUNSTALL CRES,1681,BC,-120.316667,50.666667,442.0,1970-01-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
94,1,EC,1163875,1279,KAMLOOPS VALLEYVIEW,1682,BC,-120.25,50.683333,347.0,1962-05-01,2005-09-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
101,1,EC,1165224,1293,MT LOLO ADMIN KAMLOOPS,1696,BC,-120.183333,50.783333,873.0,1977-05-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
102,1,EC,1165225,1294,MT LOLO KAMLOOPS,1697,BC,-120.133333,50.8,1737.0,1964-02-01,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
133,12,FLNRO-WMB,275,1827,ZZ KAMLOOPS R/S,2230,BC,-120.3,50.7,3.0,1972-05-01,2000-10-01,Daily,Precipitation Amount|Precipitation Climatology|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
344,17,ARDA,116156,5635,MCCRAKEN    KAM,7317,BC,-120.223611111111,50.6680555555556,354.0,1971-04-20,1973-10-26,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
345,17,ARDA,116157,5636,HOPSPUR     KAM,7318,BC,-120.113888888889,50.6611111111111,352.0,1971-05-27,1973-10-25,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
394,17,ARDA,116262,5740,SKYDIVER    KAM,7423,BC,-120.211111111111,50.7338888888889,598.0,1971-05-31,1973-09-30,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
395,17,ARDA,116263,5741,LOLO STP    KAM,7424,BC,-120.184722222222,50.7805555555556,834.0,1971-04-16,1973-10-23,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
396,17,ARDA,116264,5742,CHARLES LEE KAM,7425,BC,-120.141666666667,50.8013888888889,1169.0,1971-04-15,1973-10-23,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
