,Network ID,Network Name,Native ID,Station ID,Station Name,History ID,Province,Longitude,Latitude,Elevation (m),Record Start,Record End,Obs Freq,Variables
89,1,EC,1162784,1262,FALKLAND SALMON VALLEY,1665,BC,-119.4,50.45,0.0,1959-03-25,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
90,1,EC,1162785,1263,FALKLAND SPANISH LAKE,1666,BC,-119.5,50.5,823.0,1974-12-12,2001-01-01,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
114,1,EC,1167337,1314,SILVER CREEK,1717,BC,-119.35,50.54533,419.0,1989-06-01,2021-10-30,Daily,Precipitation Amount|Precipitation Climatology|Rainfall Amount|Snowfall Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature Climatology (Max.)|Temperature Climatology (Mean)|Temperature Climatology (Min.)
318,17,ARDA,116083,5582,GLENEMMA ASB,7264,BC,-119.275,50.4941666666667,530.0,1971-04-06,1972-10-30,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
329,17,ARDA,116106,5593,SILVER,7275,BC,-119.359166666667,50.59,386.0,1971-04-28,1971-10-29,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
330,17,ARDA,116107,5594,YANKEE FLATS,7276,BC,-119.364166666667,50.5408333333333,532.0,1971-04-06,1972-10-31,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
331,17,ARDA,116108,5595,SPA,7277,BC,-119.366666666667,50.5,533.0,1971-04-28,1972-09-29,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
375,17,ARDA,116194,5672,SWEETSBRIDGEKAM,7354,BC,-119.465277777778,50.45,551.0,1971-05-29,1973-05-27,Irregular,Precipitation (Cumulative)|Surface Snow Depth (Point)
376,17,ARDA,116195,5673,FERRIS,7355,BC,-119.5,50.5055555555556,923.0,1971-05-11,1973-10-25,Daily,Precipitation (Cumulative)|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)
494,12,FLNRO-WMB,1100,12019,ZZ DEEP CREEK TS,14076,BC,-119.2829667,50.56986667,1118.0,2011-06-15,2016-10-05,Unspecified,Precipitation Amount|Relative Humidity (Mean)|Temperature (Point)|Wind Direction (Mean)|Wind Speed (Mean)
