wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year
307.0, 59.0, 7.4, 0.0, 11.8, 2.3, 20.1, 18.8, 321.0, 0.0, 0.0, 67.0,2021-07-02 00:00:00,27
275.0, 65.0, 3.3, 0.0, 12.9, 7.0, 19.7, 18.8, 185.0, 0.0, 0.0, 64.0,2021-07-02 01:00:00,27
213.0, 67.0, 2.3, 0.0, 12.5, 10.2, 18.8, 18.1, 307.0, 0.0, 0.0, 66.0,2021-07-02 02:00:00,27
263.0, 64.0, 7.0, 0.0, 11.9, 11.1, 18.8, 17.3, 275.0, 0.0, 0.0, 44.0,2021-07-02 03:00:00,27
286.0, 66.0, 10.2, 0.0, 11.7, 11.8, 18.1, 16.4, 213.0, 0.0, 0.0, 43.0,2021-07-02 04:00:00,27
297.0, 44.0, 11.1, 0.0, 4.9, 12.1, 17.3, 17.7, 263.0, 0.0, 0.0, 37.0,2021-07-02 05:00:00,27
321.0, 43.0, 11.8, 0.0, 3.8, 10.5, 16.4, 17.9, 286.0, 0.0, 0.0, 37.0,2021-07-02 06:00:00,27
330.0, 37.0, 12.1, 0.0, 2.8, 12.3, 17.7, 18.0, 297.0, 0.0, 0.0, 33.0,2021-07-02 07:00:00,27
350.0, 37.0, 10.5, 0.0, 3.0, 12.7, 17.9, 19.8, 321.0, 0.0, 0.0, 31.0,2021-07-02 08:00:00,27
7.0, 33.0, 12.3, 0.0, 1.5, 10.9, 18.0, 21.3, 330.0, 0.0, 0.0, 27.0,2021-07-02 09:00:00,27
335.0, 31.0, 12.7, 0.0, 2.2, 10.4, 19.8, 22.4, 350.0, 0.0, 0.0, 24.0,2021-07-02 10:00:00,27
333.0, 27.0, 10.9, 0.0, 1.6, 10.2, 21.3, 23.9, 7.0, 0.0, 0.0, 24.0,2021-07-02 11:00:00,27
334.0, 24.0, 10.4, 0.0, 0.9, 10.5, 22.4, 24.8, 335.0, 0.0, 0.0, 22.0,2021-07-02 12:00:00,27
347.0, 24.0, 10.2, 0.0, 2.1, 9.7, 23.9, 26.0, 333.0, 0.0, 0.0, 21.0,2021-07-02 13:00:00,27
338.0, 22.0, 10.5, 0.0, 1.7, 6.9, 24.8, 27.1, 334.0, 0.0, 0.0, 19.0,2021-07-02 14:00:00,27
356.0, 21.0, 9.7, 0.0, 2.0, 9.5, 26.0, 27.0, 347.0, 0.0, 0.0, 19.0,2021-07-02 15:00:00,27
345.0, 19.0, 6.9, 0.0, 1.5, 11.8, 27.1, 26.4, 338.0, 0.0, 0.0, 18.0,2021-07-02 16:00:00,27
339.0, 19.0, 9.5, 0.0, 1.4, 9.4, 27.0, 26.2, 356.0, 0.0, 0.0, 18.0,2021-07-02 17:00:00,27
358.0, 18.0, 11.8, 0.0, 0.2, 7.5, 26.4, 25.2, 345.0, 0.0, 0.0, 19.0,2021-07-02 18:00:00,27
15.0, 18.0, 9.4, 0.0, 0.0, 6.2, 26.2, 21.2, 339.0, 0.0, 0.0, 30.0,2021-07-02 19:00:00,27
