wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND
359.0, None, None,0.0, None,7.9, None,11.3, None, None, None,64.0,2017-07-16 00:00:00,29,,,,,,,,,,,,,
350.0, None, None,0.0, None,6.2, None,10.6, None, None, None,63.0,2017-07-16 01:00:00,29,,,,,,,,,,,,,
359.0, None, None,0.0, None,4.4, None,9.7, None, None, None,67.0,2017-07-16 02:00:00,29,,,,,,,,,,,,,
6.0, None, None,0.0, None,5.4, None,8.6, None, None, None,71.0,2017-07-16 03:00:00,29,,,,,,,,,,,,,
127.0, None, None,0.0, None,3.1, None,7.6, None, None, None,74.0,2017-07-16 04:00:00,29,,,,,,,,,,,,,
30.0, None, None,0.0, None,2.8, None,6.0, None, None, None,83.0,2017-07-16 05:00:00,29,,,,,,,,,,,,,
304.0, None, None,0.0, None,7.5, None,9.4, None, None, None,59.0,2017-07-16 06:00:00,29,,,,,,,,,,,,,
312.0, None, None,0.0, None,7.4, None,12.0, None, None, None,51.0,2017-07-16 07:00:00,29,,,,,,,,,,,,,
325.0, None, None,0.0, None,6.6, None,13.4, None, None, None,42.0,2017-07-16 08:00:00,29,,,,,,,,,,,,,
318.0, None, None,0.0, None,10.0, None,14.1, None, None, None,40.0,2017-07-16 09:00:00,29,,,,,,,,,,,,,
300.0, None, None,0.0, None,9.0, None,16.8, None, None, None,33.0,2017-07-16 10:00:00,29,,,,,,,,,,,,,
303.0, None, None,0.0, None,11.2, None,17.4, None, None, None,28.0,2017-07-16 11:00:00,29,,,,,,,,,,,,,
292.0, None, None,0.0, None,11.4, None,18.1, None, None, None,27.0,2017-07-16 12:00:00,29,,,,,,,,,,,,,
301.0, None, None,0.0, None,11.8, None,18.7, None, None, None,27.0,2017-07-16 13:00:00,29,,,,,,,,,,,,,
312.0, None, None,0.0, None,10.2, None,19.3, None, None, None,24.0,2017-07-16 14:00:00,29,,,,,,,,,,,,,
275.0, None, None,0.0, None,8.6, None,19.6, None, None, None,22.0,2017-07-16 15:00:00,29,,,,,,,,,,,,,
276.0, None, None,0.0, None,7.6, None,19.7, None, None, None,22.0,2017-07-16 16:00:00,29,,,,,,,,,,,,,
301.0, None, None,0.0, None,9.1, None,19.1, None, None, None,25.0,2017-07-16 17:00:00,29,,,,,,,,,,,,,
312.0, None, None,0.0, None,6.7, None,17.3, None, None, None,30.0,2017-07-16 18:00:00,29,,,,,,,,,,,,,
330.0, None, None,0.0, None,5.4, None,14.3, None, None, None,39.0,2017-07-16 19:00:00,29,,,,,,,,,,,,,
352.0, None, None,0.0, None,4.6, None,10.3, None, None, None,54.0,2017-07-16 20:00:00,29,,,,,,,,,,,,,
6.0, None, None,0.0, None,3.5, None,8.6, None, None, None,62.0,2017-07-16 21:00:00,29,,,,,,,,,,,,,
12.0, None, None,0.0, None,2.2, None,7.0, None, None, None,69.0,2017-07-16 22:00:00,29,,,,,,,,,,,,,
42.0, None, None,0.0, None,2.7, None,6.4, None, None, None,76.0,2017-07-16 23:00:00,29,,,,,,,,,,,,,
6.0, None, None,0.0, None,4.2, None,7.4, None, None, None,70.0,2017-07-17 00:00:00,29,,,,,,,,,,,,,
37.0, None, None,0.0, None,2.6, None,7.4, None, None, None,72.0,2017-07-17 01:00:00,29,,,,,,,,,,,,,
7.0, None, None,0.0, None,2.0, None,6.9, None, None, None,76.0,2017-07-17 02:00:00,29,,,,,,,,,,,,,
42.0, None, None,0.0, None,2.5, None,4.9, None, None, None,86.0,2017-07-17 03:00:00,29,,,,,,,,,,,,,
336.0, None, None,0.0, None,3.6, None,3.8, None, None, None,88.0,2017-07-17 04:00:00,29,,,,,,,,,,,,,
94.0, None, None,0.0, None,2.0, None,3.1, None, None, None,92.0,2017-07-17 05:00:00,29,,,,,,,,,,,,,
350.0, None, None,0.0, None,1.9, None,5.5, None, None, None,86.0,2017-07-17 06:00:00,29,,,,,,,,,,,,,
329.0, None, None,0.0, None,4.4, None,10.9, None, None, None,67.0,2017-07-17 07:00:00,29,,,,,,,,,,,,,
321.0, None, None,0.0, None,8.5, None,13.9, None, None, None,46.0,2017-07-17 08:00:00,29,,,,,,,,,,,,,
353.0, None, None,0.0, None,9.4, None,15.6, None, None, None,39.0,2017-07-17 09:00:00,29,,,,,,,,,,,,,
21.0, None, None,0.0, None,9.5, None,17.2, None, None, None,35.0,2017-07-17 10:00:00,29,,,,,,,,,,,,,
342.0, None, None,0.0, None,9.5, None,18.9, None, None, None,30.0,2017-07-17 11:00:00,29,,,,,,,,,,,,,
339.0, None, None,0.0, None,9.5, None,19.8, None, None, None,30.0,2017-07-17 12:00:00,29,,,,,,,,,,,,,
335.0, None, None,0.0, None,11.1, None,20.3, None, None, None,29.0,2017-07-17 13:00:00,29,,,,,,,,,,,,,
309.0, None, None,0.0, None,9.1, None,20.9, None, None, None,25.0,2017-07-17 14:00:00,29,,,,,,,,,,,,,
308.0, None, None,0.0, None,6.3, None,21.4, None, None, None,25.0,2017-07-17 15:00:00,29,,,,,,,,,,,,,
341.0, None, None,0.0, None,9.1, None,21.0, None, None, None,25.0,2017-07-17 16:00:00,29,,,,,,,,,,,,,
327.0, None, None,0.0, None,9.1, None,20.3, None, None, None,25.0,2017-07-17 17:00:00,29,,,,,,,,,,,,,
335.0, None, None,0.0, None,6.4, None,19.5, None, None, None,29.0,2017-07-17 18:00:00,29,,,,,,,,,,,,,
342.0, None, None,0.0, None,5.5, None,16.1, None, None, None,36.0,2017-07-17 19:00:00,29,,,,,,,,,,,,,
350.0, None, None,0.0, None,4.7, None,12.1, None, None, None,56.0,2017-07-17 20:00:00,29,,,,,,,,,,,,,
351.0, None, None,0.0, None,3.5, None,8.6, None, None, None,61.0,2017-07-17 21:00:00,29,,,,,,,,,,,,,
63.0, None, None,0.0, None,8.6, None,9.8, None, None, None,52.0,2017-07-17 22:00:00,29,,,,,,,,,,,,,
58.0, None, None,0.0, None,7.6, None,9.3, None, None, None,52.0,2017-07-17 23:00:00,29,,,,,,,,,,,,,
58.0, None, None,0.0, None,9.6, None,9.3, None, None, None,48.0,2017-07-18 00:00:00,29,,,,,,,,,,,,,
52.0, None, None,0.0, None,8.1, None,8.4, None, None, None,51.0,2017-07-18 01:00:00,29,,,,,,,,,,,,,
46.0, None, None,0.0, None,7.7, None,8.3, None, None, None,46.0,2017-07-18 02:00:00,29,,,,,,,,,,,,,
15.0, None, None,0.0, None,5.6, None,6.0, None, None, None,57.0,2017-07-18 03:00:00,29,,,,,,,,,,,,,
23.0, None, None,0.0, None,5.4, None,7.5, None, None, None,46.0,2017-07-18 04:00:00,29,,,,,,,,,,,,,
266.0, None, None,0.0, None,4.2, None,4.8, None, None, None,69.0,2017-07-18 05:00:00,29,,,,,,,,,,,,,
224.0, None, None,0.0, None,2.5, None,5.6, None, None, None,70.0,2017-07-18 06:00:00,29,,,,,,,,,,,,,
277.0, None, None,0.0, None,3.7, None,11.7, None, None, None,57.0,2017-07-18 07:00:00,29,,,,,,,,,,,,,
262.0, None, None,0.0, None,4.4, None,16.4, None, None, None,30.0,2017-07-18 08:00:00,29,,,,,,,,,,,,,
247.0, None, None,0.0, None,3.6, None,20.2, None, None, None,20.0,2017-07-18 09:00:00,29,,,,,,,,,,,,,
