SolarRadiation,AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
0.0, 8.6, 0.0,0.0, 5.6, 0.0,2020-08-12 00:00:00, 329.0,89.0,33
None, 8.5, None,0.0, 4.2, None,2020-08-12 00:15:00, 334.0,89.0,33
None, 8.3, None,0.0, 2.8, None,2020-08-12 00:30:00, 343.0,90.0,33
None, 7.9, None,0.0, 3.3, None,2020-08-12 00:45:00, 330.0,91.0,33
0.0, 7.9, 0.0,0.0, 5.1, 0.0,2020-08-12 01:00:00, 350.0,92.0,33
None, 7.9, None,0.0, 3.4, None,2020-08-12 01:15:00, 342.0,92.0,33
None, 7.7, None,0.0, 3.4, None,2020-08-12 01:30:00, 4.0,93.0,33
None, 7.6, None,0.0, 2.5, None,2020-08-12 01:45:00, 1.0,94.0,33
0.0, 7.6, 0.0,0.0, 3.1, 0.0,2020-08-12 02:00:00, 343.0,95.0,33
None, 7.6, None,0.0, 3.1, None,2020-08-12 02:15:00, 337.0,95.0,33
None, 7.8, None,0.0, 2.5, None,2020-08-12 02:30:00, 5.0,95.0,33
None, 8.0, None,0.0, 4.3, None,2020-08-12 02:45:00, 335.0,95.0,33
0.0, 8.0, 0.0,0.0, 3.2, 0.0,2020-08-12 03:00:00, 334.0,94.0,33
None, 8.2, None,0.0, 2.5, None,2020-08-12 03:15:00, 358.0,94.0,33
None, 8.0, None,0.0, 3.5, None,2020-08-12 03:30:00, 326.0,94.0,33
None, 7.9, None,0.0, 2.8, None,2020-08-12 03:45:00, 327.0,95.0,33
0.0, 8.4, 0.0,0.0, 4.0, 0.0,2020-08-12 04:00:00, 314.0,95.0,33
None, 8.4, None,0.0, 4.5, None,2020-08-12 04:15:00, 331.0,94.0,33
None, 8.4, None,0.0, 4.7, None,2020-08-12 04:30:00, 323.0,94.0,33
None, 8.3, None,0.0, 4.3, None,2020-08-12 04:45:00, 334.0,94.0,33
0.0, 8.3, 0.0,0.0, 3.6, 0.0,2020-08-12 05:00:00, 329.0,94.0,33
None, 8.3, None,0.0, 4.0, None,2020-08-12 05:15:00, 341.0,95.0,33
None, 8.2, None,0.0, 3.0, None,2020-08-12 05:30:00, 1.0,95.0,33
None, 8.2, None,0.0, 4.4, None,2020-08-12 05:45:00, 316.0,95.0,33
13.0, 8.3, 0.0,0.0, 4.2, 0.0,2020-08-12 06:00:00, 321.0,95.0,33
None, 8.4, None,0.0, 2.6, None,2020-08-12 06:15:00, 331.0,95.0,33
None, 8.4, None,0.0, 1.6, None,2020-08-12 06:30:00, 353.0,94.0,33
None, 8.6, None,0.0, 3.6, None,2020-08-12 06:45:00, 331.0,95.0,33
38.0, 9.0, 1.0,0.0, 5.0, 0.0,2020-08-12 07:00:00, 324.0,93.0,33
None, 9.4, None,0.0, 3.4, None,2020-08-12 07:15:00, 335.0,92.0,33
None, 10.5, None,0.0, 5.3, None,2020-08-12 07:30:00, 310.0,87.0,33
None, 11.9, None,0.0, 3.4, None,2020-08-12 07:45:00, 310.0,80.0,33
242.0, 12.0, 0.0,0.0, 6.5, 0.0,2020-08-12 08:00:00, 310.0,80.0,33
None, 12.6, None,0.0, 3.8, None,2020-08-12 08:15:00, 284.0,75.0,33
