AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
10.8,0.0, 4.7, 0.0,2020-08-12 00:00:00, 245.0,84.0,33
10.1,0.0, 5.6, None,2020-08-12 00:15:00, 270.0,86.0,33
9.9,0.0, 5.2, None,2020-08-12 00:30:00, 257.0,87.0,33
9.6,0.0, 5.9, None,2020-08-12 00:45:00, 194.0,89.0,33
9.4,0.0, 5.8, 0.001,2020-08-12 01:00:00, 250.0,89.0,33
9.7,0.0, 6.3, None,2020-08-12 01:15:00, 234.0,89.0,33
9.4,0.0, 4.1, None,2020-08-12 01:30:00, 252.0,88.0,33
9.1,0.0, 4.5, None,2020-08-12 01:45:00, 245.0,90.0,33
8.6,0.0, 4.1, 0.003,2020-08-12 02:00:00, 270.0,93.0,33
8.7,0.0, 3.6, None,2020-08-12 02:15:00, 270.0,92.0,33
8.5,0.0, 3.3, None,2020-08-12 02:30:00, 275.0,93.0,33
8.4,0.0, 5.3, None,2020-08-12 02:45:00, 263.0,93.0,33
8.2,0.0, 4.5, 0.006,2020-08-12 03:00:00, 255.0,95.0,33
8.1,0.0, 4.9, None,2020-08-12 03:15:00, 254.0,95.0,33
8.3,0.0, 4.8, None,2020-08-12 03:30:00, 245.0,93.0,33
7.9,0.0, 5.1, None,2020-08-12 03:45:00, 256.0,95.0,33
7.7,0.0, 4.3, 0.002,2020-08-12 04:00:00, 268.0,95.0,33
7.9,0.0, 5.8, None,2020-08-12 04:15:00, 285.0,95.0,33
8.4,0.0, 5.8, None,2020-08-12 04:30:00, 260.0,92.0,33
8.0,0.0, 4.8, None,2020-08-12 04:45:00, 274.0,95.0,33
7.6,0.0, 6.0, 0.004,2020-08-12 05:00:00, 264.0,96.0,33
7.5,0.0, 5.7, None,2020-08-12 05:15:00, 261.0,96.0,33
7.4,0.0, 5.0, None,2020-08-12 05:30:00, 275.0,97.0,33
8.1,0.0, 6.4, None,2020-08-12 05:45:00, 282.0,95.0,33
8.0,0.0, 4.0, 0.005,2020-08-12 06:00:00, 293.0,96.0,33
8.8,0.0, 2.7, None,2020-08-12 06:15:00, 260.0,94.0,33
9.2,0.0, 4.2, None,2020-08-12 06:30:00, 229.0,93.0,33
9.7,0.0, 4.5, None,2020-08-12 06:45:00, 276.0,89.0,33
11.4,0.0, 3.7, 0.006,2020-08-12 07:00:00, 291.0,84.0,33
12.4,0.0, 3.6, None,2020-08-12 07:15:00, 264.0,82.0,33
13.6,0.0, 4.0, None,2020-08-12 07:30:00, 230.0,78.0,33
14.6,0.0, 3.2, None,2020-08-12 07:45:00, 205.0,71.0,33
14.9,0.0, 4.0, 0.0,2020-08-12 08:00:00, 212.0,70.0,33
15.1,0.0, 5.2, None,2020-08-12 08:15:00, 198.0,68.0,33
16.3,0.0, 4.3, None,2020-08-12 08:30:00, 156.0,64.0,33
16.9,0.0, 5.1, None,2020-08-12 08:45:00, 108.0,62.0,33
17.3,0.0, 6.2, 0.0,2020-08-12 09:00:00, 207.0,58.0,33
17.5,0.0, 5.6, None,2020-08-12 09:15:00, 150.0,57.0,33
18.0,0.0, 6.0, None,2020-08-12 09:30:00, 155.0,54.0,33
18.0,0.0, 5.5, None,2020-08-12 09:45:00, 258.0,53.0,33
18.0,0.0, 8.8, 0.0,2020-08-12 10:00:00, 178.0,54.0,33
18.2,0.0, 8.5, None,2020-08-12 10:15:00, 192.0,54.0,33
18.0,0.0, 10.7, None,2020-08-12 10:30:00, 201.0,53.0,33
18.6,0.0, 6.6, None,2020-08-12 10:45:00, 160.0,50.0,33
18.5,0.0, 10.1, 0.003,2020-08-12 11:00:00, 201.0,51.0,33
18.3,0.0, 9.6, None,2020-08-12 11:15:00, 152.0,49.0,33
19.1,0.0, 9.4, None,2020-08-12 11:30:00, 224.0,46.0,33
20.0,0.0, 8.5, None,2020-08-12 11:45:00, 225.0,45.0,33
17.9,0.0, 9.4, 0.001,2020-08-12 12:00:00, 220.0,50.0,33
17.8,0.0, 3.7, None,2020-08-12 12:15:00, 141.0,55.0,33
19.2,0.0, 6.6, None,2020-08-12 12:30:00, 55.0,50.0,33
18.5,0.0, 6.6, None,2020-08-12 12:45:00, 102.0,53.0,33
17.8,0.0, 5.1, 0.003,2020-08-12 13:00:00, 88.0,56.0,33
17.6,0.0, 6.3, None,2020-08-12 13:15:00, 45.0,56.0,33
17.6,0.0, 6.3, None,2020-08-12 13:30:00, 54.0,56.0,33
17.5,0.0, 6.1, None,2020-08-12 13:45:00, 50.0,56.0,33
17.7,0.0, 6.4, 0.004,2020-08-12 14:00:00, 24.0,53.0,33
18.0,0.0, 5.3, None,2020-08-12 14:15:00, 63.0,48.0,33
18.2,0.0, 3.3, None,2020-08-12 14:30:00, 94.0,50.0,33
18.4,0.0, 3.7, None,2020-08-12 14:45:00, 25.0,49.0,33
18.5,0.0, 3.9, 0.002,2020-08-12 15:00:00, 110.0,46.0,33
18.7,0.0, 5.2, None,2020-08-12 15:15:00, 133.0,41.0,33
18.9,0.0, 4.8, None,2020-08-12 15:30:00, 182.0,42.0,33
18.8,0.0, 4.6, None,2020-08-12 15:45:00, 194.0,42.0,33
18.9,0.0, 5.7, 0.003,2020-08-12 16:00:00, 198.0,41.0,33
19.0,0.0, 6.6, None,2020-08-12 16:15:00, 189.0,41.0,33
20.1,0.0, 6.2, None,2020-08-12 16:30:00, 135.0,39.0,33
19.3,0.0, 6.7, None,2020-08-12 16:45:00, 144.0,39.0,33
20.3,0.0, 4.8, 0.001,2020-08-12 17:00:00, 146.0,37.0,33
20.2,0.0, 6.1, None,2020-08-12 17:15:00, 135.0,37.0,33
20.3,0.0, 4.9, None,2020-08-12 17:30:00, 203.0,37.0,33
19.9,0.0, 6.3, None,2020-08-12 17:45:00, 229.0,37.0,33
19.5,0.0, 5.7, 0.0,2020-08-12 18:00:00, 208.0,37.0,33
19.0,0.0, 4.8, None,2020-08-12 18:15:00, 233.0,40.0,33
17.5,0.0, 4.1, None,2020-08-12 18:30:00, 241.0,40.0,33
16.5,0.0, 4.9, None,2020-08-12 18:45:00, 283.0,43.0,33
15.8,0.0, 2.5, 0.003,2020-08-12 19:00:00, 258.0,46.0,33
15.5,0.0, 3.3, None,2020-08-12 19:15:00, 259.0,50.0,33
14.4,0.0, 5.2, None,2020-08-12 19:30:00, 230.0,50.0,33
14.1,0.0, 3.1, None,2020-08-12 19:45:00, 258.0,54.0,33
13.5,0.0, 4.1, 0.003,2020-08-12 20:00:00, 233.0,59.0,33
13.1,0.0, 5.3, None,2020-08-12 20:15:00, 249.0,61.0,33
12.6,0.0, 4.8, None,2020-08-12 20:30:00, 228.0,63.0,33
12.2,0.0, 6.0, None,2020-08-12 20:45:00, 255.0,66.0,33
11.7,0.0, 6.3, 0.003,2020-08-12 21:00:00, 256.0,69.0,33
11.4,0.0, 5.7, None,2020-08-12 21:15:00, 257.0,70.0,33
11.4,0.0, 6.9, None,2020-08-12 21:30:00, 248.0,70.0,33
11.4,0.0, 6.6, None,2020-08-12 21:45:00, 263.0,71.0,33
11.2,0.0, 6.3, 0.003,2020-08-12 22:00:00, 259.0,71.0,33
10.7,0.0, 5.6, None,2020-08-12 22:15:00, 253.0,75.0,33
10.4,0.0, 5.8, None,2020-08-12 22:30:00, 248.0,77.0,33
9.9,0.0, 6.7, None,2020-08-12 22:45:00, 230.0,80.0,33
10.1,0.0, 6.9, 0.004,2020-08-12 23:00:00, 233.0,77.0,33
9.6,0.0, 6.7, None,2020-08-12 23:15:00, 237.0,79.0,33
10.0,0.0, 7.4, None,2020-08-12 23:30:00, 237.0,79.0,33
9.9,0.0, 8.2, None,2020-08-12 23:45:00, 239.0,73.0,33
9.8,0.0, 8.0, 0.003,2020-08-13 00:00:00, 223.0,75.0,33
9.6,0.0, 8.1, None,2020-08-13 00:15:00, 233.0,78.0,33
8.8,0.0, 5.7, None,2020-08-13 00:30:00, 234.0,85.0,33
8.6,0.0, 7.5, None,2020-08-13 00:45:00, 230.0,80.0,33
8.4,0.0, 7.3, 0.003,2020-08-13 01:00:00, 244.0,82.0,33
7.5,0.0, 7.1, None,2020-08-13 01:15:00, 248.0,85.0,33
7.5,0.0, 8.3, None,2020-08-13 01:30:00, 241.0,83.0,33
7.4,0.0, 7.6, None,2020-08-13 01:45:00, 242.0,81.0,33
7.5,0.0, 6.7, 0.005,2020-08-13 02:00:00, 236.0,83.0,33
7.7,0.0, 7.2, None,2020-08-13 02:15:00, 234.0,82.0,33
7.5,0.0, 7.3, None,2020-08-13 02:30:00, 234.0,84.0,33
6.3,0.0, 6.7, None,2020-08-13 02:45:00, 243.0,91.0,33
6.2,0.0, 7.0, 0.001,2020-08-13 03:00:00, 249.0,91.0,33
6.5,0.0, 7.4, None,2020-08-13 03:15:00, 252.0,89.0,33
6.2,0.0, 5.9, None,2020-08-13 03:30:00, 250.0,90.0,33
6.0,0.0, 6.6, None,2020-08-13 03:45:00, 237.0,92.0,33
