WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, None,87.2,2016-02-19 00:00:00,2.379,8
None, None, None,87.8,2016-02-19 01:00:00,1.825,8
None, None, None,91.8,2016-02-19 02:00:00,0.492,8
None, None, None,89.5,2016-02-19 03:00:00,0.819998,8
None, None, None,92.0,2016-02-19 04:00:00,-0.528998,8
None, None, None,93.7,2016-02-19 05:00:00,-0.017999,8
None, None, None,88.9,2016-02-19 06:00:00,1.103,8
None, None, None,88.9,2016-02-19 07:00:00,1.044,8
None, None, None,89.0,2016-02-19 08:00:00,0.936999,8
None, None, None,82.8,2016-02-19 09:00:00,2.069,8
None, None, None,77.03,2016-02-19 10:00:00,3.173,8
None, None, None,69.87,2016-02-19 11:00:00,4.669,8
None, None, None,64.74,2016-02-19 12:00:00,5.874,8
None, None, None,60.84,2016-02-19 13:00:00,6.718,8
None, None, None,57.17,2016-02-19 14:00:00,7.908,8
None, None, None,55.1,2016-02-19 15:00:00,8.12,8
None, None, None,55.48,2016-02-19 16:00:00,7.233,8
None, None, None,57.58,2016-02-19 17:00:00,6.388,8
None, None, None,61.46,2016-02-19 18:00:00,5.321,8
None, None, None,69.42,2016-02-19 19:00:00,3.781,8
None, None, None,76.87,2016-02-19 20:00:00,2.542,8
None, None, None,71.69,2016-02-19 21:00:00,3.838,8
None, None, None,74.15,2016-02-19 22:00:00,4.285,8
None, None, None,83.1,2016-02-19 23:00:00,3.674,8
None, None, None,89.7,2016-02-20 00:00:00,2.923,8
None, None, None,93.2,2016-02-20 01:00:00,2.157,8
None, None, None,95.5,2016-02-20 02:00:00,1.797,8
None, None, None,95.1,2016-02-20 03:00:00,2.057,8
None, None, None,83.1,2016-02-20 04:00:00,3.339,8
None, None, None,78.71,2016-02-20 05:00:00,3.545,8
None, None, None,75.07,2016-02-20 06:00:00,3.924,8
None, None, None,72.87,2016-02-20 07:00:00,3.513,8
None, None, None,68.25,2016-02-20 08:00:00,3.27,8
None, None, None,72.48,2016-02-20 09:00:00,2.866,8
None, None, None,62.29,2016-02-20 10:00:00,3.802,8
None, None, None,56.29,2016-02-20 11:00:00,4.198,8
None, None, None,51.75,2016-02-20 12:00:00,4.989,8
None, None, None,47.61,2016-02-20 13:00:00,5.837,8
None, None, None,40.06,2016-02-20 14:00:00,7.138,8
None, None, None,36.28,2016-02-20 15:00:00,7.659,8
None, None, None,32.63,2016-02-20 16:00:00,7.648,8
None, None, None,34.81,2016-02-20 17:00:00,6.573,8
None, None, None,49.95,2016-02-20 18:00:00,4.127,8
None, None, None,68.06,2016-02-20 19:00:00,0.708998,8
None, None, None,76.1,2016-02-20 20:00:00,-0.583998,8
None, None, None,80.4,2016-02-20 21:00:00,-1.129,8
None, None, None,83.6,2016-02-20 22:00:00,-1.958,8
None, None, None,85.3,2016-02-20 23:00:00,-2.73,8
None, None, None,87.4,2016-02-21 00:00:00,-3.137,8
None, None, None,89.9,2016-02-21 01:00:00,-3.754,8
None, None, None,90.6,2016-02-21 02:00:00,-4.684,8
None, None, None,91.6,2016-02-21 03:00:00,-5.063,8
None, None, None,92.1,2016-02-21 04:00:00,-5.603,8
None, None, None,92.4,2016-02-21 05:00:00,-5.97,8
None, None, None,93.8,2016-02-21 06:00:00,-6.095,8
None, None, None,94.4,2016-02-21 07:00:00,-5.902,8
None, None, None,93.7,2016-02-21 08:00:00,-5.835,8
None, None, None,94.0,2016-02-21 09:00:00,-5.403,8
None, None, None,94.6,2016-02-21 10:00:00,-4.457,8
None, None, None,95.4,2016-02-21 11:00:00,-2.085,8
