wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
346.0, 100.0, None, 0.0, -0.3, 2.6, -0.3, -0.5, 351.0, 0.0, 3.8, 100.0,2022-10-22 00:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, 100.0, 2.9, 0.0, -0.5, 3.7, -0.5, -0.5, 8.0, 0.0, 3.8, 99.0,2022-10-22 01:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0, 100.0, 2.6, 0.0, -0.5, 4.0, -0.5, -0.6, 346.0, 0.0, 3.8, 98.0,2022-10-22 02:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0, 99.0, 3.7, 0.0, -0.6, 6.0, -0.5, -0.6, 354.0, 0.0, 3.8, 97.0,2022-10-22 03:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.0, 98.0, None, 0.0, -0.9, 3.9, -0.6, -0.8, 5.0, 0.0, 3.8, 97.0,2022-10-22 04:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0, 97.0, None, 0.0, -1.0, 3.4, -0.6, -1.1, 352.0, 0.0, 3.8, 97.0,2022-10-22 05:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0, 97.0, 3.9, 0.0, -1.2, 2.1, -0.8, -1.0, 358.0, 0.0, 3.8, 97.0,2022-10-22 06:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0, 97.0, 3.4, 0.0, -1.5, 1.9, -1.1, -0.6, 35.0, 0.0, 3.8, 98.0,2022-10-22 07:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0, 97.0, 2.1, 0.0, -1.4, 5.5, -1.0, 0.2, 318.0, 0.0, 3.8, 93.0,2022-10-22 08:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0, 98.0, 1.9, 0.4, -0.9, 6.3, -0.6, 0.7, 76.0, 0.0, 3.8, 90.0,2022-10-22 09:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, 93.0, 5.5, 0.0, -0.8, 6.6, 0.2, 0.8, 342.0, 0.0, 3.0, 90.0,2022-10-22 10:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0, 90.0, 6.3, 0.0, -0.8, 6.9, 0.7, 1.4, 340.0, 0.4, 2.4, 89.0,2022-10-22 11:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.0, 90.0, 6.6, 0.0, -0.7, 6.9, 0.8, 2.8, 335.0, 0.0, 1.4, 81.0,2022-10-22 12:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346.0, 89.0, 6.9, 0.0, -0.2, 7.6, 1.4, 2.2, 335.0, 0.0, 1.0, 81.0,2022-10-22 13:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355.0, 81.0, 6.9, 0.0, -0.1, 5.8, 2.8, 2.9, 328.0, 0.0, 0.8, 78.0,2022-10-22 14:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352.0, 81.0, 7.6, 0.0, -0.7, 5.6, 2.2, 2.7, 346.0, 0.0, 0.8, 75.0,2022-10-22 15:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0, 78.0, 5.8, 0.0, -0.6, 3.0, 2.9, -0.4, 355.0, 0.0, 0.8, 93.0,2022-10-22 16:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0, 75.0, 5.6, 0.0, -1.3, 3.1, 2.7, -1.3, 352.0, 0.0, 0.6, 98.0,2022-10-22 17:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0, 93.0, None, 0.0, -1.4, 3.4, -0.4, -1.3, 34.0, 0.0, 0.6, 96.0,2022-10-22 18:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0, 98.0, 3.1, 0.0, -1.6, 6.0, -1.3, 0.3, 7.0, 0.0, 0.4, 88.0,2022-10-22 19:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0, 96.0, 3.4, 0.0, -1.9, 2.9, -1.3, -0.2, 24.0, 0.0, 0.4, 91.0,2022-10-22 20:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0, 88.0, None, 0.0, -1.5, 2.4, 0.3, -0.9, 15.0, 0.0, 0.4, 93.0,2022-10-22 21:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0, 91.0, 2.9, 0.0, -1.5, 3.7, -0.2, -1.2, 49.0, 0.0, 0.4, 97.0,2022-10-22 22:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, 93.0, 2.4, None, -1.9, None, -0.9, None, 24.0, 0.0, 0.4, None,2022-10-22 23:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0, 97.0, 3.7, 0.0, -1.6, 3.1, -1.2, -0.6, 54.0, 0.0, 0.4, 94.0,2022-10-23 00:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0, 96.0, 2.8, 0.0, -2.0, 3.4, -1.4, -0.4, 35.0, 0.0, 0.4, 89.0,2022-10-23 01:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0, 94.0, 3.1, 0.0, -1.4, 2.0, -0.6, -0.5, 54.0, 0.0, 0.4, 89.0,2022-10-23 02:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0, 89.0, 3.4, 0.0, -2.0, 0.0, -0.4, -0.7, 39.0, 0.0, 0.4, 92.0,2022-10-23 03:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0, 89.0, None, 0.0, -2.1, 1.6, -0.5, -0.8, 33.0, 0.0, 0.4, 92.0,2022-10-23 04:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0, 92.0, None, 0.0, -1.8, 2.1, -0.7, -0.7, 20.0, 0.0, 0.4, 93.0,2022-10-23 05:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, 92.0, 1.6, 0.0, -1.9, 2.1, -0.8, -0.5, 32.0, 0.0, 0.4, 87.0,2022-10-23 06:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354.0, 93.0, 2.1, 0.0, -1.7, 4.0, -0.7, 0.1, 35.0, 0.0, 0.4, 83.0,2022-10-23 07:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0, 87.0, 2.1, 0.0, -2.4, 5.7, -0.5, 0.8, 344.0, 0.0, 0.4, 79.0,2022-10-23 08:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0, 83.0, None, 0.0, -2.4, 3.8, 0.1, 1.0, 354.0, 0.0, 0.4, 80.0,2022-10-23 09:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, 79.0, 5.7, 0.0, -2.4, 4.6, 0.8, 3.6, 344.0, 0.0, 0.4, 68.0,2022-10-23 10:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, 80.0, 3.8, 0.0, -2.1, 8.2, 1.0, 5.8, 329.0, 0.0, 0.0, 59.0,2022-10-23 11:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0, 68.0, 4.6, 0.0, -1.7, 5.3, 3.6, 6.2, 29.0, 0.0, 0.0, 56.0,2022-10-23 12:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0, None, None, 0.0, None, 4.2, None, 6.5, None, None, None, 51.0,2022-10-23 13:00:00,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
