time,tasmin,tasmax,pcp,week_of_year
2017-06-18,-0.5,17.9,1.5,25
2017-06-19,6.6,13.4,13.5,25
2017-06-20,4.3,8.9,1.9,25
2017-06-21,3.8,9.9,1.9,25
2017-06-22,1.5,15.4,0.0,25
2017-06-23,1.1,19.6,0.0,25
2017-06-24,3.5,20.6,0.0,25
