wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
355.0, None, None,0.0, None,7.4, None,-11.5, None, None, None,63.0,2019-01-29 00:00:00,5,,,,,,,,,,,
348.0, None, None,0.0, None,8.8, None,-11.9, None, None, None,61.0,2019-01-29 01:00:00,5,,,,,,,,,,,
348.0, None, None,0.0, None,7.1, None,-12.5, None, None, None,64.0,2019-01-29 02:00:00,5,,,,,,,,,,,
347.0, None, None,0.0, None,7.8, None,-12.3, None, None, None,61.0,2019-01-29 03:00:00,5,,,,,,,,,,,
348.0, None, None,0.0, None,8.2, None,-12.7, None, None, None,62.0,2019-01-29 04:00:00,5,,,,,,,,,,,
347.0, None, None,0.0, None,8.9, None,-12.3, None, None, None,58.0,2019-01-29 05:00:00,5,,,,,,,,,,,
346.0, None, None,0.0, None,8.4, None,-12.6, None, None, None,54.0,2019-01-29 06:00:00,5,,,,,,,,,,,
348.0, None, None,0.0, None,6.7, None,-12.2, None, None, None,55.0,2019-01-29 07:00:00,5,,,,,,,,,,,
355.0, None, None,0.0, None,4.2, None,-8.6, None, None, None,50.0,2019-01-29 08:00:00,5,,,,,,,,,,,
10.0, None, None,0.0, None,3.0, None,-7.1, None, None, None,59.0,2019-01-29 09:00:00,5,,,,,,,,,,,
5.0, None, None,0.0, None,1.7, None,-5.6, None, None, None,61.0,2019-01-29 10:00:00,5,,,,,,,,,,,
162.0, None, None,0.0, None,5.2, None,-1.3, None, None, None,45.0,2019-01-29 11:00:00,5,,,,,,,,,,,
0.0, None, None,0.0, None,4.0, None,-0.9, None, None, None,49.0,2019-01-29 12:00:00,5,,,,,,,,,,,
127.0, None, None,0.0, None,4.5, None,-0.9, None, None, None,40.0,2019-01-29 13:00:00,5,,,,,,,,,,,
333.0, None, None,0.0, None,5.3, None,-2.9, None, None, None,36.0,2019-01-29 14:00:00,5,,,,,,,,,,,
350.0, None, None,0.0, None,4.2, None,-5.9, None, None, None,37.0,2019-01-29 15:00:00,5,,,,,,,,,,,
347.0, None, None,0.0, None,6.6, None,-8.4, None, None, None,47.0,2019-01-29 16:00:00,5,,,,,,,,,,,
350.0, None, None,0.0, None,8.5, None,-9.2, None, None, None,50.0,2019-01-29 17:00:00,5,,,,,,,,,,,
354.0, None, None,0.0, None,9.3, None,-9.3, None, None, None,50.0,2019-01-29 18:00:00,5,,,,,,,,,,,
354.0, None, None,0.0, None,7.7, None,-9.9, None, None, None,52.0,2019-01-29 19:00:00,5,,,,,,,,,,,
358.0, None, None,0.0, None,12.0, None,-9.3, None, None, None,59.0,2019-01-29 20:00:00,5,,,,,,,,,,,
355.0, None, None,0.0, None,10.3, None,-9.5, None, None, None,62.0,2019-01-29 21:00:00,5,,,,,,,,,,,
353.0, None, None,0.0, None,11.8, None,-9.1, None, None, None,63.0,2019-01-29 22:00:00,5,,,,,,,,,,,
356.0, None, None,0.0, None,9.9, None,-10.0, None, None, None,63.0,2019-01-29 23:00:00,5,,,,,,,,,,,
1.0, None, None,0.0, None,9.6, None,-10.2, None, None, None,61.0,2019-01-30 00:00:00,5,,,,,,,,,,,
359.0, None, None,0.0, None,5.9, None,-9.2, None, None, None,60.0,2019-01-30 01:00:00,5,,,,,,,,,,,
12.0, None, None,0.0, None,4.5, None,-7.9, None, None, None,65.0,2019-01-30 02:00:00,5,,,,,,,,,,,
311.0, None, None,0.0, None,4.7, None,-7.8, None, None, None,70.0,2019-01-30 03:00:00,5,,,,,,,,,,,
339.0, None, None,0.0, None,2.8, None,-8.3, None, None, None,70.0,2019-01-30 04:00:00,5,,,,,,,,,,,
22.0, None, None,0.0, None,6.7, None,-7.3, None, None, None,73.0,2019-01-30 05:00:00,5,,,,,,,,,,,
2.0, None, None,0.0, None,3.5, None,-7.3, None, None, None,74.0,2019-01-30 06:00:00,5,,,,,,,,,,,
22.0, None, None,0.0, None,6.0, None,-6.5, None, None, None,70.0,2019-01-30 07:00:00,5,,,,,,,,,,,
140.0, None, None,0.0, None,2.8, None,-5.3, None, None, None,68.0,2019-01-30 08:00:00,5,,,,,,,,,,,
158.0, None, None,0.0, None,3.6, None,-4.3, None, None, None,67.0,2019-01-30 09:00:00,5,,,,,,,,,,,
143.0, None, None,0.0, None,2.8, None,-3.6, None, None, None,64.0,2019-01-30 10:00:00,5,,,,,,,,,,,
118.0, None, None,0.0, None,3.7, None,-1.6, None, None, None,58.0,2019-01-30 11:00:00,5,,,,,,,,,,,
113.0, None, None,0.0, None,2.8, None,-2.2, None, None, None,61.0,2019-01-30 12:00:00,5,,,,,,,,,,,
129.0, None, None,0.0, None,2.5, None,-1.8, None, None, None,59.0,2019-01-30 13:00:00,5,,,,,,,,,,,
146.0, None, None,0.0, None,6.5, None,-2.2, None, None, None,60.0,2019-01-30 14:00:00,5,,,,,,,,,,,
104.0, None, None,0.0, None,3.6, None,-3.6, None, None, None,67.0,2019-01-30 15:00:00,5,,,,,,,,,,,
119.0, None, None,0.0, None,2.6, None,-5.3, None, None, None,73.0,2019-01-30 16:00:00,5,,,,,,,,,,,
160.0, None, None,0.0, None,2.0, None,-5.5, None, None, None,76.0,2019-01-30 17:00:00,5,,,,,,,,,,,
132.0, None, None,0.0, None,1.9, None,-5.2, None, None, None,75.0,2019-01-30 18:00:00,5,,,,,,,,,,,
94.0, None, None,0.0, None,2.8, None,-5.5, None, None, None,78.0,2019-01-30 19:00:00,5,,,,,,,,,,,
91.0, None, None,0.0, None,1.9, None,-5.9, None, None, None,80.0,2019-01-30 20:00:00,5,,,,,,,,,,,
337.0, None, None,0.0, None,2.1, None,-5.7, None, None, None,79.0,2019-01-30 21:00:00,5,,,,,,,,,,,
