pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 5.2, 5.167, 5.2, 509.0, 0.0, 14.1, None, -4.435,2022-05-14 00:00:00, -4.0, None,20
None, 3.8, 3.807, 3.8, 509.0, 0.0, 14.1, None, -4.522,2022-05-14 01:00:00, -5.0, None,20
None, 2.9, 2.915, 2.9, 509.0, 2.0, 14.1, None, -3.514,2022-05-14 02:00:00, -4.0, None,20
None, 2.7, 2.652, 2.7, 509.0, 0.0, 14.1, None, -3.42,2022-05-14 03:00:00, -3.0, None,20
None, 2.5, 2.503, 2.5, 509.0, 1.0, 14.1, None, -2.97,2022-05-14 04:00:00, -3.0, None,20
None, 2.4, 2.438, 2.5, 509.3, 1.0, 14.1, None, -2.458,2022-05-14 05:00:00, -2.0, None,20
None, 2.5, 2.525, 2.4, 509.8, 1.0, 14.1, None, -2.024,2022-05-14 06:00:00, -2.0, None,20
None, 5.5, 5.533, 2.5, 509.1, -1.0, 5.4, None, -3.185,2022-05-14 07:00:00, -3.0, None,20
None, 11.7, 11.7, 2.5, 509.0, -2.0, 11.6, None, None,2022-05-14 08:00:00, -6.0, None,20
None, 14.5, 14.49, 2.5, 509.0, 0.0, 14.5, None, None,2022-05-14 09:00:00, -6.0, None,20
None, 16.8, 16.84, 2.5, 509.0, 0.0, 16.8, None, None,2022-05-14 10:00:00, -6.0, None,20
None, 19.0, 19.0, 2.5, 509.0, -1.0, 19.0, None, None,2022-05-14 11:00:00, -7.0, None,20
None, 18.7, 18.71, 2.5, 508.9, 2.0, 19.0, None, None,2022-05-14 12:00:00, -6.0, None,20
None, 18.8, 18.77, 2.5, 508.9, 0.0, 19.0, None, None,2022-05-14 13:00:00, -6.0, None,20
None, 18.6, 18.57, 2.5, 508.4, 2.0, 19.0, None, -4.828,2022-05-14 14:00:00, -5.0, None,20
None, 18.8, 18.84, 2.5, 508.2, 1.0, 19.0, None, -4.541,2022-05-14 15:00:00, -5.0, None,20
None, 19.0, 18.97, 2.5, 508.0, 0.0, 19.0, None, -4.879,2022-05-14 16:00:00, -5.0, None,20
None, 18.2, 18.15, 2.5, 508.0, 2.0, 19.0, None, -3.756,2022-05-14 17:00:00, -4.0, None,20
None, 17.0, 17.01, 2.5, 508.0, -1.0, 19.0, None, -4.55,2022-05-14 18:00:00, -5.0, None,20
None, 16.3, 16.3, 16.3, 508.0, -1.0, 17.0, None, None,2022-05-14 19:00:00, -5.0, None,20
