WDIR_VECT,TEMP_MEAN,WSPD_SCLR,time,avg_air_temp_pst1hr,week_of_year
158.5, None, None,2021-09-24 00:00:00, None,39
159.1, None, None,2021-09-24 01:00:00, None,39
165.7, None, None,2021-09-24 02:00:00, None,39
187.2, None, None,2021-09-24 03:00:00, None,39
157.4, None, None,2021-09-24 04:00:00, None,39
157.2, None, None,2021-09-24 05:00:00, None,39
149.6, None, None,2021-09-24 06:00:00, None,39
154.2, None, None,2021-09-24 07:00:00, None,39
135.1, None, None,2021-09-24 08:00:00, None,39
155.0, None, None,2021-09-24 09:00:00, None,39
141.9, None, None,2021-09-24 10:00:00, None,39
151.5, None, None,2021-09-24 11:00:00, None,39
159.5, None, None,2021-09-24 12:00:00, None,39
150.6, None, None,2021-09-24 13:00:00, None,39
144.1, None, None,2021-09-24 14:00:00, None,39
143.9, None, None,2021-09-24 15:00:00, None,39
154.0, None, None,2021-09-24 16:00:00, None,39
145.8, None, None,2021-09-24 17:00:00, None,39
137.9, None, None,2021-09-24 18:00:00, None,39
122.9, None, None,2021-09-24 19:00:00, None,39
122.3, None, None,2021-09-24 20:00:00, None,39
185.0, None, None,2021-09-24 21:00:00, None,39
133.5, None, None,2021-09-24 22:00:00, None,39
128.8, None, None,2021-09-24 23:00:00, None,39
144.4, None, None,2021-09-25 00:00:00, None,39
140.0, None, None,2021-09-25 01:00:00, None,39
137.2, None, None,2021-09-25 02:00:00, None,39
157.3, None, None,2021-09-25 03:00:00, None,39
166.4, None, None,2021-09-25 04:00:00, None,39
174.7, None, None,2021-09-25 05:00:00, None,39
133.5, None, None,2021-09-25 06:00:00, None,39
159.4, None, None,2021-09-25 07:00:00, None,39
167.5, None, None,2021-09-25 08:00:00, None,39
110.8, None, None,2021-09-25 09:00:00, None,39
129.0, None, None,2021-09-25 10:00:00, None,39
143.0, None, None,2021-09-25 11:00:00, None,39
136.1, None, None,2021-09-25 12:00:00, None,39
148.2, None, None,2021-09-25 13:00:00, None,39
155.6, None, None,2021-09-25 14:00:00, None,39
151.9, None, None,2021-09-25 15:00:00, None,39
149.0, None, None,2021-09-25 16:00:00, None,39
151.8, None, None,2021-09-25 17:00:00, None,39
154.1, None, None,2021-09-25 18:00:00, None,39
137.7, None, None,2021-09-25 19:00:00, None,39
139.6, None, None,2021-09-25 20:00:00, None,39
150.4, None, None,2021-09-25 21:00:00, None,39
147.7, None, None,2021-09-25 22:00:00, None,39
155.7, None, None,2021-09-25 23:00:00, None,39
142.0, None, None,2021-09-26 00:00:00, None,39
92.4, None, None,2021-09-26 01:00:00, None,39
0.0, None, None,2021-09-26 02:00:00, None,39
344.7, None, None,2021-09-26 03:00:00, None,39
343.1, None, None,2021-09-26 04:00:00, None,39
0.0, None, None,2021-09-26 05:00:00, None,39
28.5, None, None,2021-09-26 06:00:00, None,39
304.9, None, None,2021-09-26 07:00:00, None,39
299.3, None, None,2021-09-26 08:00:00, None,39
318.9, None, None,2021-09-26 09:00:00, None,39
154.6, None, None,2021-09-26 10:00:00, None,39
153.8, None, None,2021-09-26 11:00:00, None,39
150.7, None, None,2021-09-26 12:00:00, None,39
164.2, None, None,2021-09-26 13:00:00, None,39
153.0, None, None,2021-09-26 14:00:00, None,39
33.7, None, None,2021-09-26 15:00:00, None,39
0.0, None, None,2021-09-26 16:00:00, None,39
0.0, None, None,2021-09-26 17:00:00, None,39
0.0, None, None,2021-09-26 18:00:00, None,39
0.0, None, None,2021-09-26 19:00:00, None,39
0.0, None, None,2021-09-26 20:00:00, None,39
276.1, None, None,2021-09-26 21:00:00, None,39
324.6, None, None,2021-09-26 22:00:00, None,39
305.3, None, None,2021-09-26 23:00:00, None,39
254.4, None, None,2021-09-27 00:00:00, None,39
161.6, None, None,2021-09-27 01:00:00, None,39
141.0, None, None,2021-09-27 02:00:00, None,39
223.6, None, None,2021-09-27 03:00:00, None,39
300.7, None, None,2021-09-27 04:00:00, None,39
173.1, None, None,2021-09-27 05:00:00, None,39
312.8, None, None,2021-09-27 06:00:00, None,39
0.0, None, None,2021-09-27 07:00:00, None,39
0.0, None, None,2021-09-27 08:00:00, None,39
0.0, None, None,2021-09-27 09:00:00, None,39
137.6, None, None,2021-09-27 10:00:00, None,39
9.6, None, None,2021-09-27 11:00:00, None,39
321.6, None, None,2021-09-27 12:00:00, None,39
23.0, None, None,2021-09-27 13:00:00, None,39
65.5, None, None,2021-09-27 14:00:00, None,39
177.2, None, None,2021-09-27 15:00:00, None,39
150.3, None, None,2021-09-27 16:00:00, None,39
177.6, None, None,2021-09-27 17:00:00, None,39
115.1, None, None,2021-09-27 18:00:00, None,39
0.0, None, None,2021-09-27 19:00:00, None,39
182.3, None, None,2021-09-27 20:00:00, None,39
219.9, None, None,2021-09-27 21:00:00, None,39
272.8, None, None,2021-09-27 22:00:00, None,39
254.1, None, None,2021-09-27 23:00:00, None,39
173.7, None, None,2021-09-28 00:00:00, None,39
152.4, None, None,2021-09-28 01:00:00, None,39
175.8, None, None,2021-09-28 02:00:00, None,39
183.0, None, None,2021-09-28 03:00:00, None,39
189.6, None, None,2021-09-28 04:00:00, None,39
199.4, None, None,2021-09-28 05:00:00, None,39
183.8, None, None,2021-09-28 06:00:00, None,39
192.1, None, None,2021-09-28 07:00:00, None,39
188.3, None, None,2021-09-28 08:00:00, None,39
189.3, None, None,2021-09-28 09:00:00, None,39
198.0, None, None,2021-09-28 10:00:00, None,39
165.7, None, None,2021-09-28 11:00:00, None,39
161.7, None, None,2021-09-28 12:00:00, None,39
160.9, None, None,2021-09-28 13:00:00, None,39
181.8, None, None,2021-09-28 14:00:00, None,39
188.2, None, None,2021-09-28 15:00:00, None,39
202.6, None, None,2021-09-28 16:00:00, None,39
225.5, None, None,2021-09-28 17:00:00, None,39
177.3, None, None,2021-09-28 18:00:00, None,39
190.2, None, None,2021-09-28 19:00:00, None,39
197.9, None, None,2021-09-28 20:00:00, None,39
297.0, None, None,2021-09-28 21:00:00, None,39
294.7, None, None,2021-09-28 22:00:00, None,39
318.4, None, None,2021-09-28 23:00:00, None,39
9.3, None, None,2021-09-29 00:00:00, None,39
333.2, None, None,2021-09-29 01:00:00, None,39
99.2, None, None,2021-09-29 02:00:00, None,39
65.0, None, None,2021-09-29 03:00:00, None,39
27.1, None, None,2021-09-29 04:00:00, None,39
43.4, None, None,2021-09-29 05:00:00, None,39
54.4, None, None,2021-09-29 06:00:00, None,39
22.1, None, None,2021-09-29 07:00:00, None,39
326.9, None, None,2021-09-29 08:00:00, None,39
77.4, None, None,2021-09-29 09:00:00, None,39
57.7, None, None,2021-09-29 10:00:00, None,39
321.9, None, None,2021-09-29 11:00:00, None,39
178.0, None, None,2021-09-29 12:00:00, None,39
150.4, None, None,2021-09-29 13:00:00, None,39
149.8, None, None,2021-09-29 14:00:00, None,39
161.8, None, None,2021-09-29 15:00:00, None,39
113.9, None, None,2021-09-29 16:00:00, None,39
344.2, None, None,2021-09-29 17:00:00, None,39
22.2, None, None,2021-09-29 18:00:00, None,39
302.6, None, None,2021-09-29 19:00:00, None,39
295.8, None, None,2021-09-29 20:00:00, None,39
351.9, None, None,2021-09-29 21:00:00, None,39
185.4, None, None,2021-09-29 22:00:00, None,39
181.1, None, None,2021-09-29 23:00:00, None,39
148.3, None, None,2021-09-30 00:00:00, None,39
142.9, None, None,2021-09-30 01:00:00, None,39
119.7, None, None,2021-09-30 02:00:00, None,39
71.5, None, None,2021-09-30 03:00:00, None,39
192.1, None, None,2021-09-30 04:00:00, None,39
179.6, None, None,2021-09-30 05:00:00, None,39
180.1, None, None,2021-09-30 06:00:00, None,39
177.6, None, None,2021-09-30 07:00:00, None,39
172.6, None, None,2021-09-30 08:00:00, None,39
178.1, None, None,2021-09-30 09:00:00, None,39
173.2, None, None,2021-09-30 10:00:00, None,39
172.2, None, None,2021-09-30 11:00:00, None,39
171.2, None, None,2021-09-30 12:00:00, None,39
168.2, None, None,2021-09-30 13:00:00, None,39
167.2, None, None,2021-09-30 14:00:00, None,39
174.0, None, None,2021-09-30 15:00:00, None,39
170.8, None, None,2021-09-30 16:00:00, None,39
178.4, None, None,2021-09-30 17:00:00, None,39
193.7, None, None,2021-09-30 18:00:00, None,39
181.4, None, None,2021-09-30 19:00:00, None,39
171.9, None, None,2021-09-30 20:00:00, None,39
180.5, None, None,2021-09-30 21:00:00, None,39
187.0, None, None,2021-09-30 22:00:00, None,39
183.2, None, None,2021-09-30 23:00:00, None,39
