pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,-0.272,80.3, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-02 00:00:00, None,-0.695, None,14
None,0.844,65.09, None, None, None, None, None, None, None, -5.0, None, None, None,2018-04-02 01:00:00, None,-0.628, None,14
None,0.504,67.45, None, None, None, None, None, None, None, -5.0, None, None, None,2018-04-02 02:00:00, None,-0.755, None,14
None,0.511,63.2, None, None, None, None, None, None, None, -6.0, None, None, None,2018-04-02 03:00:00, None,-0.655, None,14
None,-0.406,71.0, None, None, None, None, None, None, None, -4.0, None, None, None,2018-04-02 04:00:00, None,-0.679, None,14
None,-0.066,64.28, None, None, None, None, None, None, None, -5.0, None, None, None,2018-04-02 05:00:00, None,-0.649, None,14
None,-0.305,64.08, None, None, None, None, None, None, None, -6.0, None, None, None,2018-04-02 06:00:00, None,-0.665, None,14
None,-0.875,66.79, None, None, None, None, None, None, None, -6.0, None, None, None,2018-04-02 07:00:00, None,-0.639, None,14
None,-0.055,60.18, None, None, None, None, None, None, None, -6.0, None, None, None,2018-04-02 08:00:00, None,-0.685, None,14
None,0.791,53.08, None, None, None, None, None, None, None, -8.0, None, None, None,2018-04-02 09:00:00, None,-0.72, None,14
None,2.212,47.8, None, None, None, None, None, None, None, -8.0, None, None, None,2018-04-02 10:00:00, None,-0.753, None,14
None,3.562,41.87, None, None, None, None, None, None, None, -8.0, None, None, None,2018-04-02 11:00:00, None,-0.704, None,14
None,6.237,32.89, None, None, None, None, None, None, None, -9.0, None, None, None,2018-04-02 12:00:00, None,-0.728, None,14
None,5.005,41.3, None, None, None, None, None, None, None, -7.0, None, None, None,2018-04-02 13:00:00, None,-0.593, None,14
None,6.311,41.57, None, None, None, None, None, None, None, -6.0, None, None, None,2018-04-02 14:00:00, None,-0.465, None,14
None,7.06,36.6, None, None, None, None, None, None, None, -7.0, None, None, None,2018-04-02 15:00:00, None,-0.618, None,14
None,6.333,43.34, None, None, None, None, None, None, None, -5.0, None, None, None,2018-04-02 16:00:00, None,-0.627, None,14
None,6.236,44.68, None, None, None, None, None, None, None, -5.0, None, None, None,2018-04-02 17:00:00, None,-0.649, None,14
None,5.294,57.37, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-02 18:00:00, None,-0.617, None,14
None,4.382,65.4, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-02 19:00:00, None,-0.607, None,14
None,3.466,75.1, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-02 20:00:00, None,-0.609, None,14
None,3.084,80.1, None, None, None, None, None, None, None, None, None, None, None,2018-04-02 21:00:00, None,-0.699, None,14
None,2.405,85.6, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-02 22:00:00, None,-0.615, None,14
None,2.276,87.1, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-02 23:00:00, None,-0.661, None,14
None,1.989,89.8, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-03 00:00:00, None,-0.688, None,14
None,1.849,92.2, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-03 01:00:00, None,-0.596, None,14
None,1.702,93.3, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-03 02:00:00, None,-0.625, None,14
None,1.555,93.8, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-03 03:00:00, None,-0.592, None,14
None,1.314,94.6, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-03 04:00:00, None,-0.635, None,14
None,1.127,95.0, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-03 05:00:00, None,-0.599, None,14
None,0.934,95.4, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-03 06:00:00, None,-0.656, None,14
None,0.5,95.8, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-03 07:00:00, None,-0.564, None,14
None,0.452,96.3, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-03 08:00:00, None,-0.606, None,14
None,0.596,96.4, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-03 09:00:00, None,-0.582, None,14
None,0.645,96.6, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-03 10:00:00, None,-0.593, None,14
None,1.079,96.5, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-03 11:00:00, None,-0.588, None,14
None,1.594,96.0, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-03 12:00:00, None,-0.56, None,14
None,2.272,95.3, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 13:00:00, None,-0.562, None,14
None,2.791,93.5, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 14:00:00, None,-0.464, None,14
None,3.033,93.3, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 15:00:00, None,-0.492, None,14
None,3.322,91.2, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 16:00:00, None,-0.477, None,14
None,3.61,89.6, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 17:00:00, None,-0.487, None,14
None,3.997,89.7, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 18:00:00, None,-0.524, None,14
None,3.707,90.3, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 19:00:00, None,-0.591, None,14
None,3.176,93.4, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 20:00:00, None,-0.551, None,14
None,2.84,94.0, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 21:00:00, None,-0.563, None,14
None,2.51,93.9, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 22:00:00, None,-0.602, None,14
None,2.423,95.2, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-03 23:00:00, None,-0.574, None,14
None,2.227,95.6, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-04 00:00:00, None,-0.635, None,14
None,1.846,96.0, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 01:00:00, None,-0.593, None,14
None,2.136,96.2, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-04 02:00:00, None,-0.613, None,14
None,2.187,96.2, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-04 03:00:00, None,-0.623, None,14
None,1.994,96.6, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-04 04:00:00, None,-0.589, None,14
None,1.745,96.6, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 05:00:00, None,-0.534, None,14
None,1.704,96.8, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 06:00:00, None,-0.527, None,14
None,1.847,97.0, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 07:00:00, None,-0.546, None,14
None,1.995,96.2, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 08:00:00, None,-0.5, None,14
None,2.81,91.4, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-04 09:00:00, None,-0.497, None,14
None,4.289,83.1, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-04 10:00:00, None,-0.544, None,14
None,5.484,72.7, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 11:00:00, None,-0.577, None,14
None,6.767,59.24, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-04 12:00:00, None,-0.59, None,14
None,7.85,55.18, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-04 13:00:00, None,-0.525, None,14
None,8.96,48.85, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-04 14:00:00, None,-0.586, None,14
None,9.87,46.96, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-04 15:00:00, None,-0.581, None,14
None,9.73,51.81, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-04 16:00:00, None,-0.672, None,14
None,8.91,58.95, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 17:00:00, None,-0.73, None,14
None,7.51,66.3, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-04 18:00:00, None,-0.642, None,14
None,7.59,63.89, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 19:00:00, None,-0.763, None,14
None,6.493,66.67, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 20:00:00, None,-0.548, None,14
None,5.636,72.9, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 21:00:00, None,-0.67, None,14
None,4.044,83.3, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-04 22:00:00, None,-0.463, None,14
None,5.251,69.71, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-04 23:00:00, None,-0.698, None,14
None,5.54,63.31, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-05 00:00:00, None,-0.712, None,14
None,3.321,83.5, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-05 01:00:00, None,-0.631, None,14
None,3.949,75.8, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-05 02:00:00, None,-0.535, None,14
None,4.582,69.58, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-05 03:00:00, None,-0.629, None,14
None,5.927,49.42, None, None, None, None, None, None, None, -4.0, None, None, None,2018-04-05 04:00:00, None,-0.642, None,14
None,6.938,38.29, None, None, None, None, None, None, None, -6.0, None, None, None,2018-04-05 05:00:00, None,-0.671, None,14
None,5.926,46.11, None, None, None, None, None, None, None, -5.0, None, None, None,2018-04-05 06:00:00, None,-0.677, None,14
None,5.057,51.31, None, None, None, None, None, None, None, -4.0, None, None, None,2018-04-05 07:00:00, None,-0.663, None,14
None,4.623,54.54, None, None, None, None, None, None, None, -4.0, None, None, None,2018-04-05 08:00:00, None,-0.657, None,14
None,4.334,58.18, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-05 09:00:00, None,-0.588, None,14
None,3.417,67.28, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-05 10:00:00, None,-0.595, None,14
None,2.502,78.7, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-05 11:00:00, None,-0.6, None,14
None,2.852,76.2, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-05 12:00:00, None,-0.565, None,14
None,4.295,62.98, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-05 13:00:00, None,-0.588, None,14
None,4.72,57.78, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-05 14:00:00, None,-0.579, None,14
None,4.671,59.6, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-05 15:00:00, None,-0.601, None,14
None,4.671,60.61, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-05 16:00:00, None,-0.587, None,14
None,5.443,53.26, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-05 17:00:00, None,-0.544, None,14
None,5.974,49.49, None, None, None, None, None, None, None, -4.0, None, None, None,2018-04-05 18:00:00, None,-0.629, None,14
None,5.636,52.18, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-05 19:00:00, None,-0.595, None,14
None,4.72,60.88, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-05 20:00:00, None,-0.609, None,14
None,4.286,65.06, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-05 21:00:00, None,-0.576, None,14
None,4.961,60.48, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-05 22:00:00, None,-0.6, None,14
None,4.623,65.53, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-05 23:00:00, None,-0.619, None,14
None,4.527,64.86, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-06 00:00:00, None,-0.636, None,14
None,4.915,60.68, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 01:00:00, None,-0.623, None,14
None,5.059,58.93, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 02:00:00, None,-0.647, None,14
None,4.768,61.62, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 03:00:00, None,-0.577, None,14
None,4.189,66.14, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 04:00:00, None,-0.593, None,14
None,4.431,63.91, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 05:00:00, None,-0.618, None,14
None,4.674,59.2, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-06 06:00:00, None,-0.596, None,14
None,4.532,55.76, None, None, None, None, None, None, None, -4.0, None, None, None,2018-04-06 07:00:00, None,-0.64, None,14
None,4.865,57.37, None, None, None, None, None, None, None, -3.0, None, None, None,2018-04-06 08:00:00, None,-0.612, None,14
None,5.106,58.52, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 09:00:00, None,-0.562, None,14
None,5.733,56.09, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 10:00:00, None,-0.57, None,14
None,6.791,52.25, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 11:00:00, None,-0.61, None,14
None,7.54,49.34, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 12:00:00, None,-0.558, None,14
None,8.26,48.46, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 13:00:00, None,-0.534, None,14
None,8.98,47.04, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 14:00:00, None,-0.535, None,14
None,9.6,47.71, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-06 15:00:00, None,-0.496, None,14
None,9.6,49.4, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-06 16:00:00, None,-0.535, None,14
None,9.93,48.11, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-06 17:00:00, None,-0.566, None,14
None,10.51,47.84, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-06 18:00:00, None,-0.571, None,14
None,9.27,53.58, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-06 19:00:00, None,-0.586, None,14
None,8.31,55.33, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-06 20:00:00, None,-0.646, None,14
None,5.967,69.71, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-06 21:00:00, None,-0.577, None,14
None,6.311,61.15, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-06 22:00:00, None,-0.619, None,14
None,6.552,56.16, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-06 23:00:00, None,-0.611, None,14
None,6.697,54.14, None, None, None, None, None, None, None, -2.0, None, None, None,2018-04-07 00:00:00, None,-0.637, None,14
None,5.877,61.28, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-07 01:00:00, None,-0.648, None,14
None,5.636,60.88, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-07 02:00:00, None,-0.627, None,14
None,5.974,60.34, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-07 03:00:00, None,-0.599, None,14
None,5.54,62.03, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-07 04:00:00, None,-0.584, None,14
None,5.347,66.48, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-07 05:00:00, None,-0.727, None,14
None,6.167,61.89, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-07 06:00:00, None,-0.666, None,14
None,7.18,56.43, None, None, None, None, None, None, None, -1.0, None, None, None,2018-04-07 07:00:00, None,-0.668, None,14
None,7.18,59.94, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-07 08:00:00, None,-0.467, None,14
None,6.408,73.1, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-07 09:00:00, None,-0.641, None,14
None,7.32,70.1, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-07 10:00:00, None,-0.555, None,14
None,8.67,58.04, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 11:00:00, None,-0.622, None,14
None,10.43,51.83, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 12:00:00, None,-0.574, None,14
None,11.71,47.3, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 13:00:00, None,-0.545, None,14
None,12.76,44.47, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 14:00:00, None,-0.526, None,14
None,12.91,43.19, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 15:00:00, None,-0.51, None,14
None,12.76,41.91, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-07 16:00:00, None,-0.561, None,14
None,12.57,43.32, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-07 17:00:00, None,-0.556, None,14
None,12.05,45.82, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 18:00:00, None,-0.57, None,14
None,11.44,48.32, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 19:00:00, None,-0.56, None,14
None,10.62,49.87, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 20:00:00, None,-0.658, None,14
None,10.05,50.21, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-07 21:00:00, None,-0.581, None,14
None,9.52,54.39, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-07 22:00:00, None,-0.612, None,14
None,9.24,53.46, None, None, None, None, None, None, None, 0.0, None, None, None,2018-04-07 23:00:00, None,-0.624, None,14
None,9.01,55.96, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-08 00:00:00, None,-0.619, None,14
None,8.34,59.06, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-08 01:00:00, None,-0.63, None,14
None,7.9,62.09, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-08 02:00:00, None,-0.636, None,14
None,6.022,74.0, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-08 03:00:00, None,-0.633, None,14
None,5.54,75.1, None, None, None, None, None, None, None, 1.0, None, None, None,2018-04-08 04:00:00, None,-0.638, None,14
None,5.443,76.2, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-08 05:00:00, None,-0.647, None,14
None,5.395,76.5, None, None, None, None, None, None, None, 2.0, None, None, None,2018-04-08 06:00:00, None,-0.63, None,14
