TempC,SolarRadiationWm,RH,Wetness,WindSpeedms,Pressurembar,Rainmm,GustSpeedms,time,WindDirection,DewPtC,week_of_year
-9.1,0.6,89.6,8.82,0.0,944.85, 0.0,0.93,2017-03-12 00:00:00,266.7,-10.5,11
-9.168,0.6,89.0,8.82,0.0,945.05, 0.0,0.74,2017-03-12 01:00:00,263.9,-10.7,11
-9.371,0.6,88.9,8.82,0.0,945.75, 0.0,1.3,2017-03-12 02:00:00,254.1,-10.9,11
-9.473,0.6,90.2,8.82,0.0,946.55, 0.0,0.93,2017-03-12 03:00:00,85.6,-10.8,11
-9.371,0.6,91.8,8.82,0.0,947.65, 0.0,0.0,2017-03-12 04:00:00,82.8,-10.5,11
-9.644,0.6,92.0,8.82,0.0,948.35, 0.0,0.0,2017-03-12 05:00:00,82.8,-10.7,11
-9.919,0.6,92.2,8.82,0.0,949.05, 0.0,0.0,2017-03-12 06:00:00,82.8,-11.0,11
-10.441,5.6,91.9,8.82,0.0,949.35, 0.0,0.0,2017-03-12 07:00:00,82.8,-11.5,11
-9.1,18.1,91.8,9.41,0.0,949.45, 0.0,0.0,2017-03-12 08:00:00,82.8,-10.2,11
-8.198,30.6,89.7,9.41,0.0,949.45, 0.0,0.0,2017-03-12 09:00:00,64.6,-9.6,11
-7.187,34.4,87.9,9.41,0.0,949.45, 0.0,0.93,2017-03-12 10:00:00,53.3,-8.9,11
-6.452,48.1,88.1,10.0,0.0,949.55, 0.0,1.11,2017-03-12 11:00:00,95.5,-8.1,11
-5.018,51.9,87.7,13.53,0.0,949.35, 0.0,1.11,2017-03-12 12:00:00,73.0,-6.7,11
-3.956,33.1,87.5,18.24,0.0,948.45, 0.0,0.0,2017-03-12 13:00:00,37.9,-5.7,11
-4.046,11.9,90.2,14.12,0.0,947.55, 0.0,0.19,2017-03-12 14:00:00,133.4,-5.4,11
-3.836,9.4,93.4,14.12,0.0,946.65, 0.0,0.0,2017-03-12 15:00:00,117.9,-4.8,11
-3.36,18.1,94.5,18.82,0.0,945.55, 0.0,0.0,2017-03-12 16:00:00,95.5,-4.1,11
-3.242,5.6,94.5,17.06,0.0,944.35, 0.0,0.0,2017-03-12 17:00:00,206.4,-4.0,11
-3.124,0.6,95.1,16.47,0.0,943.65, 0.0,0.56,2017-03-12 18:00:00,287.8,-3.8,11
