WDIR_VECT,TEMP_MEAN,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 2.2, 80.9,80.9,2018-01-08 00:00:00,2.236,2
None, 2.2, 81.0,81.0,2018-01-08 01:00:00,2.158,2
None, 2.5, 79.5,79.47,2018-01-08 02:00:00,2.484,2
None, 3.2, 76.3,76.31,2018-01-08 03:00:00,3.234,2
None, 3.3, 75.6,75.56,2018-01-08 04:00:00,3.292,2
None, 3.2, 75.9,75.88,2018-01-08 05:00:00,3.213,2
None, 3.0, 76.7,76.73,2018-01-08 06:00:00,3.031,2
None, 3.0, 77.0,77.01,2018-01-08 07:00:00,3.042,2
None, 2.9, 78.8,78.75,2018-01-08 08:00:00,2.928,2
None, 2.8, 78.2,78.18,2018-01-08 09:00:00,2.838,2
None, 3.0, 77.1,77.11,2018-01-08 10:00:00,3.008,2
None, 3.4, 75.7,75.68,2018-01-08 11:00:00,3.425,2
None, 3.7, 75.0,74.97,2018-01-08 12:00:00,3.676,2
None, 3.7, 75.0,75.0,2018-01-08 13:00:00,3.67,2
None, 3.6, 77.0,76.97,2018-01-08 14:00:00,3.618,2
None, 3.4, 77.5,77.45,2018-01-08 15:00:00,3.425,2
None, 3.4, 78.3,78.25,2018-01-08 16:00:00,3.358,2
None, 3.5, 78.3,78.26,2018-01-08 17:00:00,3.485,2
None, 3.4, 78.1,78.09,2018-01-08 18:00:00,3.449,2
None, 3.1, 79.9,79.86,2018-01-08 19:00:00,3.11,2
None, 2.8, 83.1,83.1,2018-01-08 20:00:00,2.758,2
None, 2.0, 87.7,87.7,2018-01-08 21:00:00,2.034,2
None, 1.9, 88.4,88.4,2018-01-08 22:00:00,1.938,2
None, 1.8, 89.2,89.2,2018-01-08 23:00:00,1.795,2
None, 1.5, 90.4,90.4,2018-01-09 00:00:00,1.534,2
None, 1.5, 90.2,90.2,2018-01-09 01:00:00,1.493,2
None, 1.2, 91.1,91.1,2018-01-09 02:00:00,1.18,2
None, 0.8, 92.7,92.7,2018-01-09 03:00:00,0.823,2
None, 0.5, 93.7,93.7,2018-01-09 04:00:00,0.481999,2
None, -0.2, 94.5,94.5,2018-01-09 05:00:00,-0.233998,2
None, -2.8, 88.1,88.1,2018-01-09 06:00:00,-2.79,2
None, -5.0, 82.4,82.4,2018-01-09 07:00:00,-5.012,2
None, -6.6, 78.2,78.23,2018-01-09 08:00:00,-6.647,2
None, -7.8, 76.4,76.44,2018-01-09 09:00:00,-7.808,2
None, -9.0, 75.6,75.61,2018-01-09 10:00:00,-9.01,2
None, -9.7, 71.9,71.88,2018-01-09 11:00:00,-9.74,2
None, -10.3, 71.4,71.37,2018-01-09 12:00:00,-10.3,2
None, -10.8, 69.7,69.71,2018-01-09 13:00:00,-10.81,2
None, -11.2, 68.3,68.28,2018-01-09 14:00:00,-11.22,2
None, -12.0, 68.9,68.87,2018-01-09 15:00:00,-11.95,2
None, -12.7, 68.7,68.66,2018-01-09 16:00:00,-12.7,2
None, -13.6, 67.9,67.89,2018-01-09 17:00:00,-13.55,2
None, -14.1, 68.1,68.1,2018-01-09 18:00:00,-14.13,2
None, -14.6, 66.9,66.9,2018-01-09 19:00:00,-14.6,2
None, -15.1, 66.2,66.19,2018-01-09 20:00:00,-15.07,2
None, -15.8, 66.1,66.06,2018-01-09 21:00:00,-15.75,2
None, -16.5, 66.1,66.11,2018-01-09 22:00:00,-16.5,2
None, -16.8, 65.0,65.03,2018-01-09 23:00:00,-16.8,2
None, -17.2, 66.3,66.34,2018-01-10 00:00:00,-17.21,2
None, -17.7, 68.1,68.07,2018-01-10 01:00:00,-17.68,2
None, -18.0, 71.3,71.34,2018-01-10 02:00:00,-18.01,2
None, -18.4, 74.3,74.26,2018-01-10 03:00:00,-18.35,2
None, -18.5, 72.2,72.21,2018-01-10 04:00:00,-18.52,2
None, -18.7, 73.9,73.9,2018-01-10 05:00:00,-18.72,2
None, -19.1, 72.3,72.34,2018-01-10 06:00:00,-19.06,2
None, -19.5, 70.0,69.99,2018-01-10 07:00:00,-19.45,2
None, -19.8, 69.0,69.03,2018-01-10 08:00:00,-19.8,2
None, -20.2, 68.0,68.01,2018-01-10 09:00:00,-20.23,2
None, -20.3, 66.0,65.95,2018-01-10 10:00:00,-20.33,2
None, -20.2, 63.9,63.92,2018-01-10 11:00:00,-20.23,2
None, -20.2, 61.3,61.25,2018-01-10 12:00:00,-20.18,2
None, -19.7, 58.1,58.14,2018-01-10 13:00:00,-19.74,2
None, -19.2, 56.5,56.5,2018-01-10 14:00:00,-19.22,2
None, -19.0, 58.5,58.48,2018-01-10 15:00:00,-18.96,2
None, -19.0, 59.5,59.51,2018-01-10 16:00:00,-19.0,2
None, -19.2, 61.3,61.33,2018-01-10 17:00:00,-19.21,2
None, -19.1, 62.7,62.7,2018-01-10 18:00:00,-19.11,2
None, -19.9, 65.0,64.97,2018-01-10 19:00:00,-19.86,2
None, -20.9, 68.6,68.57,2018-01-10 20:00:00,-20.86,2
None, -21.4, 71.5,71.46,2018-01-10 21:00:00,-21.43,2
None, -22.5, 74.1,74.11,2018-01-10 22:00:00,-22.54,2
None, -23.3, 75.1,75.13,2018-01-10 23:00:00,-23.28,2
None, -23.8, 76.0,75.97,2018-01-11 00:00:00,-23.8,2
None, -24.1, 75.6,75.6,2018-01-11 01:00:00,-24.14,2
None, -24.1, 75.8,75.81,2018-01-11 02:00:00,-24.14,2
None, -24.1, 76.8,76.83,2018-01-11 03:00:00,-24.06,2
None, -24.0, 77.4,77.43,2018-01-11 04:00:00,-23.97,2
None, -24.5, 77.9,77.89,2018-01-11 05:00:00,-24.46,2
None, -24.9, 77.5,77.47,2018-01-11 06:00:00,-24.91,2
None, -25.5, 77.0,76.96,2018-01-11 07:00:00,-25.46,2
None, -25.7, 76.4,76.42,2018-01-11 08:00:00,-25.73,2
None, -26.1, 75.4,75.36,2018-01-11 09:00:00,-26.14,2
None, -25.3, 73.7,73.74,2018-01-11 10:00:00,-25.31,2
