pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,stn_pres,week_of_year
None, None, None, 7.7, None, None, None, None, -6.0, None, -2.4, -2.4, None, 0.0, None, None, None, 0.0, 76.0,2021-04-23 00:00:00, -6999.0, 932.0,17
None, None, None, 7.7, None, None, None, None, -6.0, None, -3.1, -3.1, None, 0.0, None, None, None, 0.0, 79.0,2021-04-23 01:00:00, -6999.0, 932.0,17
None, None, None, 7.7, None, None, None, None, -6.0, None, -3.8, -3.8, None, 0.0, None, None, None, 0.0, 82.0,2021-04-23 02:00:00, -6999.0, 931.0,17
None, None, None, 7.7, None, None, None, None, -6.0, None, -4.5, -4.5, 1019.5, 0.0, None, None, None, 0.0, 86.0,2021-04-23 03:00:00, -6999.0, 932.0,17
None, None, None, 7.7, None, None, None, None, -6.0, None, -5.3, -5.4, 1019.6, 0.0, None, None, None, 0.0, 91.0,2021-04-23 04:00:00, -6999.0, 932.0,17
None, None, None, 7.7, None, None, None, None, -7.0, None, -5.8, -5.8, 1019.6, 0.0, None, None, None, 0.0, 92.0,2021-04-23 05:00:00, -6999.0, 932.0,17
None, None, None, 7.7, None, None, None, None, -7.0, None, -6.4, -6.3, 1018.5, 0.0, None, None, None, 0.0, 92.0,2021-04-23 06:00:00, -6999.0, 931.0,17
None, None, None, -5.7, None, None, None, None, -7.0, None, -5.4, -6.5, 1018.4, 0.0, None, None, None, 0.0, 92.0,2021-04-23 07:00:00, -6999.0, 931.0,17
None, -0.623, 65.42, -0.8, None, 36.33, 0.723, 152.5, -6.0, None, -0.6, -6.5, 1018.0, 0.0, -6.0, 931.0, None, 0.0, 65.0,2021-04-23 08:00:00, -6999.0, 931.0,17
None, 2.882, 41.06, 3.0, None, 46.47, 1.495, 148.3, -9.0, None, 2.9, -6.5, 1019.2, 0.0, -9.0, 932.0, None, 0.0, 41.0,2021-04-23 09:00:00, -6999.0, 932.0,17
None, 4.306, 37.0, 4.3, None, 51.05, 4.077, 174.3, -9.0, None, 4.3, -6.5, 1018.2, 0.0, -9.0, 931.0, None, 0.0, 37.0,2021-04-23 10:00:00, -6999.0, 931.0,17
None, 5.764, 29.82, 6.0, None, 73.57, 4.231, 347.4, -10.0, None, 5.8, -6.5, 1018.2, 0.0, -10.0, 931.0, None, 0.0, 30.0,2021-04-23 11:00:00, -6999.0, 931.0,17
None, 7.727, 23.12, 8.0, None, 51.9, 5.816, 145.9, -12.0, None, 7.7, -6.5, 1017.0, 0.0, -12.0, 930.0, None, 0.0, 23.0,2021-04-23 12:00:00, -6999.0, 930.0,17
None, 8.1, 24.34, 8.5, None, 53.36, 6.153, 178.5, -11.0, None, 8.1, -6.5, 1015.9, 0.0, -11.0, 929.0, None, 0.0, 24.0,2021-04-23 13:00:00, -6999.0, 929.0,17
0.0, 9.07, 23.16, 9.2, None, 59.26, 6.555, 170.4, -11.0, None, 9.1, -6.5, 1017.0, 0.0, -11.0, 930.0, None, 0.0, 23.0,2021-04-23 14:00:00, -6999.0, 930.0,17
0.0, 9.95, 23.23, 10.8, None, 71.23, 6.493, 320.0, -10.0, None, 10.0, -6.5, 1015.9, 0.0, -10.0, 929.0, None, 0.0, 23.0,2021-04-23 15:00:00, -6999.0, 929.0,17
