pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, None, None, None, None, None, None, 0.0, None, -8.0, 2.2, 2.1, 0.0, None, None, 6.5, 46.0, None,2021-04-23 00:00:00, 48.0, None, None,17
None, None, None, None, None, None, None, None, 0.0, None, -8.0, 1.0, 1.1, 0.1, None, None, 6.5, 51.0, None,2021-04-23 01:00:00, 48.0, None, None,17
None, None, None, None, None, None, None, None, 0.0, None, -9.0, 1.1, 0.7, 0.0, None, None, 6.5, 47.0, None,2021-04-23 02:00:00, 48.0, None, None,17
None, None, None, None, None, None, None, None, 0.0, None, -11.0, 1.2, 0.7, 0.0, None, None, 6.5, 42.0, None,2021-04-23 03:00:00, 48.0, None, None,17
None, None, None, None, None, None, None, None, 0.0, None, -11.0, 0.4, 0.4, -0.1, None, None, 6.5, 43.0, None,2021-04-23 04:00:00, 48.0, None, None,17
None, None, None, None, None, None, None, None, 0.0, None, -11.0, 0.1, 0.1, 0.0, None, None, 6.5, 42.0, None,2021-04-23 05:00:00, 48.0, None, None,17
None, None, None, None, None, None, None, None, 0.0, None, -10.0, 0.0, 0.0, 0.0, None, None, 6.5, 42.0, None,2021-04-23 06:00:00, 48.0, None, None,17
None, None, None, None, None, None, None, None, 0.0, None, -12.0, 0.4, -0.1, 0.0, None, None, 0.4, 40.0, None,2021-04-23 07:00:00, 48.0, None, None,17
None, None, 1.743, 34.87, None, None, None, None, 0.0, None, -12.0, 1.7, -0.1, 0.0, -12.0, None, 1.7, 35.0, None,2021-04-23 08:00:00, 48.0, None, 47.56,17
None, None, 3.198, 38.61, None, None, None, None, 0.0, None, -9.0, 3.2, -0.1, 0.0, -9.0, None, 3.2, 39.0, None,2021-04-23 09:00:00, 47.0, None, 47.46,17
None, None, 4.07, 35.81, None, None, None, None, 0.0, None, -10.0, 4.1, -0.1, 0.0, -10.0, None, 4.1, 36.0, None,2021-04-23 10:00:00, 47.0, None, 47.42,17
