pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 0.736, 87.7, None, None, None, None, None, -1.0, None, None,2020-04-29 00:00:00, None, 74.93,18
None, 3.334, 74.71, None, None, None, None, None, 0.0, None, None,2020-04-29 01:00:00, None, 74.64,18
None, 4.856, 65.08, None, None, None, None, None, -1.0, None, None,2020-04-29 02:00:00, None, 75.2,18
None, 5.163, 62.72, None, None, None, None, None, -1.0, None, None,2020-04-29 03:00:00, None, 75.81,18
None, 5.038, 63.05, None, None, None, None, None, -1.0, None, None,2020-04-29 04:00:00, None, 75.81,18
None, 4.273, 67.26, None, None, None, None, None, -1.0, None, None,2020-04-29 05:00:00, None, 75.26,18
None, 4.053, 67.45, None, None, None, None, None, -1.0, None, None,2020-04-29 06:00:00, None, 75.01,18
None, 4.31, 66.76, None, None, None, None, None, -1.0, None, None,2020-04-29 07:00:00, None, 75.26,18
None, 4.298, 70.37, None, None, None, None, None, -1.0, None, None,2020-04-29 08:00:00, None, 75.05,18
None, 5.97, 64.45, None, None, None, None, None, 0.0, None, None,2020-04-29 09:00:00, None, 75.08,18
None, 7.142, 61.39, None, None, None, None, None, 0.0, None, None,2020-04-29 10:00:00, None, 74.97,18
None, 8.5, 55.8, None, None, None, None, None, 0.0, None, None,2020-04-29 11:00:00, None, 74.77,18
None, 8.9, 55.26, None, None, None, None, None, 0.0, None, None,2020-04-29 12:00:00, None, 74.18,18
None, 9.93, 50.66, None, None, None, None, None, 0.0, None, None,2020-04-29 13:00:00, None, 73.04,18
None, 11.05, 46.85, None, None, None, None, None, 0.0, None, None,2020-04-29 14:00:00, None, 72.68,18
None, 11.18, 44.79, None, None, None, None, None, 0.0, None, None,2020-04-29 15:00:00, None, 71.72,18
None, 7.981, 57.11, None, None, None, None, None, 0.0, None, None,2020-04-29 16:00:00, None, 71.47,18
None, 4.371, 83.7, None, None, None, None, None, 2.0, None, None,2020-04-29 17:00:00, None, 72.13,18
None, 2.901, 91.9, None, None, None, None, None, 2.0, None, None,2020-04-29 18:00:00, None, 71.69,18
None, 1.81, 96.1, None, None, None, None, None, 1.0, None, None,2020-04-29 19:00:00, None, 72.6,18
None, 1.575, 97.2, None, None, None, None, None, 1.0, None, None,2020-04-29 20:00:00, None, 72.54,18
None, 1.417, 98.2, None, None, None, None, None, 2.0, None, None,2020-04-29 21:00:00, None, 72.6,18
None, 1.401, 98.2, None, None, None, None, None, 1.0, None, None,2020-04-29 22:00:00, None, 72.67,18
None, 2.194, 99.1, None, None, None, None, None, 2.0, None, None,2020-04-29 23:00:00, None, 72.9,18
None, 1.972, 99.0, None, None, None, None, None, 2.0, None, None,2020-04-30 00:00:00, None, 72.45,18
