pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,week_of_year
0.0, 6.116, 59.31, 14.3, 59.0, -1.0, 6.1, 5.9, -1.0, 0.0, 0.0,2020-04-29 00:00:00, -6999.0,18
0.0, 5.096, 63.04, 14.3, 63.0, -1.0, 5.1, 4.9, -1.0, 0.0, 0.0,2020-04-29 01:00:00, -6999.0,18
0.0, 3.476, 70.97, 14.3, 71.0, -1.0, 3.5, 3.3, -1.0, 0.0, 0.0,2020-04-29 02:00:00, -6999.0,18
0.0, 2.937, 72.79, 14.3, 73.0, -1.0, 2.9, 2.8, -1.0, 0.0, 0.0,2020-04-29 03:00:00, -6999.0,18
0.0, 2.125, 78.11, 14.3, 78.0, -1.0, 2.1, 1.7, -1.0, 0.0, 0.0,2020-04-29 04:00:00, -6999.0,18
0.0, 1.783, 78.44, 14.3, 78.0, -1.0, 1.8, 1.7, -1.0, 0.0, 0.0,2020-04-29 05:00:00, -6999.0,18
0.0, 0.995, 82.7, 14.3, 83.0, -2.0, 1.0, 0.6, -2.0, 0.0, 0.0,2020-04-29 06:00:00, -6999.0,18
0.0, 3.713, 76.05, 3.7, 76.0, 0.0, 3.7, 0.8, 0.0, 0.0, 0.0,2020-04-29 07:00:00, -6999.0,18
0.0, 6.981, 58.48, 7.1, 58.0, -1.0, 7.0, 0.8, -1.0, 0.0, 0.0,2020-04-29 08:00:00, -6999.0,18
0.0, 8.86, 52.96, 9.1, 53.0, 0.0, 8.9, 0.8, 0.0, 0.0, 0.0,2020-04-29 09:00:00, -6999.0,18
0.0, 10.85, 43.98, 10.9, 44.0, -1.0, 10.9, 0.8, -1.0, 0.0, 0.0,2020-04-29 10:00:00, -6999.0,18
