pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,week_of_year
None, 8.2, 8.17, 8.2, 0.0, None, 13.5, -6999.0, None,2020-04-29 00:00:00, None, -6999.0,18
None, 7.8, 7.841, 7.9, 0.0, None, 13.5, -6999.0, None,2020-04-29 01:00:00, None, -6999.0,18
None, 7.0, 7.044, 7.0, 0.0, None, 13.5, -6999.0, None,2020-04-29 02:00:00, None, -6999.0,18
None, 6.6, 6.571, 6.6, 0.0, None, 13.5, -6999.0, None,2020-04-29 03:00:00, None, -6999.0,18
None, 6.2, 6.242, 6.2, 0.0, None, 13.5, -6999.0, None,2020-04-29 04:00:00, None, -6999.0,18
None, 6.2, 6.199, 6.2, 0.0, None, 13.5, -6999.0, None,2020-04-29 05:00:00, None, -6999.0,18
None, 6.3, 6.339, 6.2, 0.0, None, 13.5, -6999.0, None,2020-04-29 06:00:00, None, -6999.0,18
None, 7.1, 7.077, 6.3, 0.0, None, 7.1, -6999.0, None,2020-04-29 07:00:00, None, -6999.0,18
None, 9.4, 9.43, 6.3, 0.0, None, 9.4, -6999.0, None,2020-04-29 08:00:00, None, -6999.0,18
None, 11.5, 11.54, 6.3, 0.0, None, 11.5, -6999.0, None,2020-04-29 09:00:00, None, -6999.0,18
None, 13.5, 13.52, 6.3, 0.0, None, 13.5, -6999.0, None,2020-04-29 10:00:00, None, -6999.0,18
None, 13.3, 13.28, 6.3, 0.0, None, 13.6, -6999.0, None,2020-04-29 11:00:00, None, -6999.0,18
None, 11.7, 11.7, 6.3, 0.3, None, 13.6, -6999.0, None,2020-04-29 12:00:00, None, -6999.0,18
None, 12.2, 12.2, 6.3, 0.5, None, 13.6, -6999.0, None,2020-04-29 13:00:00, None, -6999.0,18
None, 15.7, 15.65, 6.3, -0.1, None, 15.6, -6999.0, None,2020-04-29 14:00:00, None, -6999.0,18
None, 15.9, 15.92, 6.3, 0.2, None, 15.9, -6999.0, None,2020-04-29 15:00:00, None, -6999.0,18
None, 17.0, 17.01, 6.3, 0.0, None, 17.0, -6999.0, None,2020-04-29 16:00:00, None, -6999.0,18
None, 15.8, 15.79, 6.3, -1.0, None, 17.1, -6999.0, None,2020-04-29 17:00:00, None, -6999.0,18
None, 13.7, 13.67, 6.3, -0.1, None, 17.1, -6999.0, None,2020-04-29 18:00:00, None, -6999.0,18
None, 12.2, 12.17, 12.2, 0.1, None, 13.7, -6999.0, None,2020-04-29 19:00:00, None, -6999.0,18
None, 11.4, 11.4, 11.4, 0.0, None, 13.7, -6999.0, None,2020-04-29 20:00:00, None, -6999.0,18
None, 11.0, 10.96, 11.0, 0.0, None, 13.7, -6999.0, None,2020-04-29 21:00:00, None, -6999.0,18
None, 10.4, 10.38, 10.4, 0.0, None, 13.7, -6999.0, None,2020-04-29 22:00:00, None, -6999.0,18
None, 9.9, 9.88, 9.9, 0.0, None, 13.7, -6999.0, None,2020-04-29 23:00:00, None, -6999.0,18
None, 9.3, 9.32, 9.3, 0.0, None, 13.7, -6999.0, None,2020-04-30 00:00:00, None, -6999.0,18
None, 9.1, 9.08, 9.1, 1.0, None, 13.7, -6999.0, None,2020-04-30 01:00:00, None, -6999.0,18
None, 8.8, 8.76, 8.8, 0.0, None, 13.7, -6999.0, None,2020-04-30 02:00:00, None, -6999.0,18
None, 8.5, 8.48, 8.5, 0.0, None, 13.7, -6999.0, None,2020-04-30 03:00:00, None, -6999.0,18
None, 8.4, 8.35, 8.4, 0.0, None, 13.7, -6999.0, None,2020-04-30 04:00:00, None, -6999.0,18
None, 8.2, 8.19, 8.2, 0.0, None, 13.7, -6999.0, None,2020-04-30 05:00:00, None, -6999.0,18
None, 8.0, 8.02, 8.0, 1.0, None, 13.7, -6999.0, None,2020-04-30 06:00:00, None, -6999.0,18
None, 8.1, 8.1, 8.0, 1.0, None, 8.1, -6999.0, None,2020-04-30 07:00:00, None, -6999.0,18
None, 8.8, 8.79, 8.0, 0.0, None, 8.8, -6999.0, None,2020-04-30 08:00:00, None, -6999.0,18
None, 9.5, 9.53, 8.0, 0.0, None, 9.5, -6999.0, None,2020-04-30 09:00:00, None, -6999.0,18
None, 11.0, 10.96, 8.0, 0.0, None, 10.9, -6999.0, None,2020-04-30 10:00:00, None, -6999.0,18
None, 16.0, 15.97, 8.0, 0.0, None, 15.9, -6999.0, None,2020-04-30 11:00:00, None, -6999.0,18
None, 17.4, 17.41, 8.0, 0.0, None, 17.4, -6999.0, None,2020-04-30 12:00:00, None, -6999.0,18
None, 17.5, 17.52, 8.0, 0.0, None, 17.6, -6999.0, None,2020-04-30 13:00:00, None, -6999.0,18
None, 18.5, 18.49, 8.0, None, None, 18.4, -6999.0, None,2020-04-30 14:00:00, None, -6999.0,18
None, 22.0, 21.95, 8.0, 0.7, None, 22.0, -6999.0, None,2020-04-30 15:00:00, None, -6999.0,18
None, 21.0, 20.98, 8.0, -0.5, None, 22.0, -6999.0, None,2020-04-30 16:00:00, None, -6999.0,18
None, 19.8, 19.78, 8.0, -0.6, None, 22.0, -6999.0, None,2020-04-30 17:00:00, None, -6999.0,18
None, 18.9, 18.87, 8.0, -0.2, None, 22.0, -6999.0, None,2020-04-30 18:00:00, None, -6999.0,18
None, 18.1, 18.07, 18.1, -0.4, None, 18.9, -6999.0, None,2020-04-30 19:00:00, None, -6999.0,18
None, 15.6, 15.57, 15.6, 0.0, None, 18.9, -6999.0, None,2020-04-30 20:00:00, None, -6999.0,18
None, 12.8, 12.82, 12.9, -0.2, None, 18.9, -6999.0, None,2020-04-30 21:00:00, None, -6999.0,18
None, 10.8, 10.81, 10.9, 0.2, None, 18.9, -6999.0, None,2020-04-30 22:00:00, None, -6999.0,18
None, 8.5, 8.52, 8.6, 0.0, None, 18.9, -6999.0, None,2020-04-30 23:00:00, None, -6999.0,18
None, 7.7, 7.729, 7.7, 0.0, None, 18.9, -6999.0, None,2020-05-01 00:00:00, None, -6999.0,18
None, 7.8, 7.802, 7.6, 0.0, None, 18.9, -6999.0, None,2020-05-01 01:00:00, None, -6999.0,18
None, 7.6, 7.598, 7.6, 0.0, None, 18.9, -6999.0, None,2020-05-01 02:00:00, None, -6999.0,18
None, 7.0, 6.963, 7.0, 0.0, None, 18.9, -6999.0, None,2020-05-01 03:00:00, None, -6999.0,18
None, 6.6, 6.56, 6.6, 0.0, None, 18.9, -6999.0, None,2020-05-01 04:00:00, None, -6999.0,18
None, 6.4, 6.428, 6.4, 0.0, None, 18.9, -6999.0, None,2020-05-01 05:00:00, None, -6999.0,18
None, 6.4, 6.429, 6.4, 0.0, None, 18.9, -6999.0, None,2020-05-01 06:00:00, None, -6999.0,18
None, 7.2, 7.212, 6.4, 0.0, None, 7.2, -6999.0, None,2020-05-01 07:00:00, None, -6999.0,18
None, 9.6, 9.63, 6.4, 0.0, None, 9.6, -6999.0, None,2020-05-01 08:00:00, None, -6999.0,18
None, 12.3, 12.33, 6.4, 0.0, None, 12.3, -6999.0, None,2020-05-01 09:00:00, None, -6999.0,18
None, 16.3, 16.29, 6.4, 0.0, None, 16.2, -6999.0, None,2020-05-01 10:00:00, None, -6999.0,18
None, 20.2, 20.21, 6.4, 0.0, None, 20.2, -6999.0, None,2020-05-01 11:00:00, None, -6999.0,18
None, 21.4, 21.37, 6.4, 0.2, None, 21.3, -6999.0, None,2020-05-01 12:00:00, None, -6999.0,18
None, 20.6, 20.62, 6.4, -0.1, None, 21.6, -6999.0, None,2020-05-01 13:00:00, None, -6999.0,18
None, 21.9, 21.86, 6.4, 0.9, None, 21.8, -6999.0, None,2020-05-01 14:00:00, None, -6999.0,18
None, 24.4, 24.38, 6.4, 0.0, None, 24.4, -6999.0, None,2020-05-01 15:00:00, None, -6999.0,18
None, 23.2, 23.18, 6.4, -0.1, None, 24.4, -6999.0, None,2020-05-01 16:00:00, None, -6999.0,18
None, 22.5, 22.47, 6.4, 0.0, None, 24.4, -6999.0, None,2020-05-01 17:00:00, None, -6999.0,18
None, 21.9, 21.87, 6.4, -1.0, None, 24.4, -6999.0, None,2020-05-01 18:00:00, None, -6999.0,18
None, 20.0, 20.0, 20.0, -1.0, None, 21.9, -6999.0, None,2020-05-01 19:00:00, None, -6999.0,18
None, 17.5, 17.5, 17.5, 0.0, None, 21.9, -6999.0, None,2020-05-01 20:00:00, None, -6999.0,18
None, 14.7, 14.73, 14.8, 0.0, None, 21.9, -6999.0, None,2020-05-01 21:00:00, None, -6999.0,18
None, 13.0, 12.96, 13.0, 0.0, None, 21.9, -6999.0, None,2020-05-01 22:00:00, None, -6999.0,18
None, 12.0, 11.96, 12.0, 0.0, None, 21.9, -6999.0, None,2020-05-01 23:00:00, None, -6999.0,18
None, 10.7, 10.69, 10.7, 0.0, None, 21.9, -6999.0, None,2020-05-02 00:00:00, None, -6999.0,18
None, 9.0, 8.96, 9.0, 0.0, None, 21.9, -6999.0, None,2020-05-02 01:00:00, None, -6999.0,18
None, 8.2, 8.17, 8.2, 0.0, None, 21.9, -6999.0, None,2020-05-02 02:00:00, None, -6999.0,18
None, 7.4, 7.384, 7.4, 0.0, None, 21.9, -6999.0, None,2020-05-02 03:00:00, None, -6999.0,18
None, 6.3, 6.311, 6.3, 0.0, None, 21.9, -6999.0, None,2020-05-02 04:00:00, None, -6999.0,18
None, 5.5, 5.495, 5.5, 0.0, None, 21.9, -6999.0, None,2020-05-02 05:00:00, None, -6999.0,18
None, 4.8, 4.751, 4.8, 0.0, None, 21.9, -6999.0, None,2020-05-02 06:00:00, None, -6999.0,18
