CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-0.922, 79.89, -0.7, 80.0, 13.1, 32.76, 4.7, 179.9, 4.684, -0.9, -2.8, -3.0, 180.0, -3.0,2020-04-29 00:00:00,18
-0.994, 79.98, -0.7, 80.0, 12.8, 23.09, 6.4, 161.1, 6.441, -1.0, -2.8, -4.0, 161.0, -4.0,2020-04-29 01:00:00,18
-1.021, 79.81, -0.7, 80.0, 12.3, 36.97, 5.0, 177.1, 5.033, -1.0, -2.8, -4.0, 177.0, -4.0,2020-04-29 02:00:00,18
-1.013, 79.98, -0.7, 80.0, 15.2, 8.47, 11.1, 103.3, 11.08, -1.0, -2.8, -4.0, 103.0, -4.0,2020-04-29 03:00:00,18
-0.699, 79.87, -0.7, 80.0, 16.4, 6.701, 11.2, 102.4, 11.23, -0.7, -2.8, -3.0, 102.0, -3.0,2020-04-29 04:00:00,18
-1.1, 79.81, -0.6, 80.0, 16.0, 7.888, 12.2, 98.9, 12.18, -1.1, -2.8, -4.0, 99.0, -4.0,2020-04-29 05:00:00,18
-1.279, 80.1, -0.4, 80.0, 17.7, 14.07, 10.1, 104.8, 10.08, -1.3, -2.8, -4.0, 105.0, -4.0,2020-04-29 06:00:00,18
-0.305, 79.45, -0.2, 79.0, 16.7, 7.959, 11.9, 102.4, 11.85, -0.3, -1.4, -3.0, 102.0, -3.0,2020-04-29 07:00:00,18
0.376, 79.59, 0.4, 80.0, 18.9, 8.85, 15.1, 101.6, 15.08, 0.4, -1.4, -3.0, 102.0, -3.0,2020-04-29 08:00:00,18
0.912, 79.55, 1.3, 80.0, 19.6, 9.62, 10.2, 103.9, 10.17, 0.9, -1.4, -2.0, 104.0, -2.0,2020-04-29 09:00:00,18
1.228, 79.06, 1.7, 79.0, 18.1, 11.08, 11.4, 112.0, 11.43, 1.2, -1.4, -2.0, 112.0, -2.0,2020-04-29 10:00:00,18
2.478, 79.39, 3.0, 79.0, 26.5, 20.07, 12.0, 125.5, 12.0, 2.5, -1.4, -1.0, 126.0, -1.0,2020-04-29 11:00:00,18
1.431, 79.98, 3.0, 80.0, 36.1, 16.98, 16.8, 121.1, 16.82, 1.4, -1.4, -1.0, 121.0, -1.0,2020-04-29 12:00:00,18
2.781, 79.37, None, None, None, 15.76, None, 113.0, 17.76, None, None, 0.0, None, None,2020-04-29 13:00:00,18
3.793, 79.74, 4.1, 80.0, 38.2, 22.64, 20.3, 124.9, 20.28, 3.8, -1.4, 1.0, 125.0, 1.0,2020-04-29 14:00:00,18
4.239, 80.3, 5.6, 80.0, 31.5, 53.7, 9.6, 167.5, 9.62, 4.2, -1.4, 1.0, 168.0, 1.0,2020-04-29 15:00:00,18
7.878, 80.1, 7.5, 80.0, 27.8, 52.58, 5.8, 157.4, 5.837, 7.9, -1.4, 5.0, 157.0, 5.0,2020-04-29 16:00:00,18
6.447, 80.6, 7.9, 81.0, 30.4, 49.28, 8.2, 235.7, 8.15, 6.4, -1.4, 3.0, 236.0, 3.0,2020-04-29 17:00:00,18
5.326, 80.5, 7.9, 81.0, 27.9, 42.2, 7.2, 229.3, 7.173, 5.3, -1.4, 2.0, 229.0, 2.0,2020-04-29 18:00:00,18
5.104, 80.7, 5.5, 81.0, 23.8, 40.7, 8.4, 200.9, 8.44, 5.1, 5.0, 2.0, 201.0, 2.0,2020-04-29 19:00:00,18
4.876, 80.7, 5.5, 81.0, 28.9, 42.79, 7.9, 191.7, 7.919, 4.9, 4.7, 2.0, 192.0, 2.0,2020-04-29 20:00:00,18
4.545, 80.9, 5.5, 81.0, 20.7, 39.99, 8.1, 196.9, 8.12, 4.5, 4.5, 2.0, 197.0, 2.0,2020-04-29 21:00:00,18
4.396, 80.9, 5.5, 81.0, 25.1, 36.2, 10.3, 189.3, 10.28, 4.4, 4.4, 1.0, 189.0, 1.0,2020-04-29 22:00:00,18
4.679, 81.0, 5.5, 81.0, 32.3, 26.8, 16.2, 182.0, 16.2, 4.7, 4.4, 2.0, 182.0, 2.0,2020-04-29 23:00:00,18
3.982, 81.1, 5.5, 81.0, 27.2, 45.96, 7.4, 204.4, 7.379, 4.0, 3.9, 1.0, 204.0, 1.0,2020-04-30 00:00:00,18
3.941, 81.1, 5.5, 81.0, 26.3, 36.02, 10.2, 199.7, 10.17, 3.9, 3.9, 1.0, 200.0, 1.0,2020-04-30 01:00:00,18
3.633, 81.1, 5.5, 81.0, 29.4, 38.6, 10.2, 187.2, 10.19, 3.6, 3.6, 1.0, 187.0, 1.0,2020-04-30 02:00:00,18
2.933, 81.1, 5.5, 81.0, 30.9, 39.05, 11.0, 199.6, 11.01, 2.9, 2.9, 0.0, 200.0, 0.0,2020-04-30 03:00:00,18
2.978, 80.9, 5.5, 81.0, 31.8, 39.98, 10.3, 201.0, 10.33, 3.0, 2.9, 0.0, 201.0, 0.0,2020-04-30 04:00:00,18
1.914, 81.2, 5.5, 81.0, 20.9, 37.51, 7.1, 195.4, 7.091, 1.9, 1.8, -1.0, 195.0, -1.0,2020-04-30 05:00:00,18
1.376, 81.1, 5.5, 81.0, 25.0, 35.46, 10.1, 213.3, 10.11, 1.4, 1.1, -1.0, 213.0, -1.0,2020-04-30 06:00:00,18
1.668, 81.1, 2.0, 81.0, 24.6, 34.29, 9.0, 208.5, 8.96, 1.7, 1.3, -1.0, 209.0, -1.0,2020-04-30 07:00:00,18
0.772, 81.0, 2.0, 81.0, 25.3, 31.05, 9.5, 226.0, 9.46, 0.8, 0.8, -2.0, 226.0, -2.0,2020-04-30 08:00:00,18
1.487, 79.89, 2.0, 80.0, 44.3, 33.95, 12.1, 228.9, 12.05, 1.5, -0.7, -2.0, 229.0, -2.0,2020-04-30 09:00:00,18
0.686, 81.1, 2.0, 81.0, 18.8, 31.14, 8.6, 251.6, 8.6, 0.7, -0.7, -2.0, 252.0, -2.0,2020-04-30 10:00:00,18
-1.943, 80.7, 2.0, 81.0, 32.7, 24.89, 9.8, 272.7, 9.8, -1.9, -1.9, -4.0, 273.0, -4.0,2020-04-30 11:00:00,18
-3.016, 80.3, 2.0, 80.0, 36.9, 19.02, 21.1, 282.1, 21.08, -3.0, -3.1, -6.0, 282.0, -6.0,2020-04-30 12:00:00,18
-3.312, 80.0, 2.0, 80.0, 36.2, 17.01, 21.5, 280.1, 21.5, -3.3, -3.5, -6.0, 280.0, -6.0,2020-04-30 13:00:00,18
-2.471, 80.9, 2.0, 81.0, 39.8, 19.19, 19.3, 283.6, 19.29, -2.5, -3.5, -5.0, 284.0, -5.0,2020-04-30 14:00:00,18
-1.252, 81.6, 2.0, 82.0, 32.3, 43.77, 10.0, 295.0, 10.01, -1.3, -3.5, -4.0, 295.0, -4.0,2020-04-30 15:00:00,18
-1.445, 81.2, 2.0, 81.0, 25.4, 38.26, 9.2, 287.2, 9.17, -1.4, -3.5, -4.0, 287.0, -4.0,2020-04-30 16:00:00,18
0.317, 81.7, 2.0, 82.0, 20.0, 21.36, 11.2, 274.2, 11.22, 0.3, -3.5, -2.0, 274.0, -2.0,2020-04-30 17:00:00,18
0.718, 81.2, 2.0, 81.0, 16.3, 31.48, 7.4, 279.7, 7.409, 0.7, -3.5, -2.0, 280.0, -2.0,2020-04-30 18:00:00,18
-0.493, 80.4, 1.2, 80.0, 23.2, 25.05, 9.9, 278.9, 9.87, -0.5, -1.0, -3.0, 279.0, -3.0,2020-04-30 19:00:00,18
-1.303, 80.5, 1.2, 81.0, 20.3, 16.83, 12.2, 273.2, 12.15, -1.3, -1.3, -4.0, 273.0, -4.0,2020-04-30 20:00:00,18
-1.37, 80.3, 1.2, 80.0, 22.8, 19.15, 15.6, 269.7, 15.6, -1.4, -1.6, -4.0, 270.0, -4.0,2020-04-30 21:00:00,18
-1.332, 79.96, 1.2, 80.0, 29.7, 14.53, 15.1, 285.1, 15.05, -1.3, -1.6, -4.0, 285.0, -4.0,2020-04-30 22:00:00,18
-1.134, 79.79, 1.2, 80.0, 17.9, 10.14, 11.5, 281.5, 11.49, -1.1, -1.6, -4.0, 282.0, -4.0,2020-04-30 23:00:00,18
-1.379, 79.61, 1.2, 80.0, 19.9, 12.07, 10.6, 279.5, 10.58, -1.4, -1.6, -4.0, 280.0, -4.0,2020-05-01 00:00:00,18
-1.536, 79.61, 1.2, 80.0, 16.7, 8.95, 12.7, 266.3, 12.66, -1.5, -1.6, -4.0, 266.0, -4.0,2020-05-01 01:00:00,18
-1.837, 79.53, 1.2, 80.0, 19.3, 5.665, 16.1, 249.9, 16.1, -1.8, -1.9, -4.0, 250.0, -4.0,2020-05-01 02:00:00,18
-2.238, 79.48, 1.2, 79.0, 19.4, 9.71, 11.3, 249.6, 11.27, -2.2, -2.4, -5.0, 250.0, -5.0,2020-05-01 03:00:00,18
-2.222, 79.54, 1.2, 80.0, 12.1, 7.114, 9.7, 235.9, 9.67, -2.2, -2.7, -5.0, 236.0, -5.0,2020-05-01 04:00:00,18
-2.701, 79.63, 1.2, 80.0, 9.1, 5.204, 7.3, 233.4, 7.306, -2.7, -2.7, -5.0, 233.0, -5.0,2020-05-01 05:00:00,18
-2.406, 79.54, 1.2, 80.0, 11.4, 18.75, 6.8, 245.9, 6.774, -2.4, -2.8, -5.0, 246.0, -5.0,2020-05-01 06:00:00,18
-2.401, 79.12, -2.2, 79.0, 13.0, 11.85, 9.5, 238.8, 9.48, -2.4, -2.4, -5.0, 239.0, -5.0,2020-05-01 07:00:00,18
-0.277, 79.29, -0.3, 79.0, 9.2, 30.25, 3.4, 219.9, 3.432, -0.3, -2.5, -3.0, 220.0, -3.0,2020-05-01 08:00:00,18
-1.58, 79.24, 0.5, 79.0, 10.4, 41.31, 3.9, 114.3, 3.871, -1.6, -2.5, -4.0, 114.0, -4.0,2020-05-01 09:00:00,18
0.389, 80.8, 1.0, 81.0, 10.9, 32.54, 4.6, 114.3, 4.631, 0.4, -2.5, -2.0, 114.0, -2.0,2020-05-01 10:00:00,18
1.474, 80.8, 1.9, 81.0, 6.0, 52.19, 1.2, 314.8, 1.245, 1.5, -2.5, -1.0, 315.0, -1.0,2020-05-01 11:00:00,18
0.166, 80.4, 2.5, 80.0, 7.1, 67.29, 2.5, 6.151, 2.494, 0.2, -2.5, -3.0, 6.0, -3.0,2020-05-01 12:00:00,18
-0.774, 80.4, 2.5, 80.0, 10.9, 64.13, 2.6, 36.92, 2.58, -0.8, -2.5, -4.0, 37.0, -4.0,2020-05-01 13:00:00,18
-0.001, 80.4, 2.5, 80.0, 10.0, 44.36, 4.4, 71.35, 4.381, 0.0, -2.5, -3.0, 71.0, -3.0,2020-05-01 14:00:00,18
0.652, 79.17, 2.5, 79.0, 14.0, 73.19, 5.3, 215.1, 5.289, 0.7, -2.5, -2.0, 215.0, -2.0,2020-05-01 15:00:00,18
0.423, 79.61, 2.5, 80.0, 11.2, 65.67, 3.9, 240.0, 3.85, 0.4, -2.5, -3.0, 240.0, -3.0,2020-05-01 16:00:00,18
1.285, 80.1, 2.5, 80.0, 12.6, 54.59, 4.4, 176.9, 4.394, 1.3, -2.5, -2.0, 177.0, -2.0,2020-05-01 17:00:00,18
0.049, 80.5, 2.5, 81.0, 11.2, 66.32, 3.3, 93.9, 3.292, 0.0, -2.5, -3.0, 94.0, -3.0,2020-05-01 18:00:00,18
0.358, 80.2, 0.6, 80.0, 11.7, 64.12, 3.9, 135.4, 3.9, 0.4, 0.0, -3.0, 135.0, -3.0,2020-05-01 19:00:00,18
-0.371, 80.1, 0.6, 80.0, 14.4, 32.5, 5.7, 249.2, 5.669, -0.4, -0.3, -3.0, 249.0, -3.0,2020-05-01 20:00:00,18
-0.743, 79.92, 0.6, 80.0, 16.2, 39.94, 7.4, 185.8, 7.416, -0.7, -1.0, -3.0, 186.0, -3.0,2020-05-01 21:00:00,18
-0.869, 79.91, 0.6, 80.0, 13.3, 43.62, 5.9, 158.8, 5.873, -0.9, -1.1, -3.0, 159.0, -3.0,2020-05-01 22:00:00,18
-1.098, 79.83, 0.6, 80.0, 17.1, 22.08, 7.0, 188.0, 7.011, -1.1, -1.2, -4.0, 188.0, -4.0,2020-05-01 23:00:00,18
None, 79.85, 0.6, 80.0, -7999.0, None, -7999.0, None, None, -1.3, -1168.0, -4.0, -7999.0, -4.0,2020-05-02 00:00:00,18
None, 79.83, 0.6, 80.0, 16.0, 34.87, 6.3, 155.0, 6.329, -1.5, -1168.0, -4.0, 155.0, -4.0,2020-05-02 01:00:00,18
None, 79.7, 0.6, 80.0, 14.9, 26.3, 5.8, 141.0, 5.827, -1.7, -1168.0, -4.0, 141.0, -4.0,2020-05-02 02:00:00,18
None, 79.67, 0.6, 80.0, 11.7, 22.26, 5.8, 168.7, 5.779, -1.7, -1168.0, -4.0, 169.0, -4.0,2020-05-02 03:00:00,18
None, 79.75, 0.6, 80.0, 9.7, 14.27, 6.9, 149.6, 6.896, -1.7, -1168.0, -5.0, 150.0, -5.0,2020-05-02 04:00:00,18
None, 79.76, 0.6, 80.0, 10.7, 14.17, 8.3, 105.3, 8.31, -1.8, -1168.0, -5.0, 105.0, -5.0,2020-05-02 05:00:00,18
None, 79.54, 0.6, 80.0, 15.5, 9.0, 11.8, 99.3, 11.75, -2.2, -1168.0, -5.0, 99.0, -5.0,2020-05-02 06:00:00,18
-1.832, 79.26, -1.8, 79.0, 24.2, 8.26, 16.1, 83.2, 16.09, -1.8, -2.6, -5.0, 83.0, -5.0,2020-05-02 07:00:00,18
-1.7, 78.95, -1.7, 79.0, 28.5, 11.92, 19.5, 64.37, 19.53, -1.7, -2.6, -4.0, 64.0, -4.0,2020-05-02 08:00:00,18
-0.737, 78.55, -0.8, 79.0, 30.8, 17.79, 20.8, 53.5, 20.81, -0.7, -2.6, -4.0, 54.0, -4.0,2020-05-02 09:00:00,18
-0.08, 78.35, 0.3, 78.0, 26.5, 32.08, 12.7, 35.19, 12.7, -0.1, -2.6, -3.0, 35.0, -3.0,2020-05-02 10:00:00,18
0.769, 78.23, 1.5, 78.0, 28.2, 26.8, 14.7, 42.93, 14.66, 0.8, -2.6, -3.0, 43.0, -3.0,2020-05-02 11:00:00,18
0.801, 78.36, 1.5, 78.0, 24.7, 27.03, 14.3, 55.49, 14.34, 0.8, -2.6, -2.0, 55.0, -2.0,2020-05-02 12:00:00,18
1.169, 78.79, 1.5, 79.0, 22.4, 19.92, 13.6, 48.69, 13.62, 1.2, -2.6, -2.0, 49.0, -2.0,2020-05-02 13:00:00,18
1.69, 79.03, 1.9, 79.0, 26.9, 21.02, 14.0, 47.61, 13.96, 1.7, -2.6, -1.0, 48.0, -1.0,2020-05-02 14:00:00,18
0.508, 79.62, 2.1, 80.0, 23.6, 63.0, 6.8, 108.6, 6.778, 0.5, -2.6, -3.0, 109.0, -3.0,2020-05-02 15:00:00,18
-1.762, 80.1, 2.1, 80.0, 27.2, 45.55, 14.3, 78.51, 14.27, -1.8, -2.6, -4.0, 79.0, -4.0,2020-05-02 16:00:00,18
