RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,week_of_year
60.4, None, None, 6.0, 0.78, 347.9, -2.0, 4.8, -2.0, None, 348.0, None, None, 48.0, None, 47.99, None, None, 5.015, None, 9.0, 60.0, None, 52.64, 0.8, 5.0, -0.1, 0.0,2020-05-06 00:00:00,19
55.97, None, None, 11.2, 3.563, 262.8, -2.0, 4.8, -2.0, None, 263.0, None, None, 48.0, None, 48.06, None, None, 6.066, None, 9.0, 56.0, None, 43.66, 3.6, 6.1, -0.2, 0.0,2020-05-06 01:00:00,19
54.99, None, None, 14.0, 3.037, 259.6, -2.0, 4.8, -2.0, None, 260.0, None, None, 48.0, None, 48.36, None, None, 6.224, None, 9.0, 55.0, None, 40.85, 3.0, 6.2, 0.1, 1.0,2020-05-06 02:00:00,19
78.89, None, None, 24.3, 6.272, 277.7, 0.0, 3.4, 0.0, None, 278.0, None, None, 48.0, None, 48.0, None, None, 3.318, None, 9.0, 79.0, None, 35.8, 6.3, 3.3, 0.2, 0.0,2020-05-06 03:00:00,19
80.1, None, None, 12.0, 2.888, 293.9, 0.0, 2.8, 0.0, None, 294.0, None, None, 48.0, None, 48.19, None, None, 3.115, None, 9.0, 80.0, None, 44.33, 2.9, 3.1, 0.0, 0.0,2020-05-06 04:00:00,19
81.4, None, None, 16.4, 3.564, 288.4, 0.0, 2.8, 0.0, None, 288.0, None, None, 48.0, None, 48.22, None, None, 3.031, None, 9.0, 81.0, None, 55.8, 3.6, 3.0, -0.1, 0.0,2020-05-06 05:00:00,19
89.1, None, None, 5.6, 1.283, 175.0, 1.0, 2.4, 1.0, None, 175.0, None, None, 48.0, None, 48.02, None, None, 2.441, None, 9.0, 89.0, None, 71.92, 1.3, 2.4, 0.7, 0.0,2020-05-06 06:00:00,19
92.0, None, None, 7.6, 0.937, 350.4, 0.0, 1.4, 0.0, None, 350.0, None, None, 48.0, None, 48.14, None, None, 1.41, None, 2.4, 92.0, None, 46.01, 0.9, 1.4, 1.2, 0.0,2020-05-06 07:00:00,19
93.3, None, None, 28.0, 11.57, 262.6, -1.0, 0.2, -1.0, None, 263.0, None, None, 48.0, None, 47.92, None, None, 0.237, None, 2.4, 93.0, None, 28.14, 11.6, 0.2, 0.6, 0.0,2020-05-06 08:00:00,19
91.8, None, None, 33.4, 14.71, 257.2, -1.0, 0.0, -1.0, None, 257.0, None, None, 48.0, None, 47.68, None, None, 0.142, None, 2.4, 92.0, None, 18.13, 14.7, 0.1, 0.1, 0.0,2020-05-06 09:00:00,19
94.2, None, None, 26.7, 10.15, 263.8, -1.0, -0.1, -1.0, None, 264.0, None, None, 49.0, None, 48.65, None, None, 0.063, None, 2.4, 94.0, None, 29.92, 10.2, 0.1, 0.6, 1.0,2020-05-06 10:00:00,19
93.2, None, None, 34.1, 11.46, 277.4, -2.0, -1.0, -2.0, None, 277.0, None, None, 50.0, None, 50.2, None, None, -1.036, None, 2.4, 93.0, None, 32.86, 11.5, -1.0, 1.3, 2.0,2020-05-06 11:00:00,19
91.1, None, None, 38.5, 15.04, 260.3, -2.0, -1.4, -2.0, None, 260.0, None, None, 51.0, None, 50.66, None, None, -1.185, None, 2.4, 91.0, None, 25.65, 15.0, -1.2, 0.1, 1.0,2020-05-06 12:00:00,19
90.7, None, None, 38.5, 13.98, 276.2, -2.0, -1.4, -2.0, None, 276.0, None, None, 51.0, None, 50.87, None, None, -0.65, None, 2.4, 91.0, None, 25.46, 14.0, -0.7, 0.2, 0.0,2020-05-06 13:00:00,19
87.5, None, None, 38.9, 15.64, 261.9, -2.0, -1.4, -2.0, None, 262.0, None, None, 51.0, None, 50.83, None, None, -0.205, None, 2.4, 88.0, None, 25.21, 15.6, -0.2, 0.2, 0.0,2020-05-06 14:00:00,19
81.7, None, None, 39.8, 16.42, 265.6, -3.0, -1.4, -3.0, None, 266.0, None, None, 51.0, None, 50.72, None, None, -0.27, None, 2.4, 82.0, None, 22.62, 16.4, -0.3, 0.0, 0.0,2020-05-06 15:00:00,19
83.2, None, None, 42.8, 16.45, 267.3, -2.0, -1.4, -2.0, None, 267.0, None, None, 51.0, None, 50.56, None, None, -0.272, None, 2.4, 83.0, None, 21.88, 16.5, -0.3, 0.2, 0.0,2020-05-06 16:00:00,19
79.18, None, None, 41.8, 18.23, 252.4, -3.0, -1.4, -3.0, None, 252.0, None, None, 51.0, None, 50.54, None, None, -0.2, None, 2.4, 79.0, None, 20.04, 18.2, -0.2, 0.2, 0.0,2020-05-06 17:00:00,19
83.5, None, None, 33.4, 16.03, 259.1, -3.0, -1.4, -3.0, None, 259.0, None, None, 51.0, None, 50.81, None, None, -0.639, None, 2.4, 84.0, None, 21.27, 16.0, -0.6, 0.6, 1.0,2020-05-06 18:00:00,19
86.2, None, None, 36.5, 14.86, 266.1, -3.0, -1.2, -3.0, None, 266.0, None, None, 51.0, None, 50.87, None, None, -1.212, None, -0.6, 86.0, None, 19.9, 14.9, -1.2, 0.0, 0.0,2020-05-06 19:00:00,19
