RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
91.6, None, None, -6999.0, None, None, -2.0, -1.0, -2.0, 909.0, -6999.0, None, None, 31.0, None, 30.92, None, None, -0.962, None, 4.9, 92.0, None, None, -6999.0, -1.0, None, 0.0, 0.0,2020-05-06 00:00:00, 909.0,19
93.4, None, None, -6999.0, None, None, -2.0, -1.6, -2.0, 909.0, -6999.0, None, None, 31.0, None, 30.96, None, None, -1.586, None, 4.9, 93.0, None, None, -6999.0, -1.6, None, 0.1, 0.0,2020-05-06 01:00:00, 909.0,19
94.4, None, None, -6999.0, None, None, -3.0, -2.2, -3.0, 909.0, -6999.0, None, None, 31.0, None, 30.99, None, None, -2.201, None, 4.9, 94.0, None, None, -6999.0, -2.2, 1019.9, 0.1, 0.0,2020-05-06 02:00:00, 909.0,19
95.0, None, None, -6999.0, None, None, -3.0, -2.5, -3.0, 909.0, -6999.0, None, None, 31.0, None, 31.02, None, None, -2.528, None, 4.9, 95.0, None, None, -6999.0, -2.5, 1019.9, 0.0, 0.0,2020-05-06 03:00:00, 909.0,19
95.1, None, None, -6999.0, None, None, -4.0, -3.1, -4.0, 909.0, -6999.0, None, None, 31.0, None, 30.91, None, None, -3.055, None, 4.9, 95.0, None, None, -6999.0, -3.1, 1020.2, 0.0, 0.0,2020-05-06 04:00:00, 909.0,19
95.2, None, None, -6999.0, None, None, -4.0, -3.7, -4.0, 909.0, -6999.0, None, None, 31.0, None, 30.93, None, None, -3.633, None, 4.9, 95.0, None, None, -6999.0, -3.6, 1020.4, 0.0, 0.0,2020-05-06 05:00:00, 909.0,19
95.0, None, None, -6999.0, None, None, -5.0, -4.3, -5.0, 909.0, -6999.0, None, None, 31.0, None, 30.93, None, None, -4.259, None, 4.9, 95.0, None, None, -6999.0, -4.3, 1020.6, 0.0, 0.0,2020-05-06 06:00:00, 909.0,19
95.3, None, None, -6999.0, None, None, -4.0, -4.4, -4.0, 909.0, -6999.0, None, None, 31.0, None, 30.99, None, None, -3.874, None, -3.9, 95.0, None, None, -6999.0, -3.9, 1020.5, 0.0, 0.0,2020-05-06 07:00:00, 909.0,19
94.0, None, None, -6999.0, None, None, -3.0, -4.4, -3.0, 909.0, -6999.0, None, None, 31.0, None, 31.15, None, None, -1.803, None, -1.8, 94.0, None, None, -6999.0, -1.8, 1020.3, 0.0, 0.0,2020-05-06 08:00:00, 909.0,19
73.1, None, None, -6999.0, None, None, -2.0, -4.4, -2.0, 909.0, -6999.0, None, None, 31.0, None, 31.02, None, None, 2.194, None, 2.2, 73.0, None, None, -6999.0, 2.2, 1019.9, 0.2, 0.0,2020-05-06 09:00:00, 909.0,19
