air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
-0.7, -0.7, -0.7, 100.0, 100.0, 1.7, 0.0, 17.0, 0.0,2022-11-26 00:00:00,48
-0.7, -0.7, -0.7, 100.0, 100.0, 1.0, 0.0, 18.0, 0.0,2022-11-26 01:00:00,48
-0.7, -0.6, -0.7, 100.0, 100.0, 0.0, 0.0, 18.0, 0.0,2022-11-26 02:00:00,48
-0.6, -0.6, -0.6, 100.0, 100.0, 0.0, 0.0, 17.0, 0.0,2022-11-26 03:00:00,48
None, -0.7, None, None, 100.0, None, None, None, 0.0,2022-11-26 04:00:00,48
-0.7, -0.6, -0.7, 100.0, 100.0, 0.0, 0.0, 18.0, 0.0,2022-11-26 05:00:00,48
-0.6, -0.6, -0.6, 100.0, 100.0, 0.0, 0.0, 16.0, 0.0,2022-11-26 06:00:00,48
-0.6, -0.5, -0.6, 100.0, 100.0, 0.0, 0.0, 13.0, 0.0,2022-11-26 07:00:00,48
-0.5, -0.1, -0.5, 100.0, 100.0, 0.0, 0.0, 12.0, 0.0,2022-11-26 08:00:00,48
-0.1, 0.0, -0.1, 100.0, 100.0, 0.0, 0.0, 9.0, 0.0,2022-11-26 09:00:00,48
None, 0.1, None, None, 100.0, None, None, None, 0.0,2022-11-26 10:00:00,48
None, 0.2, None, None, 100.0, None, None, None, 0.0,2022-11-26 11:00:00,48
0.2, 0.2, 0.2, 100.0, 100.0, 0.0, 0.0, 12.0, 0.0,2022-11-26 12:00:00,48
0.2, 0.1, 0.2, 100.0, 100.0, 0.0, 0.0, 12.0, 0.0,2022-11-26 13:00:00,48
0.1, -0.1, 0.1, 100.0, 100.0, 0.0, 0.0, 13.0, 0.0,2022-11-26 14:00:00,48
-0.1, -0.4, -0.1, 100.0, 100.0, 0.0, 0.0, 15.0, 0.0,2022-11-26 15:00:00,48
-0.4, -0.5, -0.4, 100.0, 100.0, 0.0, 0.0, 18.0, 0.0,2022-11-26 16:00:00,48
