station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.0, 2015-01-01 00:00:00, -5.5, -0.7
None, 1.0, 2015-01-02 00:00:00, -1.2, 2.9
None, 5.0, 2015-01-03 00:00:00, -0.1, 1.7
None, 39.0, 2015-01-04 00:00:00, 0.6, 1.0
None, 20.0, 2015-01-05 00:00:00, 0.7, 2.1
None, 2.0, 2015-01-06 00:00:00, 0.8, 4.6
None, 0.0, 2015-01-07 00:00:00, 0.3, 3.2
None, 0.0, 2015-01-08 00:00:00, -0.5, 1.6
None, 2.0, 2015-01-09 00:00:00, 0.0, 4.1
None, 0.0, 2015-01-10 00:00:00, 0.5, 6.1
None, 0.0, 2015-01-11 00:00:00, 1.0, 5.3
None, 0.0, 2015-01-12 00:00:00, 1.3, 5.1
None, 0.0, 2015-01-13 00:00:00, 1.8, 5.5
None, 0.0, 2015-01-14 00:00:00, 0.8, 3.9
None, 55.0, 2015-01-15 00:00:00, 1.4, 4.9
None, 1.0, 2015-01-16 00:00:00, 0.4, 4.9
None, 31.0, 2015-01-17 00:00:00, 2.1, 4.5
None, 49.0, 2015-01-18 00:00:00, 3.8, 9.5
None, 0.0, 2015-01-19 00:00:00, 0.8, 4.3
None, 0.0, 2015-01-20 00:00:00, 0.5, 6.2
None, 4.0, 2015-01-21 00:00:00, 0.3, 6.1
None, 11.0, 2015-01-22 00:00:00, 4.3, 6.2
None, 25.0, 2015-01-23 00:00:00, 5.7, 12.5
None, 6.0, 2015-01-24 00:00:00, 8.0, 13.6
None, 0.0, 2015-01-25 00:00:00, 5.2, 12.5
None, 0.0, 2015-01-26 00:00:00, 2.7, 12.6
None, 1.0, 2015-01-27 00:00:00, 6.2, 10.7
None, 0.0, 2015-01-28 00:00:00, 1.9, 7.5
None, 0.0, 2015-01-29 00:00:00, 1.7, 7.6
None, 0.0, 2015-01-30 00:00:00, 0.7, 6.7
None, 2.0, 2015-01-31 00:00:00, 0.3, 6.4
None, 7.0, 2015-02-01 00:00:00, 4.7, 8.7
None, 7.0, 2015-02-02 00:00:00, 5.1, 7.8
None, 0.0, 2015-02-03 00:00:00, 4.4, 9.0
None, 10.0, 2015-02-04 00:00:00, 5.2, 7.8
None, 99.0, 2015-02-05 00:00:00, 5.0, 10.3
None, 58.0, 2015-02-06 00:00:00, 8.8, 11.3
None, 17.0, 2015-02-07 00:00:00, 7.2, 11.9
None, 26.0, 2015-02-08 00:00:00, 8.4, 10.5
None, 16.0, 2015-02-09 00:00:00, 7.5, 10.0
None, 0.0, 2015-02-10 00:00:00, 5.3, 10.9
None, 0.0, 2015-02-11 00:00:00, 5.2, 11.8
None, 17.0, 2015-02-12 00:00:00, 7.7, 10.4
None, 22.0, 2015-02-13 00:00:00, 7.3, 10.8
None, 1.0, 2015-02-14 00:00:00, 1.8, 10.1
None, 0.0, 2015-02-15 00:00:00, -0.2, 8.0
None, 0.0, 2015-02-16 00:00:00, -0.3, 9.3
None, 0.0, 2015-02-17 00:00:00, -1.2, 9.0
None, 0.1, 2015-02-18 00:00:00, 1.7, 12.4
None, 2.4, 2015-02-19 00:00:00, 3.2, 11.6
None, 0.0, 2015-02-20 00:00:00, 1.0, 9.5
None, 0.0, 2015-02-21 00:00:00, -0.6, 12.2
None, 0.0, 2015-02-22 00:00:00, -1.9, 11.4
None, 0.0, 2015-02-23 00:00:00, -1.2, 13.3
None, 0.0, 2015-02-24 00:00:00, -0.3, 12.1
None, 0.0, 2015-02-25 00:00:00, 0.1, 8.0
None, 16.0, 2015-02-26 00:00:00, 4.0, 7.4
None, 0.0, 2015-02-27 00:00:00, 1.8, 12.8
None, 0.0, 2015-02-28 00:00:00, -1.8, 12.6
None, 1.0, 2015-03-01 00:00:00, -1.7, 7.2
None, 0.0, 2015-03-02 00:00:00, -0.3, 13.0
None, 0.0, 2015-03-03 00:00:00, -2.1, 11.1
