station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 1.0, None, 2015-01-01 00:00:00, -15.2, -3.6
None, 8.0, None, 2015-01-02 00:00:00, -10.0, -4.0
None, 4.2, None, 2015-01-03 00:00:00, -12.0, -7.8
None, 8.4, None, 2015-01-04 00:00:00, -14.7, -8.8
None, 40.2, None, 2015-01-05 00:00:00, -8.9, -2.8
None, 77.0, None, 2015-01-06 00:00:00, -2.8, 0.1
None, 2.0, None, 2015-01-07 00:00:00, -5.6, 0.7
None, 0.0, None, 2015-01-08 00:00:00, -8.7, -1.1
None, 0.0, None, 2015-01-09 00:00:00, -8.7, -4.1
None, 0.0, None, 2015-01-10 00:00:00, -7.4, -4.9
None, 3.0, None, 2015-01-11 00:00:00, -12.0, -6.1
None, 0.0, None, 2015-01-12 00:00:00, -12.3, -5.1
None, 1.0, None, 2015-01-13 00:00:00, -12.4, -4.6
None, 0.0, None, 2015-01-14 00:00:00, -9.6, -3.1
None, 0.0, None, 2015-01-15 00:00:00, -9.6, -6.8
None, 0.0, None, 2015-01-16 00:00:00, -10.7, -4.4
None, 0.0, None, 2015-01-17 00:00:00, -6.8, -4.5
None, 38.0, None, 2015-01-18 00:00:00, -4.5, -2.7
None, 12.0, None, 2015-01-19 00:00:00, -9.2, -4.3
None, 2.0, None, 2015-01-20 00:00:00, -12.6, -8.6
None, 0.0, None, 2015-01-21 00:00:00, -12.6, -4.0
None, 1.0, None, 2015-01-22 00:00:00, -6.7, -3.1
None, 10.9, None, 2015-01-23 00:00:00, -4.7, -1.4
None, 38.1, None, 2015-01-24 00:00:00, -1.6, 1.7
None, 0.0, None, 2015-01-25 00:00:00, 0.5, 4.1
None, 0.0, None, 2015-01-26 00:00:00, -0.1, 6.5
None, 0.0, None, 2015-01-27 00:00:00, -0.9, 4.1
None, 0.0, None, 2015-01-28 00:00:00, -6.8, -0.7
None, 0.0, None, 2015-01-29 00:00:00, -7.8, -3.9
None, 0.0, None, 2015-01-30 00:00:00, -8.4, 0.7
None, 0.0, None, 2015-01-31 00:00:00, -11.8, -3.3
None, 6.4, None, 2015-02-01 00:00:00, -11.8, -5.5
None, 2.9, None, 2015-02-02 00:00:00, -5.9, -3.8
None, 20.0, None, 2015-02-03 00:00:00, -5.1, -2.9
None, 2.1, None, 2015-02-04 00:00:00, -5.6, -2.5
None, 23.5, None, 2015-02-05 00:00:00, -4.2, -0.1
None, 31.4, None, 2015-02-06 00:00:00, -0.1, 0.0
None, 20.0, None, 2015-02-07 00:00:00, -0.6, 0.1
None, 24.5, None, 2015-02-08 00:00:00, -3.4, 0.3
None, 18.0, None, 2015-02-09 00:00:00, -3.4, 0.5
None, 3.0, None, 2015-02-10 00:00:00, -0.5, 1.2
None, 6.0, None, 2015-02-11 00:00:00, -0.2, 0.4
None, 3.9, None, 2015-02-12 00:00:00, -1.3, 1.8
None, 2.1, None, 2015-02-13 00:00:00, 0.1, 5.3
None, 7.0, None, 2015-02-14 00:00:00, -6.9, 1.8
None, 0.0, None, 2015-02-15 00:00:00, -9.5, -1.0
None, 0.0, None, 2015-02-16 00:00:00, -10.9, 0.3
None, 0.0, None, 2015-02-17 00:00:00, -11.2, 0.9
None, 0.0, None, 2015-02-18 00:00:00, -8.1, 3.1
None, 1.9, None, 2015-02-19 00:00:00, -4.5, -1.6
None, 0.0, None, 2015-02-20 00:00:00, -8.5, -2.7
None, 0.0, None, 2015-02-21 00:00:00, -13.0, -2.3
None, 0.0, None, 2015-02-22 00:00:00, -13.6, -2.4
None, 0.0, None, 2015-02-23 00:00:00, -9.7, 2.6
None, 0.0, None, 2015-02-24 00:00:00, -5.3, 1.7
None, 0.0, None, 2015-02-25 00:00:00, -10.6, 1.0
None, 0.0, None, 2015-02-26 00:00:00, -11.3, -1.5
None, 0.0, None, 2015-02-27 00:00:00, -13.3, -3.4
None, 0.0, None, 2015-02-28 00:00:00, -15.2, -3.0
None, 0.0, None, 2015-03-01 00:00:00, -13.2, -3.2
None, 1.0, None, 2015-03-02 00:00:00, -17.6, -6.2
None, 0.0, None, 2015-03-03 00:00:00, -20.3, -6.8
None, 0.0, None, 2015-03-04 00:00:00, -17.4, -2.9
None, 0.0, None, 2015-03-05 00:00:00, -11.1, 2.4
None, 0.0, None, 2015-03-06 00:00:00, -7.4, 5.8
